학교ID,개방ID,시도명,시도교육청명,학교명,설립일자,소재지지번주소,소재지도로명주소,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2009_해당지역예측학생수,2010_해당지역예측학생수,2011_해당지역예측학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,상관계수,2024_예측학생수,2025_예측학생수,2026_예측학생수,2027_예측학생수,2028_예측학생수,2029_예측학생수,2030_예측학생수
B000005112,1490767538,강원,강원특별자치도교육청,미탄초등학교,1933-10-01,강원특별자치도 평창군 미탄면 창리 776-1,강원특별자치도 평창군 미탄면 미탄중앙로 49,37.34208875,128.5006251,평창군,96.0,94.0,72.0,69.0,56.0,51.0,43.0,37.0,39.0,37.0,37.0,23.0,26.0,28.0,25.0,2962,2737,2506,2291,2063,1981,1886,1808,1738,1676,1646,1570,1466,1418,1329,1285,1168,1067,974,872,782,689,0.9849184842261688,17.472259109757097,11.851244494130057,6.998915637905,2.530929661380938,-2.36944205480674,-6.693299451442925,-11.161285427966988
B000004825,1617287337,강원,강원특별자치도교육청,효제초등학교,1963-02-12,강원특별자치도 춘천시 효자동 161-2 번지,강원특별자치도 춘천시 효제길 40,37.87091642,127.738179,춘천시,450.0,423.0,338.0,304.0,274.0,269.0,234.0,209.0,200.0,193.0,189.0,160.0,162.0,147.0,135.0,18262,17364,16391,15453,14274,13761,13431,13141,13168,13407,13633,13454,13276,13220,12937,12275,11675,11214,10764,10194,9710,9298,0.9526993647481746,133.0198091319462,100.3267399847665,75.20756519001691,50.68776332963216,19.6293476398115,-6.743061472246723,-29.192302286643383
B000004970,1623643636,강원,강원특별자치도교육청,장성초등학교,1938-04-22,강원특별자치도 태백시 장성동 187-1 번지,강원특별자치도 태백시 보드미길 26,37.10267933,129.0057684,태백시,178.0,163.0,135.0,108.0,94.0,88.0,97.0,105.0,106.0,105.0,89.0,89.0,83.0,74.0,62.0,3336,3187,3038,2901,2775,2795,2772,2757,2776,2751,2721,2560,2422,2270,2039,1879,1688,1526,1351,1182,1067,916,0.9092550282553417,30.320055560079055,13.738635442357548,-0.3251868564429117,-15.517587487863153,-30.189105811920427,-40.17268336971087,-53.2815547716792
B000004885,1674925327,강원,강원특별자치도교육청,장양초등학교,1947-12-03,강원특별자치도 원주시 태장동 장전길 1983 번지,강원특별자치도 원주시 북원로 2868,37.39858148,127.9532647,원주시,448.0,376.0,339.0,306.0,279.0,259.0,235.0,213.0,178.0,177.0,156.0,125.0,97.0,92.0,87.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9319611509163772,48.07699161066671,-16.425626333972104,-43.932073218679534,-73.70780197137526,-112.90448878208326,-140.2046373151553,-164.7541411597566
B000004969,1851055264,강원,강원특별자치도교육청,삼성초등학교,1964-03-14,강원특별자치도 태백시 장성동 32-2 번지,강원특별자치도 태백시 평화길 44,37.097576,129.0235889,태백시,111.0,102.0,86.0,81.0,70.0,63.0,56.0,45.0,44.0,48.0,52.0,55.0,47.0,44.0,30.0,3336,3187,3038,2901,2775,2795,2772,2757,2776,2751,2721,2560,2422,2270,2039,1879,1688,1526,1351,1182,1067,916,0.8704940662324401,9.42842805074828,-2.2929466015634716,-12.234636097241491,-22.97411549072085,-33.345384162138046,-40.4027563349959,-49.66939284022666
B000004968,1870220184,강원,강원특별자치도교육청,태백초등학교,1961-11-25,강원특별자치도 태백시 장성동 207-2 번지,강원특별자치도 태백시 태백로 1811,37.10857841,129.005232,태백시,86.0,67.0,71.0,75.0,68.0,66.0,51.0,46.0,40.0,41.0,38.0,35.0,38.0,34.0,32.0,3336,3187,3038,2901,2775,2795,2772,2757,2776,2751,2721,2560,2422,2270,2039,1879,1688,1526,1351,1182,1067,916,0.81896400326784,14.521167856051605,6.088736257723141,-1.0633785010685415,-8.789428394824988,-16.250585149366927,-21.327703650978307,-27.99418098787673
B000004880,1894677102,강원,강원특별자치도교육청,원주초등학교,1896-09-17,강원특별자치도 원주시 봉산동 1120 번지,강원특별자치도 원주시 봉산로 15,37.347842,127.9588477,원주시,704.0,594.0,512.0,443.0,391.0,379.0,346.0,331.0,315.0,302.0,266.0,246.0,231.0,213.0,195.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9701534681160225,120.62408789133724,31.430744420891187,-6.604796504672095,-47.77826955659452,-101.97891537552232,-139.72918974414392,-173.67591002020936
B000004924,1946212530,강원,강원특별자치도교육청,옥천초등학교,1943-07-06,강원특별자치도 강릉시 옥천동 111번지,강원특별자치도 강릉시 수문길 25,37.75683221,128.9027168,강릉시,509.0,454.0,404.0,346.0,298.0,256.0,231.0,212.0,185.0,201.0,207.0,193.0,184.0,173.0,161.0,15873,15217,14515,13637,12479,11873,11310,10841,10397,10272,10161,9702,9360,9108,8703,8116,7516,7020,6672,6162,5819,5561,0.9804572879320183,105.07805897952693,76.79041549719813,53.40596355180628,36.999130332055586,12.954633372076103,-3.216469485321852,-15.380156182723226
B000004960,2147341728,강원,강원특별자치도교육청,천곡초등학교,1993-12-31,강원특별자치도 동해시 천곡동 320-1 번지,강원특별자치도 동해시 동굴로 33,37.5177868,129.1078871,동해시,778.0,679.0,591.0,553.0,528.0,475.0,427.0,392.0,371.0,326.0,300.0,285.0,281.0,268.0,252.0,7945,7540,7176,6704,6185,5832,5516,5250,5017,4932,4831,4668,4582,4425,4320,4089,3792,3487,3188,2943,2655,2450,0.9908886339915864,220.55798050499288,180.2961441114769,138.94981380837118,98.41685393745774,65.20422795627445,26.162447211046754,-1.627709222188173
B000004951,2331170141,강원,강원특별자치도교육청,묵호초등학교,1935-10-07,강원특별자치도 동해시 발한동 318,강원특별자치도 동해시 발한천길 30,37.552301,129.1013302,동해시,269.0,237.0,212.0,200.0,179.0,166.0,153.0,144.0,143.0,132.0,107.0,94.0,85.0,82.0,90.0,7945,7540,7176,6704,6185,5832,5516,5250,5017,4932,4831,4668,4582,4425,4320,4089,3792,3487,3188,2943,2655,2450,0.9821063745246527,77.57970014914531,63.360460034020775,48.75821008414542,34.44321751033317,22.713541321089025,8.925187270059183,-0.8894397454308205
B000005203,2343569993,강원,강원특별자치도교육청,용대초등학교,1937-03-31,강원특별자치도 인제군 북면 용대리 1025-1,강원특별자치도 인제군 북면 미시령로 1031,38.19559876,128.3293941,인제군,97.0,94.0,70.0,60.0,44.0,45.0,45.0,44.0,47.0,45.0,38.0,34.0,29.0,30.0,36.0,2767,2637,2529,2356,2224,2240,2270,2276,2294,2271,2262,2162,2112,2134,2083,2058,1946,1863,1763,1614,1490,1392,0.9762729414321146,24.048110438972287,12.173230678490171,3.3730965702757487,-7.229474644440444,-23.027305754367546,-36.174494060615615,-46.56501385103746
B000005174,3172460019,강원,강원특별자치도교육청,산양초등학교,1959-04-15,강원특별자치도 화천군 상서면 산양리 707 번지,강원특별자치도 화천군 상서면 영서로 7778,38.21257979,127.6631402,화천군,84.0,78.0,85.0,41.0,32.0,25.0,23.0,16.0,21.0,19.0,19.0,20.0,25.0,35.0,40.0,2317,2211,2115,1950,1841,1753,1677,1627,1584,1565,1578,1523,1512,1529,1507,1450,1375,1332,1234,1105,1039,976,0.8829946807297689,13.61292627487245,7.68420674617262,4.285074216384729,-3.461785967783044,-13.659183557146747,-18.87645674240258,-23.856581146510436
B000005194,3845070600,강원,강원특별자치도교육청,방산초등학교,1918-04-01,강원특별자치도 양구군 방산면 현리 50-4번지,강원특별자치도 양구군 방산면 평화로 5121-7,38.20935773,127.9435152,양구군,90.0,88.0,71.0,64.0,63.0,43.0,43.0,28.0,32.0,23.0,22.0,24.0,20.0,20.0,16.0,1890,1803,1724,1634,1493,1444,1374,1299,1242,1247,1258,1231,1242,1286,1289,1266,1203,1180,1131,1064,1004,931,0.9692894196585121,25.09172866999171,18.17797505812723,15.653906279192569,10.276542358853533,2.923820263696072,-3.660706985698667,-11.671881805795607
B000004868,3925336241,강원,강원특별자치도교육청,명륜초등학교,1955-06-05,강원특별자치도 원주시 개운동 389 번지,강원특별자치도 원주시 행구로 25,37.34202301,127.9592728,원주시,1186.0,1016.0,1031.0,931.0,845.0,808.0,742.0,723.0,660.0,629.0,558.0,462.0,450.0,414.0,383.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9100656614298439,334.96361664414235,193.236152411454,132.79800135273808,67.37370283167866,-18.750662426991312,-78.7355273527669,-132.67657717267048
B000004878,4006244003,강원,강원특별자치도교육청,서원주초등학교,2000-09-01,강원특별자치도 원주시 명륜동 844 번지,강원특별자치도 원주시 남원로469번길 61,37.32716911,127.939871,원주시,1551.0,1412.0,1309.0,1228.0,1143.0,1044.0,1002.0,940.0,887.0,849.0,803.0,733.0,668.0,652.0,710.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9339199187550461,542.6076740200629,377.0294427450417,306.42038889641844,229.98608810528367,129.36818637099577,59.28870042623748,-3.729880133658753
B000005140,4621675252,강원,강원특별자치도교육청,여량초등학교,1933-03-05,강원특별자치도 정선군 여량면 여량리 127번지,강원특별자치도 정선군 여량면 서동로 2950,37.47134571,128.7277245,정선군,88.0,93.0,80.0,68.0,66.0,52.0,45.0,45.0,47.0,47.0,44.0,43.0,40.0,39.0,30.0,2631,2455,2278,2085,1907,1838,1727,1728,1701,1659,1661,1547,1531,1442,1347,1241,1111,1053,945,877,791,737,0.9766483122055035,25.280212336463293,18.755488514013557,15.84445788553598,10.423918094577736,7.0109856336040295,2.694629874137277,-0.015640021341845056
B000004975,4809579551,강원,강원특별자치도교육청,태서초등학교,1982-04-10,강원특별자치도 태백시 황지동 274-724 번지,강원특별자치도 태백시 태백로 802,37.18003577,128.9824439,태백시,143.0,132.0,116.0,73.0,60.0,60.0,65.0,61.0,67.0,75.0,72.0,67.0,60.0,53.0,43.0,3336,3187,3038,2901,2775,2795,2772,2757,2776,2751,2721,2560,2422,2270,2039,1879,1688,1526,1351,1182,1067,916,0.8438383040179599,11.593550880897794,-2.7975816569440894,-15.003673128830911,-28.189265768214824,-40.922780945677005,-49.58759896584358,-60.96488175754057
B000004879,5015151560,강원,강원특별자치도교육청,치악초등학교,1992-03-12,강원특별자치도 원주시 명륜동 709,강원특별자치도 원주시 한지공원길 77,37.33161621,127.9394333,원주시,857.0,753.0,663.0,593.0,526.0,468.0,411.0,375.0,334.0,295.0,272.0,230.0,229.0,322.0,356.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9067186200350972,142.11777367244554,31.139633418035146,-16.18579952627624,-67.41558068849349,-134.85432263413713,-181.82481483136644,-224.06276373416426
B000004829,5849356651,강원,강원특별자치도교육청,호반초등학교,1991-04-10,강원특별자치도 춘천시 후평동 15 번지,강원특별자치도 춘천시 후만로126번길 35,37.87432976,127.7609773,춘천시,731.0,630.0,567.0,489.0,398.0,358.0,326.0,293.0,279.0,280.0,303.0,288.0,289.0,276.0,252.0,18262,17364,16391,15453,14274,13761,13431,13141,13168,13407,13633,13454,13276,13220,12937,12275,11675,11214,10764,10194,9710,9298,0.9944269317753124,202.69837373879432,150.16142535889128,109.79553668699907,70.39282540207171,20.482724441163782,-21.89708058529129,-57.97245180615812
B000004874,5970250248,강원,강원특별자치도교육청,단구초등학교,1935-07-01,강원특별자치도 원주시 단구동 106 번지,강원특별자치도 원주시 단구초교길 5,37.32258023,127.9638908,원주시,802.0,707.0,621.0,530.0,449.0,428.0,414.0,373.0,365.0,365.0,351.0,331.0,300.0,300.0,292.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.981938691412505,177.82956374029072,81.27581495730624,40.101508440041925,-4.469678364896481,-63.14306515199792,-104.0085643703826,-140.75663293704088
B000004939,6452654659,강원,강원특별자치도교육청,옥계초등학교금진분교장,1961-08-07,강원특별자치도 강릉시 옥계면 금진리 417,강원특별자치도 강릉시 옥계면 금진안길 2,37.63495713,129.0434718,강릉시,32.0,26.0,27.0,24.0,22.0,21.0,23.0,15.0,11.0,10.0,6.0,8.0,12.0,9.0,7.0,15873,15217,14515,13637,12479,11873,11310,10841,10397,10272,10161,9702,9360,9108,8703,8116,7516,7020,6672,6162,5819,5561,0.9312728337053433,4.99471559875311,2.9283514073084227,1.2201570090474796,0.02166577800955949,-1.7347437847184253,-2.9160153141609726,-3.8045519164821897
B000004889,6559487044,강원,강원특별자치도교육청,동화초등학교,2004-05-19,강원특별자치도 원주시 문막읍 동화리 1534-2,강원특별자치도 원주시 문막읍 왕건로 83,37.3274788,127.8285781,원주시,948.0,894.0,809.0,790.0,769.0,749.0,687.0,637.0,578.0,535.0,448.0,479.0,360.0,333.0,291.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.855031148956735,313.4376085597378,201.16245398118258,153.28392324405877,101.45541372112211,33.228507420720916,-14.290934335874454,-57.02252301875751
B000005199,6641758441,강원,강원특별자치도교육청,부평초등학교,1946-04-01,강원특별자치도 인제군 남면 신남리 458 번지,강원특별자치도 인제군 남면 신남로94번길 7,37.96976661,128.0839125,인제군,147.0,158.0,137.0,121.0,107.0,98.0,88.0,88.0,99.0,92.0,90.0,90.0,79.0,56.0,47.0,2767,2637,2529,2356,2224,2240,2270,2276,2294,2271,2262,2162,2112,2134,2083,2058,1946,1863,1763,1614,1490,1392,0.9126314141774531,63.806912173499086,47.66909857634897,35.70982599988946,21.301063859576857,-0.16799172948893215,-18.034856783476556,-32.15544368098293
B000004883,6815457761,강원,강원특별자치도교육청,태봉초등학교,2002-03-01,강원특별자치도 원주시 태장동 485,강원특별자치도 원주시 흥양로51번길 113,37.38592017,127.9564644,원주시,1226.0,1108.0,1011.0,888.0,824.0,793.0,743.0,731.0,683.0,611.0,566.0,556.0,515.0,482.0,467.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9474987104513276,368.42778397807706,230.01492714710548,170.99025472451603,107.09604682706345,22.98588862487395,-35.59609875454589,-88.2756188917067
B000004841,7134479165,강원,강원특별자치도교육청,후평초등학교,1980-10-02,강원특별자치도 춘천시 후평동 511-36,강원특별자치도 춘천시 춘천로295번길 17,37.88309525,127.743936,춘천시,911.0,828.0,724.0,647.0,559.0,523.0,467.0,427.0,400.0,398.0,375.0,342.0,335.0,319.0,279.0,18262,17364,16391,15453,14274,13761,13431,13141,13168,13407,13633,13454,13276,13220,12937,12275,11675,11214,10764,10194,9710,9298,0.9636917466226043,274.30308768190025,208.22030316607243,157.44669706307832,107.88460867620756,45.105963386171425,-8.200816123262939,-53.57766149079794
B000004882,8029057562,강원,강원특별자치도교육청,일산초등학교,1949-11-03,강원특별자치도 원주시 일산동 일산초교길 1,강원특별자치도 원주시 일산초교길 1,37.34637268,127.942107,원주시,831.0,760.0,678.0,603.0,510.0,439.0,419.0,404.0,377.0,346.0,352.0,307.0,275.0,274.0,249.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9714065478083058,147.71575350155604,35.37165982671695,-12.536269245709263,-64.39660246661037,-132.66540139481754,-180.21402099920033,-222.97184769634055
B000005055,8059568762,강원,강원특별자치도교육청,모곡초등학교,1934-11-21,강원특별자치도 홍천군 서면 모곡리 184-2,강원특별자치도 홍천군 서면 설밀길 76,37.676874,127.6006639,홍천군,29.0,25.0,30.0,33.0,26.0,24.0,19.0,19.0,16.0,12.0,9.0,5.0,9.0,8.0,8.0,5274,4932,4668,4314,3918,3756,3578,3443,3317,3185,3160,2945,2825,2770,2681,2596,2464,2352,2219,2010,1864,1763,0.8875509698550573,7.471525942621149,6.137621062448638,5.005822982302266,3.661812762128452,1.549796701855314,0.07441706166450857,-0.9462222784674879
B000004865,8087802767,강원,강원특별자치도교육청,무실초등학교,2005-03-02,강원특별자치도 원주시 무실동 1652번지,강원특별자치도 원주시 만대로 155,37.33543002,127.9216593,원주시,1627.0,1711.0,1292.0,1190.0,1156.0,972.0,860.0,750.0,725.0,711.0,677.0,650.0,542.0,529.0,504.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.950145536969673,290.644659337328,58.16005482740502,-40.98050146680498,-148.30015365528743,-289.575446374537,-387.9724484965409,-476.4553949891233
B000004972,8386232316,강원,강원특별자치도교육청,동점초등학교,1947-02-10,강원특별자치도 태백시 동점동 60-1,강원특별자치도 태백시 방터골1길 59,37.10057564,129.0498649,태백시,42.0,38.0,34.0,32.0,31.0,30.0,30.0,34.0,35.0,28.0,32.0,24.0,18.0,20.0,20.0,3336,3187,3038,2901,2775,2795,2772,2757,2776,2751,2721,2560,2422,2270,2039,1879,1688,1526,1351,1182,1067,916,0.9185378784714272,13.431005737239175,9.784999654172218,6.69257564654475,3.3519941568237144,0.12594688960740186,-2.0692923750664214,-4.951736974768572
B000004902,8722272872,강원,강원특별자치도교육청,신림초등학교,1925-08-31,강원특별자치도 원주시 신림면 신림리 518번지,강원특별자치도 원주시 신림면 치악로 34,37.23155517,128.0786998,원주시,107.0,92.0,89.0,81.0,86.0,76.0,66.0,57.0,50.0,49.0,49.0,41.0,48.0,43.0,44.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.8777365668266787,32.653791004922255,20.75221182411488,15.676911533791923,10.18289896951731,2.9505960558070967,-2.0866394823384553,-6.616344991451712
B000004872,9426174104,강원,강원특별자치도교육청,북원초등학교,1900-01-01,강원특별자치도 원주시 단계동 796번지,강원특별자치도 원주시 단구로 60,37.34305588,127.9383479,원주시,687.0,600.0,500.0,450.0,396.0,383.0,347.0,302.0,291.0,265.0,230.0,201.0,196.0,195.0,176.0,21266,20620,19692,18727,17843,17562,17366,17226,17344,17569,17725,17153,16782,16521,16050,15398,14460,14060,13627,13057,12660,12303,0.9523671656938729,92.35224446178927,-1.1092879330183223,-40.9649520672649,-84.10870849258663,-140.9030298838877,-180.45977653712725,-216.03095677694205
B000004931,9686888575,강원,강원특별자치도교육청,주문진초등학교,1919-06-11,강원특별자치도 강릉시 주문진읍 교항리 161,강원특별자치도 강릉시 주문진읍 주문로 26,37.88688223,128.8266399,강릉시,1067.0,980.0,885.0,803.0,708.0,593.0,525.0,493.0,454.0,446.0,390.0,354.0,317.0,321.0,291.0,15873,15217,14515,13637,12479,11873,11310,10841,10397,10272,10161,9702,9360,9108,8703,8116,7516,7020,6672,6162,5819,5561,0.9971291197300084,194.43116448065393,128.168313090654,73.39102260825416,34.958568802054174,-21.364854879445716,-59.245118257395575,-87.73814435509553
B000004958,9844081044,강원,강원특별자치도교육청,삼화초등학교,1942-05-27,강원특별자치도 동해시 삼화동 32-12 번지,강원특별자치도 동해시 파수길 38,37.48462946,129.0677054,동해시,254.0,233.0,204.0,189.0,163.0,151.0,140.0,119.0,119.0,111.0,97.0,84.0,75.0,60.0,61.0,7945,7540,7176,6704,6185,5832,5516,5250,5017,4932,4831,4668,4582,4425,4320,4089,3792,3487,3188,2943,2655,2450,0.99126791818285,57.119538013893674,41.969781436477035,26.411950607816834,11.160175467589312,-1.3370984767442735,-16.027771521511937,-26.484674209627798
B000004963,9919576108,강원,강원특별자치도교육청,황지초등학교,1935-11-28,강원특별자치도 태백시 황지동 85-1,강원특별자치도 태백시 황지로 63,37.16378702,128.9898295,태백시,1598.0,1528.0,1441.0,1362.0,1264.0,1220.0,1210.0,1185.0,1140.0,1079.0,1050.0,963.0,938.0,909.0,848.0,3336,3187,3038,2901,2775,2795,2772,2757,2776,2751,2721,2560,2422,2270,2039,1879,1688,1526,1351,1182,1067,916,0.9462278474684458,620.3706604084971,495.7076284356242,389.97249136962705,275.7524358970994,165.4484966122012,90.38960301596876,-8.165987706040823
B000003723,1087284445,경기,경기도교육청,대일초등학교,1988-12-27,경기도 성남시 중원구 상대원동 2511,경기도 성남시 중원구 금상로58번길 22,37.43846881,127.1641844,중원구,1017.0,922.0,813.0,722.0,657.0,596.0,541.0,497.0,459.0,421.0,398.0,352.0,328.0,309.0,304.0,22763,21284,19984,18666,17268,16641,16046,15210,14714,14410,14210,13612,13169,12998,12554,11974,11096,10282,9392,8364,7459,6899,0.9983883906716859,249.7869031570301,186.74908208001204,128.30627301771972,64.4068871879407,-9.400493298590732,-74.37683506932115,-114.58319019817088
B000004618,1098245024,경기,경기도교육청,토평초등학교,1972-03-01,경기도 구리시 토평동 611-3,경기도 구리시 벌말로129번길 17-1,37.58782449,127.1463829,구리시,681.0,658.0,596.0,548.0,523.0,500.0,476.0,472.0,441.0,446.0,437.0,395.0,398.0,357.0,316.0,14134,13554,13126,12657,12239,12293,12146,11822,11763,11846,11759,11211,10656,10272,9654,9100,8535,8076,7660,7081,6624,6133,0.9752782977129788,239.8132819237162,191.48239349022708,152.21889297523342,116.63367246491225,67.10520449501814,28.012786770939442,-13.98803839869447
B000004637,1295727491,경기,경기도교육청,의정부초등학교,1945-09-30,경기도 의정부시 신곡동 420-3,경기도 의정부시 동일로522번길 30,37.73474849,127.0602214,의정부시,958.0,855.0,801.0,710.0,644.0,638.0,566.0,533.0,504.0,488.0,437.0,387.0,381.0,348.0,292.0,29528,28858,28036,26704,25067,24787,24678,24135,24041,23813,23698,22509,21525,20805,19853,18910,17786,16959,16093,15203,14505,13942,0.9816485716595829,184.99452787669043,108.17937554281207,51.661465418152375,-7.521739138020848,-68.3451248828178,-116.04706111862492,-154.5229781684235
B000003787,1300524353,경기,경기도교육청,송내초등학교,1992-05-04,경기도 부천시 원미구 상동 430,경기도 부천시 원미구 석천로 27,37.4906788,126.7587493,부천시,417.0,352.0,325.0,288.0,271.0,291.0,290.0,295.0,284.0,268.0,272.0,232.0,212.0,197.0,168.0,64862,60829,58127,55489,53179,53027,52961,51977,51342,51434,51308,49240,47871,46508,44405,42196,39302,36828,33831,30834,28204,25484,0.9712300450866378,158.39013826021784,126.00607309176081,98.32183769896102,64.78519522837854,31.248552757796062,1.8186663054664223,-28.618326527361205
B000004048,1311183989,경기,경기도교육청,태을초등학교,1994-10-01,경기도 군포시 산본동 1089,경기도 군포시 산본로 451-49,37.37205306,126.9263632,군포시,941.0,883.0,822.0,783.0,709.0,659.0,612.0,598.0,581.0,554.0,488.0,464.0,446.0,416.0,404.0,26699,25772,24455,23029,21801,21251,21195,20585,20510,20892,21059,20613,20404,20379,19775,18414,16839,15665,14092,12430,11073,10205,0.9238992042809515,362.5537428503392,244.2471707045263,156.06182740345685,37.905485825448295,-86.93611601984765,-188.8675562750019,-254.06762270202773
B000004619,1320151686,경기,경기도교육청,도림초등학교,1996-09-01,경기도 구리시 교문동 396-1,경기도 구리시 아차산로 431,37.5932866,127.1299671,구리시,513.0,457.0,423.0,376.0,332.0,313.0,293.0,263.0,230.0,212.0,177.0,155.0,138.0,144.0,141.0,14134,13554,13126,12657,12239,12293,12146,11822,11763,11846,11759,11211,10656,10272,9654,9100,8535,8076,7660,7081,6624,6133,0.9377318592633752,3.2934764870069557,-51.276864730215266,-95.60923042703826,-135.7884551108691,-191.71098177418173,-235.8501781215632,-283.27325340945015
B000004058,1402501404,경기,경기도교육청,곡란초등학교,1994-09-01,경기도 군포시 산본동 1058,경기도 군포시 고산로677번길 24-42,37.37424391,126.9338506,군포시,669.0,607.0,586.0,566.0,526.0,481.0,482.0,450.0,439.0,363.0,355.0,354.0,339.0,289.0,284.0,26699,25772,24455,23029,21801,21251,21195,20585,20510,20892,21059,20613,20404,20379,19775,18414,16839,15665,14092,12430,11073,10205,0.8818405096444846,277.83912677596265,198.72823344496828,139.75922470173828,60.74878964798961,-22.732038743193016,-90.89297985440533,-134.49187217904228
B000030422,1441815078,경기,경기도교육청,복사초등학교,1989-09-01,경기도 부천시 소사구 계수동 1,경기도 부천시 소사구 은성로 210,37.46731,126.807979,부천시,401.0,316.0,261.0,207.0,181.0,175.0,173.0,161.0,147.0,156.0,149.0,136.0,144.0,133.0,124.0,64862,60829,58127,55489,53179,53027,52961,51977,51342,51434,51308,49240,47871,46508,44405,42196,39302,36828,33831,30834,28204,25484,0.9459329897402029,44.598111927177115,4.8007697483560605,-29.220869695459896,-70.43463421167502,-111.6483987278902,-147.81529918756513,-185.21985023331263
B000004640,1501120328,경기,경기도교육청,의정부효자초등학교,2005-09-01,경기도 의정부시 신곡동 784-1,경기도 의정부시 부용로204번길 16,37.75027839,127.0779303,의정부시,797.0,812.0,799.0,775.0,733.0,682.0,622.0,573.0,525.0,490.0,459.0,421.0,397.0,370.0,356.0,29528,28858,28036,26704,25067,24787,24678,24135,24041,23813,23698,22509,21525,20805,19853,18910,17786,16959,16093,15203,14505,13942,0.9409996379408713,270.2193829288975,206.84865990498622,160.22269198614777,111.39791784139061,61.22003217299118,21.867038693729683,-9.874702465044379
B000003864,1560684680,경기,경기도교육청,안양덕현초등학교,1991-09-10,경기도 안양시 동안구 호계동 1101,경기도 안양시 동안구 갈산로 34,37.37549471,126.9623993,동안구,1114.0,969.0,879.0,766.0,640.0,574.0,535.0,460.0,401.0,266.0,277.0,468.0,510.0,538.0,550.0,26963,25643,24972,23902,22708,22555,22598,22158,21710,21416,21071,20432,20015,19916,19252,18251,17226,16252,14930,13644,12878,12230,0.8255212122453282,228.0947742001158,136.07063214907726,48.62525228789514,-70.06344604524907,-185.5200769502594,-254.2912894488893,-312.46850315530196
B000003858,1628850877,경기,경기도교육청,동안초등학교,1992-09-01,경기도 안양시 동안구 평촌동 898-1,경기도 안양시 동안구 관평로138번길 36,37.389519,126.9649077,동안구,969.0,961.0,896.0,850.0,768.0,740.0,705.0,643.0,630.0,600.0,565.0,538.0,527.0,524.0,493.0,26963,25643,24972,23902,22708,22555,22598,22158,21710,21416,21071,20432,20015,19916,19252,18251,17226,16252,14930,13644,12878,12230,0.980728669977746,398.4142819234513,324.5897374294642,254.43841417371448,159.22275776293293,66.59996340267196,11.429620883262942,-35.241896026106474
B000004041,1663685262,경기,경기도교육청,광정초등학교,1993-06-01,경기도 군포시 산본동 1092-2,경기도 군포시 산본로386번길 5-20,37.36593675,126.9305979,군포시,1061.0,973.0,903.0,851.0,800.0,757.0,722.0,693.0,641.0,623.0,602.0,587.0,553.0,520.0,502.0,26699,25772,24455,23029,21801,21251,21195,20585,20510,20892,21059,20613,20404,20379,19775,18414,16839,15665,14092,12430,11073,10205,0.9405861266651295,457.3617700822126,338.87782704925394,250.56027205198848,132.2267848197066,7.198014457308545,-94.88624630188178,-160.1840637956011
