,Ticker,Name,종목명 (Full),기업명 (한글),거래소 업종,거래소 업종코드,결산월,회계년,자기자본비율(%),차입금의존도(%),매출액증가율(%),영업이익률(%),총자본회전율(%),부채 상환능력(%),당좌비율(%),ROA(당기순이익)(%),"신용등급 (채권, NICE)","신용등급 (CP, NICE)",ESG등급,환경,사회,지배구조,시가총액(천원),WACC(시가총액평균)(%)
2798,A018500,동원금속,동원금속보통주,동원금속(주),코스피 운송장비·부품,I.015,3,2022,25.01,28.61,42.028596188844915,6.48,475.0,14.231403527870192,26.562605619229963,4.82,B+,,C,C,C,C,44090000.0,6.26
2799,A018500,동원금속,동원금속보통주,동원금속(주),코스피 운송장비·부품,I.015,3,2023,27.51,31.2,3.807674808113859,7.58,371.0,2.2835738277732407,46.38593010889424,5.33,BB-,,C,B,D,B,81821000.0,9.11
488,A018670,SK가스,SK가스보통주,에스케이가스(주),코스피 유통,I.016,12,2020,41.17,45.29,-8.59754756551605,5.17,225.99999999999997,11.518939369999952,120.73351930456747,4.79,AA-,,A,A,A+,A,964560000.0,2.72
489,A018670,SK가스,SK가스보통주,에스케이가스(주),코스피 유통,I.016,12,2021,39.96,52.63,37.6261947219954,1.97,280.0,-13.186060369390217,120.0889737959732,5.16,AA-,,A,A,A+,A,1176856000.0,2.65
490,A018670,SK가스,SK가스보통주,에스케이가스(주),코스피 유통,I.016,12,2022,41.43,47.72,39.62674969645854,6.13,355.0,6.706507192119779,113.45038918360328,5.56,AA-,,A+,A+,A+,A,1066093000.0,3.5
491,A018670,SK가스,SK가스보통주,에스케이가스(주),코스피 유통,I.016,12,2023,46.94,43.79,-24.199861359152873,6.02,239.0,20.40274072391289,129.52794798917964,7.38,AA-,A1,A,A,A+,A,1366076000.0,3.15
388,A018880,한온시스템,한온시스템보통주,한온시스템(주),코스피 기계·장비,I.012,12,2020,27.06,54.97,0.42087746405576887,2.11,196.0,5.324345922603387,115.7383419816546,-0.5,,,B+,B+,B+,B+,8674250000.0,4.54
389,A018880,한온시스템,한온시스템보통주,한온시스템(주),코스피 기계·장비,I.012,12,2021,24.35,56.65,6.745842950765746,1.5,234.0,9.429239289133177,107.5436884144145,1.5,AA,,B,B+,A,C,7179610000.0,8.11
390,A018880,한온시스템,한온시스템보통주,한온시스템(주),코스피 기계·장비,I.012,12,2022,36.4,46.51,11.954256330181746,-0.27,182.0,-2.350799012907143,74.66777761707483,0.32,AA-,,B+,B+,A+,B,4318442000.0,7.37
391,A018880,한온시스템,한온시스템보통주,한온시스템(주),코스피 기계·장비,I.012,12,2023,36.54,47.64,10.262396468823432,2.02,144.0,-7.645792878801607,83.04467521629451,0.63,AA-,,B+,A,A+,B,3891402000.0,7.15
1136,A019170,신풍제약,신풍제약보통주,신풍제약(주),코스피 제약,I.009,12,2020,77.06,0.57,4.015253760416804,3.39,63.0,16.528103762829215,343.2999637822945,0.35,,,B,D,B,B+,6839639000.0,4.95
1137,A019170,신풍제약,신풍제약보통주,신풍제약(주),코스피 제약,I.009,12,2021,90.17,0.56,-4.02657622733763,-9.41,49.0,-186.63047222607437,651.8062877914355,-4.2,,,D,D,C,D,1780870000.0,10.24
1138,A019170,신풍제약,신풍제약보통주,신풍제약(주),코스피 제약,I.009,12,2022,91.29,0.84,9.113336691988216,-18.6,57.99999999999999,-93.40961836344415,530.19069887801,-10.62,,,D,D,D,D,1212043000.0,12.65
1139,A019170,신풍제약,신풍제약보통주,신풍제약(주),코스피 제약,I.009,12,2023,76.85,13.74,-4.842214997001671,-26.5,64.0,-34.633568925649456,172.83937718046712,-15.52,,,C,C,B+,D,761787000.0,11.67
3120,A019180,티에이치엔,티에이치엔보통주,(주)티에이치엔,코스피 전기·전자,I.013,12,2020,35.53,31.3,-12.163017114904662,-3.0,332.0,3.053885742619958,54.37685085112558,-4.74,,,B,C,B,B+,46170000.0,5.17
3121,A019180,티에이치엔,티에이치엔보통주,(주)티에이치엔,코스피 전기·전자,I.013,12,2021,32.68,39.24,17.44158582686264,6.94,386.0,23.398611273665406,58.60547353086941,2.44,,,D,D,C,D,78660000.0,5.66
3122,A019180,티에이치엔,티에이치엔보통주,(주)티에이치엔,코스피 전기·전자,I.013,12,2022,35.17,33.98,6.856558492211429,5.48,377.0,19.35492095896342,51.62454614619493,2.0,,,C,C,B,C,62910000.0,5.78
3123,A019180,티에이치엔,티에이치엔보통주,(주)티에이치엔,코스피 전기·전자,I.013,12,2023,41.96,26.03,23.585019939647456,7.59,384.0,11.510466855383482,58.395878744229144,10.17,,,D,C,C,D,62910000.0,5.02
2576,A019440,세아특수강,세아특수강보통주,(주)세아특수강,코스피 금속,I.011,12,2020,71.8,15.39,-19.67527460577848,0.02,151.0,34.08406231340481,214.04076607036347,-0.42,,A2-,B+,B+,B+,B+,101126000.0,5.11
2577,A019440,세아특수강,세아특수강보통주,(주)세아특수강,코스피 금속,I.011,12,2021,66.55,19.13,34.51457865517384,4.25,200.99999999999997,-16.778454042524885,137.97133652538676,4.91,,,B+,C,B+,A,134978000.0,4.09
2578,A019440,세아특수강,세아특수강보통주,(주)세아특수강,코스피 금속,I.011,12,2022,62.94,20.87,19.793793099297385,2.81,233.0,5.373584682271242,127.24442372963243,2.26,,,A,B+,A,A,146976000.0,7.59
2579,A019440,세아특수강,세아특수강보통주,(주)세아특수강,코스피 금속,I.011,12,2023,62.02,19.9,-2.34892809936903,2.74,225.0,21.803076628951608,115.39550389364506,2.61,,,B+,B+,B+,B+,118695000.0,5.8
1920,A019680,대교,대교보통주,(주)대교,코스피 일반서비스,I.026,12,2020,71.64,9.05,-16.225931058484942,-2.29,98.0,18.187036045329553,121.46509442883615,-3.57,,,B+,D,B+,A,361086000.0,6.19
1921,A019680,대교,대교보통주,(주)대교,코스피 일반서비스,I.026,12,2021,71.16,8.68,1.1112908475998218,-3.14,109.00000000000001,21.937938783970907,111.5925243538548,-6.11,,,B,D,B+,B+,383148000.0,5.81
1922,A019680,대교,대교보통주,(주)대교,코스피 일반서비스,I.026,12,2022,66.48,11.23,-0.6856609953886039,-6.26,128.0,26.59210352784182,44.06789263568411,-20.33,,,B+,C,B+,B+,254232000.0,7.88
1923,A019680,대교,대교보통주,(주)대교,코스피 일반서비스,I.026,12,2023,55.86,19.82,-3.8774950089719096,-3.3,164.0,8.952549592050362,38.57170454271704,-18.45,,,B,D,B+,B+,249084000.0,5.45
1476,A020000,한섬,한섬보통주,(주)한섬,코스피 섬유·의류,I.006,12,2020,78.42,3.04,20.13140931905646,8.77,110.00000000000001,49.01373462277532,160.16597254827377,6.27,,,A,A,A+,A,745058000.0,8.39
1477,A020000,한섬,한섬보통주,(주)한섬,코스피 섬유·의류,I.006,12,2021,79.97,1.03,15.901966712127669,11.53,117.0,57.87127162340422,173.4581526089986,7.79,,A1,B+,A,A,B,876828000.0,6.43
1478,A020000,한섬,한섬보통주,(주)한섬,코스피 섬유·의류,I.006,12,2022,79.7,3.36,10.998866633093506,11.34,119.0,21.173044077243038,164.45750587432408,7.71,,A1,A,A,A+,A,666242000.0,10.42
1479,A020000,한섬,한섬보통주,(주)한섬,코스피 섬유·의류,I.006,12,2023,81.23,2.75,-1.0130659601926495,7.06,111.00000000000001,18.533122443866116,90.17044106229363,4.86,,A1,A,A,A+,A,470926000.0,7.96
2480,A020120,키다리스튜디오,키다리스튜디오보통주,(주)키다리스튜디오,코스피 IT 서비스,I.574,12,2020,64.51,16.4,60.54667534309257,13.31,157.0,24.461411653197132,152.76714977409566,4.95,,,B,D,B,B,181911000.0,10.52
2481,A020120,키다리스튜디오,키다리스튜디오보통주,(주)키다리스튜디오,코스피 IT 서비스,I.574,12,2021,84.7,7.63,33.56797077665132,8.11,42.0,10.500893276233239,135.41832867163646,2.26,,,D,D,D,C,530087000.0,8.07
2482,A020120,키다리스튜디오,키다리스튜디오보통주,(주)키다리스튜디오,코스피 IT 서비스,I.574,12,2022,83.5,10.25,57.799900742255986,4.65,35.0,2.6019786060767474,180.02397017750823,3.5,,,D,D,D,D,334897000.0,13.53
2483,A020120,키다리스튜디오,키다리스튜디오보통주,(주)키다리스튜디오,코스피 IT 서비스,I.574,12,2023,76.67,10.47,-0.3665560449682581,-10.26,34.0,-9.960038232093629,162.18897938291033,-10.92,,,D,D,D,D,201970000.0,8.06
764,A020150,롯데에너지머티리얼즈,롯데에너지머티리얼즈보통주,롯데에너지머티리얼즈(주),코스피 전기·전자,I.013,12,2020,85.7,0.85,-1.0176830017763039,7.95,51.0,36.69846731697781,618.069055963632,2.94,,,C,C,C,B,2347042000.0,9.53
765,A020150,롯데에너지머티리얼즈,롯데에너지머티리얼즈보통주,롯데에너지머티리얼즈(주),코스피 전기·전자,I.013,12,2021,71.69,16.51,20.961160960440516,9.36,59.0,9.79155094685918,719.9904395795583,4.28,,,D,D,D,D,6224963000.0,6.24
766,A020150,롯데에너지머티리얼즈,롯데에너지머티리얼즈보통주,롯데에너지머티리얼즈(주),코스피 전기·전자,I.013,12,2022,73.0,17.07,-11.482814626235172,7.21,51.0,4.986340512495758,540.7982566043466,0.57,,,C,B,B,C,2393152000.0,12.8
767,A020150,롯데에너지머티리얼즈,롯데에너지머티리얼즈보통주,롯데에너지머티리얼즈(주),코스피 전기·전자,I.013,12,2023,79.12,14.22,5.008058224233158,-4.67,54.0,-26.198062624898284,135.02803351733306,1.44,,,C,B,B+,C,1938961000.0,12.68
460,A020560,아시아나항공,아시아나항공 보통주,아시아나항공(주),코스피 운송·창고,I.019,12,2020,6.93,65.78,-39.9123152727935,-1.77,478.0,-2.9954565925529906,31.316307449825505,-3.26,BBB-,A3-,C,B+,A,D,939821000.0,6.18
461,A020560,아시아나항공,아시아나항공 보통주,아시아나항공(주),코스피 운송·창고,I.019,12,2021,4.2,63.0,15.188546417569725,11.12,597.0,11.28837292700817,38.85541379862294,-1.52,BBB-,A3-,B,B+,A,C,1488235000.0,4.94
462,A020560,아시아나항공,아시아나항공 보통주,아시아나항공(주),코스피 운송·창고,I.019,12,2022,6.32,58.12,37.298513289197935,13.03,858.0,15.163525928070518,39.66991958586937,1.83,BBB-,,B+,A,A,B,1041765000.0,6.35
463,A020560,아시아나항공,아시아나항공 보통주,아시아나항공(주),코스피 운송·창고,I.019,12,2023,6.4,52.38,16.02321551442971,6.13,840.0,11.17213693033241,30.49885641983674,0.33,,,B+,A,B+,B+,830435000.0,5.44
3228,A020760,일진디스플,일진디스플레이보통주,일진디스플레이(주),코스피 전기·전자,I.013,12,2020,27.0,54.6,-34.61894666938877,-45.51,151.0,-26.962945914054124,19.108257138067966,-28.7,,,B,B,B,B,190839000.0,7.23
3229,A020760,일진디스플,일진디스플레이보통주,일진디스플레이(주),코스피 전기·전자,I.013,12,2021,13.02,58.72,49.22916864693925,-35.83,393.0,-25.256542458531634,25.45560664391647,-35.02,,,D,D,D,C,87377000.0,7.82
3230,A020760,일진디스플,일진디스플레이보통주,일진디스플레이(주),코스피 전기·전자,I.013,12,2022,27.52,55.34,20.02108746875986,-0.18,453.0,2.946213046557916,30.262191542432333,-3.39,,,C,C,D,C,62074000.0,9.0
3231,A020760,일진디스플,일진디스플레이보통주,일진디스플레이(주),코스피 전기·전자,I.013,12,2023,22.54,55.5,-81.88809300174698,-48.78,69.0,-9.726317605449783,84.89959044392434,-17.13,,,C,C,D,B,70316000.0,7.21
3112,A021050,서원,서원보통주,(주)서원,코스피 금속,I.011,12,2020,42.92,50.59,-6.473749890813885,4.0,249.00000000000003,-7.971460933445133,40.75418756953986,-4.97,,,B,B,C,B+,131505000.0,6.33
3113,A021050,서원,서원보통주,(주)서원,코스피 금속,I.011,12,2021,47.34,41.82,34.3904674605082,5.78,244.0,-7.5938243296276795,66.39937503927924,6.22,,,C,C,D,C,92338000.0,6.57
3114,A021050,서원,서원보통주,(주)서원,코스피 금속,I.011,12,2022,51.17,44.61,5.367303222107278,0.06,200.0,8.417000873213906,43.13705152061564,0.1,,,C,C,D,C,55783000.0,4.43
3115,A021050,서원,서원보통주,(주)서원,코스피 금속,I.011,12,2023,50.2,46.02,-15.416448311277742,0.19,179.0,-0.9157317438703328,40.365211471308484,-3.96,,,C,C,D,C,63996000.0,5.27
224,A021240,코웨이,코웨이보통주,코웨이(주),코스피 일반서비스,I.026,12,2020,51.12,26.24,2.431253456253857,17.57,210.0,36.360585074201126,61.56261702111663,10.38,,,A,A,A+,B+,5365232000.0,6.14
225,A021240,코웨이,코웨이보통주,코웨이(주),코스피 일반서비스,I.026,12,2021,51.19,25.63,8.566911896645468,16.05,185.0,20.31380883588788,75.8541996759986,11.65,AA-,A1,B+,A,A,B,5490692000.0,5.19
226,A021240,코웨이,코웨이보통주,코웨이(주),코스피 일반서비스,I.026,12,2022,57.4,24.1,-0.04118575158524873,18.3,155.0,30.18653732563858,157.81469950066193,11.11,AA-,A1,A,A,A+,B+,4125399000.0,7.45
227,A021240,코웨이,코웨이보통주,코웨이(주),코스피 일반서비스,I.026,12,2023,59.98,23.13,-1.9360246439185547,17.96,133.0,36.52339796797733,110.76453208207764,9.52,AA-,A1,A,B+,A+,B+,4221338000.0,5.64
2864,A021820,세원정공,세원정공보통주,(주)세원정공,코스피 운송장비·부품,I.015,6,2020,88.31,0.0,3.3048541551003785,7.4,21.0,24.215468279930928,978.8081142622362,2.58,,,C,C,B,C,80900000.0,1.22
2865,A021820,세원정공,세원정공보통주,(주)세원정공,코스피 운송장비·부품,I.015,6,2021,89.04,0.0,15.526972651138271,13.05,23.0,53.02423136731155,1164.9999493721027,4.04,,,D,D,C,D,80900000.0,1.74
2866,A021820,세원정공,세원정공보통주,(주)세원정공,코스피 운송장비·부품,I.015,6,2022,89.33,0.0,-4.735525212673808,8.53,21.0,70.30302590578049,1139.287974283887,2.7,,,C,C,C,C,80900000.0,3.65
2867,A021820,세원정공,세원정공보통주,(주)세원정공,코스피 운송장비·부품,I.015,6,2023,85.96,0.0,4.913181885130524,13.21,19.0,21.45232926640879,697.5490808965217,4.38,,,C,C,C,C,86900000.0,4.85
392,A022100,포스코DX,포스코DX보통주,(주)포스코디엑스,코스피 일반서비스,I.026,12,2020,54.34,0.16,-0.12666025036101036,2.56,256.0,20.0798598129559,163.89242386459986,1.51,,A2+,A,A,A+,A,1178269000.0,8.02
393,A022100,포스코DX,포스코DX보통주,(주)포스코디엑스,코스피 일반서비스,I.026,12,2021,56.29,0.16,-10.318153624793592,-2.58,233.0,-19.456692601743928,158.91136985252308,-2.39,,A2+,A,B+,A+,B+,997348000.0,8.43
394,A022100,포스코DX,포스코DX보통주,(주)포스코디엑스,코스피 일반서비스,I.026,12,2022,48.94,0.24,32.10701388995827,5.56,292.0,-1.5911597382063052,131.18070633652462,5.95,,A2+,A,A,A+,A,950217000.0,9.01
395,A022100,포스코DX,포스코DX보통주,(주)포스코디엑스,코스피 일반서비스,I.026,12,2023,51.98,0.22,30.361955335839184,7.52,336.0,5.032384285470981,151.14528638975065,10.4,,A2+,A,A,A+,B+,11280977000.0,14.31
2684,A023000,삼원강재,삼원강재 보통주,(주)삼원강재,코스피 운송장비·부품,I.015,12,2020,82.47,0.0,-8.668738670984045,4.06,115.99999999999999,26.015834414541427,250.0861316815923,3.2,,,C,B,D,B,105400000.0,7.62
2685,A023000,삼원강재,삼원강재 보통주,(주)삼원강재,코스피 운송장비·부품,I.015,12,2021,80.81,0.0,21.93724285111516,3.18,139.0,13.23068699629687,212.31919885208347,3.33,,,C,C,D,C,126600000.0,8.4
2686,A023000,삼원강재,삼원강재 보통주,(주)삼원강재,코스피 운송장비·부품,I.015,12,2022,78.58,0.0,21.389563948636404,4.54,162.0,9.894661892293627,210.41877997593053,4.61,,,B,B,B,B+,106800000.0,8.87
2687,A023000,삼원강재,삼원강재 보통주,(주)삼원강재,코스피 운송장비·부품,I.015,12,2023,79.84,0.0,-1.387740170087337,4.6,152.0,29.13459939127981,246.46421174562735,5.56,,,B+,B+,B+,A,122600000.0,7.25
3308,A023150,MH에탄올,MH에탄올보통주,(주)MH에탄올,코스피 음식료·담배,I.005,12,2020,59.08,34.48,9.118644146439149,16.07,88.0,19.143949113359646,70.26426941373994,1.16,,,B,B,D,B+,62053000.0,2.68
3309,A023150,MH에탄올,MH에탄올보통주,(주)MH에탄올,코스피 음식료·담배,I.005,12,2021,58.8,35.42,-10.502137722681882,8.01,79.0,4.990948922708013,43.13028340353804,5.03,,,C,C,D,B,75261000.0,3.54
3310,A023150,MH에탄올,MH에탄올보통주,(주)MH에탄올,코스피 음식료·담배,I.005,12,2022,56.71,39.08,12.00238867849861,1.14,85.0,-1.7787097850183353,30.19190378489792,5.44,,,D,D,D,C,56151000.0,7.52
3311,A023150,MH에탄올,MH에탄올보통주,(주)MH에탄올,코스피 음식료·담배,I.005,12,2023,57.15,38.17,7.237633106213548,10.26,85.0,6.263285348141593,31.246228857025706,5.44,,,D,D,D,C,50395000.0,5.37
3064,A023350,한국종합기술,한국종합기술보통주,(주)한국종합기술,코스피 일반서비스,I.026,12,2020,41.4,12.8,31.646030344713626,1.59,227.99999999999997,17.463013454222743,86.15711539421677,2.05,,,B,B,C,B+,53874000.0,3.53
3065,A023350,한국종합기술,한국종합기술보통주,(주)한국종합기술,코스피 일반서비스,I.026,12,2021,41.92,9.75,-6.9314038131924605,2.67,192.0,7.528248612061803,80.19802529536666,3.29,,,C,D,C,B,78293000.0,5.82
3066,A023350,한국종합기술,한국종합기술보통주,(주)한국종합기술,코스피 일반서비스,I.026,12,2022,44.72,8.76,5.759796372781301,1.91,195.0,-2.0217579921931463,78.46720627059385,1.13,,,C,C,C,B,73475000.0,9.05
3067,A023350,한국종합기술,한국종합기술보통주,(주)한국종합기술,코스피 일반서비스,I.026,12,2023,41.1,6.79,32.85727685766644,1.06,247.00000000000003,8.88241074950331,86.3411606982502,3.74,,,B,C,B,B+,63620000.0,6.86
2488,A023450,동남합성,주식회사동남합성,(주)동남합성,코스피 화학,I.008,12,2020,60.29,20.47,-0.8956336847218638,10.8,202.0,62.2944591547561,69.46163948267505,11.28,,,C,D,C,B,177973000.0,2.1
2489,A023450,동남합성,주식회사동남합성,(주)동남합성,코스피 화학,I.008,12,2021,51.06,25.52,28.310348611797377,9.3,336.0,28.29192164739568,73.84086870779001,13.64,,,C,D,D,B,229596000.0,3.75
2490,A023450,동남합성,주식회사동남합성,(주)동남합성,코스피 화학,I.008,12,2022,54.33,32.15,20.65224940993573,6.96,401.99999999999994,30.65136865653384,57.795107219527466,11.63,,,D,D,D,C,196384000.0,4.75
2491,A023450,동남합성,주식회사동남합성,(주)동남합성,코스피 화학,I.008,12,2023,53.11,26.96,-13.794643113942229,4.84,327.0,40.2436542848564,69.98494556981603,6.28,,,D,D,D,C,119000000.0,4.2
620,A023530,롯데쇼핑,롯데쇼핑 보통주,롯데쇼핑(주),코스피 유통,I.016,12,2020,38.51,46.1,-10.182653862618608,1.54,86.0,5.744742098115662,61.306516774509035,-3.98,AA,A1,A,A,A+,A,2899597000.0,3.51
621,A023530,롯데쇼핑,롯데쇼핑 보통주,롯데쇼핑(주),코스피 유통,I.016,12,2021,40.27,43.77,-3.443705564844468,1.02,87.0,10.016842858213067,54.3687230082159,0.78,AA,A1,A,A,A+,A,2466779000.0,0.08
622,A023530,롯데쇼핑,롯데쇼핑 보통주,롯데쇼핑(주),코스피 유통,I.016,12,2022,37.47,45.65,4.8311633447702285,3.83,93.0,9.201238609684278,39.72748630288973,-1.52,AA-,A1,A,A,A+,A,2574277000.0,3.42
