,Ticker,È¸°è³â,½Ã°¡ÃÑ¾×(¹é¸¸¿ø),WACC(½Ã°¡ÃÑ¾×Æò±Õ)(%)
35203,A115570,2023,24393,13.73
35204,A115570,2024,20001,
35205,A115570,2025,20560,
35206,A021040,2012,56136,4.87
35207,A021040,2013,41552,4.02
35208,A021040,2014,43163,3.45
35209,A021040,2015,72823,3.76
35210,A021040,2016,75652,4.85
35211,A021040,2017,76930,4.43
35212,A021040,2018,77590,6.2
35213,A021040,2019,78380,5.64
35214,A021040,2020,67102,5.23
35215,A021040,2021,65382,6.15
35216,A021040,2022,44261,7.07
35217,A021040,2023,46918,4.66
35218,A021040,2024,21771,
35219,A021040,2025,22996,
35220,A188260,2012,,
35221,A188260,2013,,
35222,A188260,2014,,
35223,A188260,2015,,
35224,A188260,2016,,
35225,A188260,2017,,0
35226,A188260,2018,,5.4
35227,A188260,2019,,N/A(IFRS)
35228,A188260,2020,,9.1
35229,A188260,2021,,13.22
35230,A188260,2022,,14.64
35231,A188260,2023,28022,15.96
35232,A188260,2024,18469,
35233,A188260,2025,20276,
35234,A054180,2012,24265,8.67
35235,A054180,2013,26232,5.88
35236,A054180,2014,19630,4.3
35237,A054180,2015,44813,5.11
35238,A054180,2016,69187,3.9
35239,A054180,2017,50059,6.63
35240,A054180,2018,109265,5.52
35241,A054180,2019,74973,5.32
35242,A054180,2020,77237,7.28
35243,A054180,2021,92626,7.88
35244,A054180,2022,84990,9.37
35245,A054180,2023,35792,11.52
35246,A054180,2024,18841,
35247,A054180,2025,19975,
35248,A084670,2012,55294,4.51
35249,A084670,2013,61394,5.53
35250,A084670,2014,91229,2.84
35251,A084670,2015,94676,3.76
35252,A084670,2016,102116,3.5
35253,A084670,2017,91222,2.36
35254,A084670,2018,83392,2.64
35255,A084670,2019,78904,2.79
35256,A084670,2020,72389,2.96
35257,A084670,2021,49949,3.32
35258,A084670,2022,40104,5.31
35259,A084670,2023,37729,6.36
35260,A084670,2024,21282,
35261,A084670,2025,21196,
35262,A048830,2012,16812,11.98
35263,A048830,2013,26718,11.1
35264,A048830,2014,28691,6.87
35265,A048830,2015,66687,3.01
35266,A048830,2016,39935,7.49
35267,A048830,2017,37635,5.2
35268,A048830,2018,35107,6.08
35269,A048830,2019,34265,5.41
35270,A048830,2020,36886,5.32
35271,A048830,2021,41193,7.37
35272,A048830,2022,33235,8.19
35273,A048830,2023,35145,4.96
35274,A048830,2024,20241,
35275,A048830,2025,20578,
35276,A039740,2012,23494,10.81
35277,A039740,2013,26862,8.43
35278,A039740,2014,33717,5.38
35279,A039740,2015,66553,6.42
35280,A039740,2016,43700,8.8
35281,A039740,2017,32033,4.45
35282,A039740,2018,25980,5.33
35283,A039740,2019,24416,5.29
35284,A039740,2020,29668,4.95
35285,A039740,2021,53964,8.97
35286,A039740,2022,27463,9.59
35287,A039740,2023,29307,6.67
35288,A039740,2024,19164,
35289,A039740,2025,20487,
35290,A079190,2012,57093,4.11
35291,A079190,2013,61710,7.06
35292,A079190,2014,43066,5.47
35293,A079190,2015,76635,2.87
35294,A079190,2016,80545,7.22
35295,A079190,2017,92485,6.14
35296,A079190,2018,88360,6.54
35297,A079190,2019,88360,3.63
35298,A079190,2020,88360,1.43
35299,A079190,2021,47517,4.57
35300,A079190,2022,37346,8.31
35301,A079190,2023,35287,5.19
35302,A079190,2024,20750,
35303,A079190,2025,20175,
35304,A051780,2012,43926,7.5
35305,A051780,2013,20746,7.02
35306,A051780,2014,15450,9.04
35307,A051780,2015,99176,6.52
35308,A051780,2016,154396,8.48
35309,A051780,2017,64407,10.66
35310,A051780,2018,35935,6.47
35311,A051780,2019,64725,8.73
35312,A051780,2020,69299,6.96
35313,A051780,2021,63331,5.2
35314,A051780,2022,51138,8.18
35315,A051780,2023,48566,5.95
35316,A051780,2024,14570,
35317,A051780,2025,20012,
35318,A476710,2012,,
35319,A476710,2013,,
35320,A476710,2014,,
35321,A476710,2015,,
35322,A476710,2016,,
35323,A476710,2017,,
35324,A476710,2018,,
35325,A476710,2019,,
35326,A476710,2020,,
35327,A476710,2021,,
35328,A476710,2022,,0
35329,A476710,2023,,0.6
35330,A476710,2024,19620,
35331,A476710,2025,20400,
35332,A044480,2012,15695,3.49
35333,A044480,2013,15824,7.17
35334,A044480,2014,18146,2.89
35335,A044480,2015,28165,9.38
35336,A044480,2016,60458,10.36
35337,A044480,2017,64070,6.78
35338,A044480,2018,91801,7.5
35339,A044480,2019,76579,7.53
35340,A044480,2020,59310,10.22
35341,A044480,2021,131317,8.33
35342,A044480,2022,48354,9.91
35343,A044480,2023,38524,10.28
35344,A044480,2024,19275,
35345,A044480,2025,20291,
35346,A308100,2012,,
35347,A308100,2013,,
35348,A308100,2014,,
35349,A308100,2015,,
35350,A308100,2016,,0
35351,A308100,2017,,
35352,A308100,2018,,
35353,A308100,2019,62009,4.05
35354,A308100,2020,71574,7.99
35355,A308100,2021,70255,8.32
35356,A308100,2022,36635,8.4
35357,A308100,2023,32329,6.67
35358,A308100,2024,19808,
35359,A308100,2025,19808,
35360,A063760,2012,,
35361,A063760,2013,,
35362,A063760,2014,,4.73
35363,A063760,2015,16205,N/A(IFRS)
35364,A063760,2016,88341,1.86
35365,A063760,2017,144712,9.03
35366,A063760,2018,62545,6.48
35367,A063760,2019,58680,9.28
35368,A063760,2020,51560,6.7
35369,A063760,2021,70591,6.89
35370,A063760,2022,31892,6.92
35371,A063760,2023,32871,7.49
35372,A063760,2024,19210,
35373,A063760,2025,20469,
35374,A224060,2012,,4.06
35375,A224060,2013,,3.85
35376,A224060,2014,,3.63
35377,A224060,2015,30083,2.12
35378,A224060,2016,142118,8.31
35379,A224060,2017,107572,8.67
35380,A224060,2018,105182,8.44
35381,A224060,2019,76283,7.41
35382,A224060,2020,119771,5.09
35383,A224060,2021,57763,7.86
35384,A224060,2022,28747,7.19
35385,A224060,2023,29677,6.46
35386,A224060,2024,20643,
35387,A224060,2025,20256,
35388,A352770,2012,,
35389,A352770,2013,,
35390,A352770,2014,,
35391,A352770,2015,,
35392,A352770,2016,,
35393,A352770,2017,,
35394,A352770,2018,,0
35395,A352770,2019,,15.55
35396,A352770,2020,231018,1.37
35397,A352770,2021,174438,8.76
35398,A352770,2022,90165,10.61
35399,A352770,2023,82016,10.35
35400,A352770,2024,20221,
35401,A352770,2025,19365,
35402,A066430,2012,20818,7.08
35403,A066430,2013,7453,4.39
35404,A066430,2014,9327,3.29
35405,A066430,2015,118800,5.96
35406,A066430,2016,48167,4.51
35407,A066430,2017,31222,4.54
35408,A066430,2018,94243,8.34
35409,A066430,2019,115975,7.1
35410,A066430,2020,27193,9
35411,A066430,2021,36103,6.17
35412,A066430,2022,42054,7.58
35413,A066430,2023,27721,6.69
35414,A066430,2024,21143,
35415,A066430,2025,20516,
35416,A134060,2012,16239,5.66
35417,A134060,2013,13974,6.48
35418,A134060,2014,13354,2.94
35419,A134060,2015,29331,9.22
35420,A134060,2016,36246,4.53
35421,A134060,2017,28997,6.43
35422,A134060,2018,18028,5
35423,A134060,2019,30237,3.53
35424,A134060,2020,43686,5.61
35425,A134060,2021,39728,4.86
35426,A134060,2022,26946,8.65
35427,A134060,2023,25325,5.8
35428,A134060,2024,19125,
35429,A134060,2025,19769,
35430,A275630,2012,,
35431,A275630,2013,,
35432,A275630,2014,,
35433,A275630,2015,,
35434,A275630,2016,,0
35435,A275630,2017,,5.77
35436,A275630,2018,50963,9.54
35437,A275630,2019,35405,11.09
35438,A275630,2020,37003,7.95
35439,A275630,2021,39418,6.68
35440,A275630,2022,35867,5.46
35441,A275630,2023,29518,4.83
35442,A275630,2024,19589,
35443,A275630,2025,19679,
35444,A089230,2012,37657,7.87
35445,A089230,2013,41638,7.61
35446,A089230,2014,21496,7.22
35447,A089230,2015,91594,11.72
35448,A089230,2016,123094,7.33
35449,A089230,2017,77531,5.47
35450,A089230,2018,77347,7.15
35451,A089230,2019,104434,7.51
35452,A089230,2020,179108,8.38
35453,A089230,2021,111875,8.66
35454,A089230,2022,57211,9.02
35455,A089230,2023,37318,8.59
35456,A089230,2024,18994,
35457,A089230,2025,19520,
35458,A154040,2012,,6.38
35459,A154040,2013,121066,3.49
35460,A154040,2014,82148,8.68
35461,A154040,2015,88874,7.92
35462,A154040,2016,72775,8.93
35463,A154040,2017,60646,5.36
35464,A154040,2018,41155,6.51
35465,A154040,2019,38940,8.76
35466,A154040,2020,51142,8.38
35467,A154040,2021,41476,3.2
35468,A154040,2022,33734,9.4
35469,A154040,2023,33441,7.38
35470,A154040,2024,20122,
35471,A154040,2025,19925,
35472,A449020,2012,,
35473,A449020,2013,,
35474,A449020,2014,,
35475,A449020,2015,,
35476,A449020,2016,,
35477,A449020,2017,,
35478,A449020,2018,,
35479,A449020,2019,,
35480,A449020,2020,,
35481,A449020,2021,,
35482,A449020,2022,,
35483,A449020,2023,19304,
35484,A449020,2024,19509,
35485,A449020,2025,19557,
35486,A060480,2012,,N/A(IFRS)
35487,A060480,2013,,2.2
35488,A060480,2014,25895,2.4
35489,A060480,2015,24953,5.44
35490,A060480,2016,46301,3.4
35491,A060480,2017,33048,4.12
35492,A060480,2018,49240,7.47
35493,A060480,2019,65653,7.5
35494,A060480,2020,43584,10.01
35495,A060480,2021,41532,7.86
35496,A060480,2022,28002,9.31
35497,A060480,2023,28280,5.06
35498,A060480,2024,19186,
35499,A060480,2025,19507,
35500,A457390,2012,,
35501,A457390,2013,,
35502,A457390,2014,,
35503,A457390,2015,,
35504,A457390,2016,,
35505,A457390,2017,,
35506,A457390,2018,,
35507,A457390,2019,,
35508,A457390,2020,,
35509,A457390,2021,,
35510,A457390,2022,,
35511,A457390,2023,14703,
35512,A457390,2024,15266,
35513,A457390,2025,19698,
35514,A331660,2012,,
35515,A331660,2013,,
35516,A331660,2014,,
35517,A331660,2015,,
35518,A331660,2016,,
35519,A331660,2017,,
35520,A331660,2018,,0
35521,A331660,2019,19855,N/A(IFRS)
35522,A331660,2020,20185,2.23
35523,A331660,2021,16665,4.21
35524,A331660,2022,17050,5.16
35525,A331660,2023,14850,4.66
35526,A331660,2024,19360,
35527,A331660,2025,19360,
35528,A123750,2012,44917,5.01
35529,A123750,2013,54856,5.76
35530,A123750,2014,115332,9.66
35531,A123750,2015,69338,7.76
35532,A123750,2016,66153,7.19
35533,A123750,2017,42509,5.16
35534,A123750,2018,49201,5.46
35535,A123750,2019,15869,5.22
35536,A123750,2020,51368,3.86
35537,A123750,2021,53598,7.52
35538,A123750,2022,49774,9.9
35539,A123750,2023,43019,7.41
35540,A123750,2024,18406,
35541,A123750,2025,19323,
35542,A084440,2012,,4.93
35543,A084440,2013,,4.64
35544,A084440,2014,13607,6.12
35545,A084440,2015,11689,4
35546,A084440,2016,5395,3.33
35547,A084440,2017,8122,8.95
35548,A084440,2018,5680,5.45
35549,A084440,2019,3597,4.28
35550,A084440,2020,11074,N/A(IFRS)
35551,A084440,2021,29611,2.49
35552,A084440,2022,37833,4.17
35553,A084440,2023,32999,8.29
35554,A084440,2024,21783,6.73
35555,A084440,2025,19555,
35556,A067770,2012,17045,5.78
35557,A067770,2013,18556,6.44
35558,A067770,2014,17885,3.75
35559,A067770,2015,25358,7.96
35560,A067770,2016,29262,4.34
35561,A067770,2017,23091,3.7
35562,A067770,2018,22545,4.82
35563,A067770,2019,25736,5.12
35564,A067770,2020,51219,5.28
35565,A067770,2021,42991,9.45
35566,A067770,2022,25694,8.73
35567,A067770,2023,24182,6.55
35568,A067770,2024,19480,
35569,A067770,2025,18179,
35570,A054410,2012,12827,9.81
35571,A054410,2013,13308,5.2
35572,A054410,2014,13030,4.62
35573,A054410,2015,56166,7.52
35574,A054410,2016,46501,6.2
35575,A054410,2017,31473,4.58
35576,A054410,2018,23150,3.95
35577,A054410,2019,23251,3.89
35578,A054410,2020,30158,4.86
35579,A054410,2021,32030,4.72
35580,A054410,2022,25604,7.51
35581,A054410,2023,28919,5.32
35582,A054410,2024,18725,
35583,A054410,2025,19556,
35584,A035290,2012,34100,10.66
35585,A035290,2013,12537,7.91
35586,A035290,2014,38850,5.54
35587,A035290,2015,117830,4.97
35588,A035290,2016,74777,3.55
35589,A035290,2017,103995,6.14
35590,A035290,2018,72153,7.6
35591,A035290,2019,30199,7.49
35592,A035290,2020,30199,4.23
35593,A035290,2021,47272,2.7
35594,A035290,2022,239001,5.07
35595,A035290,2023,29821,6.86
35596,A035290,2024,19261,
35597,A035290,2025,19214,
35598,A043090,2012,18201,7.66
35599,A043090,2013,19389,7.63
35600,A043090,2014,95891,5.57
35601,A043090,2015,100364,11.2
35602,A043090,2016,76074,8.24
35603,A043090,2017,140638,7.27
35604,A043090,2018,120458,6.5
35605,A043090,2019,87892,8.37
35606,A043090,2020,46930,8.38
35607,A043090,2021,60120,5.04
35608,A043090,2022,95544,9.25
35609,A043090,2023,37841,18.23
35610,A043090,2024,19596,
35611,A043090,2025,19074,
35612,A900120,2012,160400,
35613,A900120,2013,175200,
35614,A900120,2014,365139,
35615,A900120,2015,419558,
35616,A900120,2016,331223,
35617,A900120,2017,147942,
35618,A900120,2018,54650,
35619,A900120,2019,46811,
35620,A900120,2020,25724,
35621,A900120,2021,37709,
35622,A900120,2022,31491,
35623,A900120,2023,26536,
35624,A900120,2024,28823,
35625,A900120,2025,18936,
35626,A215790,2012,,
35627,A215790,2013,,
35628,A215790,2014,,0
35629,A215790,2015,14070,2.39
35630,A215790,2016,13860,2.64
35631,A215790,2017,197334,5.11
35632,A215790,2018,96142,5.29
35633,A215790,2019,43203,7.07
35634,A215790,2020,92248,6.77
35635,A215790,2021,74725,8.65
35636,A215790,2022,50555,8.18
35637,A215790,2023,45601,6.34
35638,A215790,2024,18933,
35639,A215790,2025,18530,
35640,A016670,2012,44741,7.67
35641,A016670,2013,50569,9.06
35642,A016670,2014,66526,11.53
35643,A016670,2015,120729,6.58
35644,A016670,2016,114423,8.56
35645,A016670,2017,67732,9.64
35646,A016670,2018,57712,5.87
35647,A016670,2019,61520,8.46
35648,A016670,2020,84222,6.43
35649,A016670,2021,97551,2.06
35650,A016670,2022,42882,5.83
35651,A016670,2023,35854,8.05
35652,A016670,2024,17865,
35653,A016670,2025,18285,
35654,A336040,2012,,
35655,A336040,2013,,
35656,A336040,2014,,0
35657,A336040,2015,,6.97
35658,A336040,2016,,
35659,A336040,2017,,0
35660,A336040,2018,,6.55
35661,A336040,2019,45718,1.66
35662,A336040,2020,54451,1.55
35663,A336040,2021,84900,2.19
35664,A336040,2022,57811,3.79
35665,A336040,2023,41158,3.34
35666,A336040,2024,16829,
35667,A336040,2025,19103,
35668,A069330,2012,109249,11.27
35669,A069330,2013,136115,12.98
35670,A069330,2014,55159,9.6
35671,A069330,2015,37625,6.25
35672,A069330,2016,96529,7.44
35673,A069330,2017,39230,8.21
35674,A069330,2018,18426,5.07
35675,A069330,2019,21755,5
35676,A069330,2020,12542,3.51
35677,A069330,2021,36122,4.92
35678,A069330,2022,24409,7.68
35679,A069330,2023,22848,5.78
35680,A069330,2024,18150,
35681,A069330,2025,18363,
35682,A049470,2012,41476,6.81
35683,A049470,2013,32596,6.23
35684,A049470,2014,42315,5.5
35685,A049470,2015,98886,15.45
35686,A049470,2016,102995,7.13
35687,A049470,2017,80942,5.88
35688,A049470,2018,52135,4.17
35689,A049470,2019,33515,5.01
35690,A049470,2020,40563,8.83
35691,A049470,2021,54712,8.71
35692,A049470,2022,45383,7.07
35693,A049470,2023,35494,5.24
35694,A049470,2024,17011,
35695,A049470,2025,18777,
35696,A053060,2012,20815,4.86
35697,A053060,2013,18336,4.67
35698,A053060,2014,15220,4.43
35699,A053060,2015,19867,3.89
35700,A053060,2016,29429,4.22
35701,A053060,2017,19570,4.02
35702,A053060,2018,12119,4.52
35703,A053060,2019,17086,6.07
35704,A053060,2020,22263,3.58
35705,A053060,2021,23919,4.7
35706,A053060,2022,24530,6.71
35707,A053060,2023,33178,5.85
35708,A053060,2024,17516,
35709,A053060,2025,18364,
35710,A096870,2012,20959,11.69
35711,A096870,2013,18048,10.97
35712,A096870,2014,11954,8.96
35713,A096870,2015,20970,5.61
35714,A096870,2016,22406,8.58
35715,A096870,2017,22773,6.8
35716,A096870,2018,17631,4.08
35717,A096870,2019,18800,5.73
35718,A096870,2020,21805,6.83
35719,A096870,2021,33526,7.96
35720,A096870,2022,23107,9.98
35721,A096870,2023,19968,6.53
35722,A096870,2024,16562,
35723,A096870,2025,17497,
35724,A439410,2012,,
35725,A439410,2013,,
35726,A439410,2014,,
35727,A439410,2015,,
35728,A439410,2016,,
35729,A439410,2017,,
35730,A439410,2018,,
35731,A439410,2019,,
35732,A439410,2020,,
35733,A439410,2021,,
35734,A439410,2022,17556,
35735,A439410,2023,17600,
35736,A439410,2024,18216,
35737,A439410,2025,18348,
35738,A030350,2012,192881,8.93
35739,A030350,2013,77152,6.77
35740,A030350,2014,105451,12.55
35741,A030350,2015,77856,7.84
35742,A030350,2016,107763,12.7
35743,A030350,2017,64807,6.28
35744,A030350,2018,55790,7.47
35745,A030350,2019,46905,10.93
35746,A030350,2020,43624,7.8
35747,A030350,2021,121565,8.72
35748,A030350,2022,42770,11.48
35749,A030350,2023,43993,6.69
35750,A030350,2024,19845,
35751,A030350,2025,18471,
35752,A424760,2012,,
35753,A424760,2013,,
35754,A424760,2014,,
35755,A424760,2015,,
35756,A424760,2016,,
35757,A424760,2017,,
35758,A424760,2018,,
35759,A424760,2019,,0
35760,A424760,2020,,3.17
35761,A424760,2021,,3.91
35762,A424760,2022,9031,3.86
35763,A424760,2023,28819,5.68
35764,A424760,2024,15771,
35765,A424760,2025,17895,
35766,A065150,2012,105947,5.81
35767,A065150,2013,101722,4.33
35768,A065150,2014,281653,7.3
35769,A065150,2015,268284,6.57
35770,A065150,2016,150708,7.13
35771,A065150,2017,106263,6.91
35772,A065150,2018,106263,1.88
35773,A065150,2019,106263,2.73
35774,A065150,2020,136880,1.86
35775,A065150,2021,97595,5.32
35776,A065150,2022,53245,6.4
35777,A065150,2023,33952,14.02
35778,A065150,2024,18166,
35779,A065150,2025,18166,
35780,A042940,2012,15785,5.94
35781,A042940,2013,12604,9.7
35782,A042940,2014,10052,5.61
35783,A042940,2015,16776,7.77
35784,A042940,2016,28067,9.92
35785,A042940,2017,41496,4.97
35786,A042940,2018,76260,8.64
35787,A042940,2019,71326,8.6
35788,A042940,2020,69707,9
35789,A042940,2021,93056,7.77
35790,A042940,2022,47211,8.59
35791,A042940,2023,41971,
35792,A042940,2024,18934,
35793,A042940,2025,17739,
35794,A008290,2012,23564,4.31
35795,A008290,2013,35800,4.64
35796,A008290,2014,63890,5.32
35797,A008290,2015,222860,13.4
35798,A008290,2016,144262,11.92
35799,A008290,2017,127269,7.19
35800,A008290,2018,117863,9.3
35801,A008290,2019,137748,6.54
35802,A008290,2020,101734,7.31
35803,A008290,2021,53919,5.48
35804,A008290,2022,39188,8.62
35805,A008290,2023,29381,6.25
35806,A008290,2024,18434,
35807,A008290,2025,23399,
35808,,2012,,
35809,,2013,,
35810,,2014,,
35811,,2015,,
35812,,2016,,
35813,,2017,,
35814,,2018,,
35815,,2019,,
35816,,2020,,
35817,,2021,,
35818,,2022,,
35819,,2023,,
35820,,2024,,
35821,,2025,,
35822,A344860,2012,,
35823,A344860,2013,,
35824,A344860,2014,,
35825,A344860,2015,,
35826,A344860,2016,,
35827,A344860,2017,,
35828,A344860,2018,,
35829,A344860,2019,,0
35830,A344860,2020,1907,1.39
35831,A344860,2021,37200,2.01
35832,A344860,2022,36456,3.74
35833,A344860,2023,32962,6.19
35834,A344860,2024,17816,
35835,A344860,2025,17949,
35836,A001770,2012,15125,3.77
35837,A001770,2013,12756,4.3
35838,A001770,2014,14700,3.56
35839,A001770,2015,25512,4.58
35840,A001770,2016,31769,5.62
35841,A001770,2017,20896,4.07
35842,A001770,2018,24723,3.58
35843,A001770,2019,26059,6
35844,A001770,2020,24784,1.91
35845,A001770,2021,36386,5.33
35846,A001770,2022,38755,9.24
35847,A001770,2023,25695,5.38
35848,A001770,2024,16571,
35849,A001770,2025,17859,
35850,A027040,2012,30937,5.17
35851,A027040,2013,57333,7.33
35852,A027040,2014,28455,5.67
35853,A027040,2015,59755,5.71
35854,A027040,2016,76282,6.77
35855,A027040,2017,77070,8.68
35856,A027040,2018,75450,5.5
35857,A027040,2019,70285,1.54
35858,A027040,2020,59846,5.95
35859,A027040,2021,53235,5.8
35860,A027040,2022,41684,6.96
35861,A027040,2023,29714,6.29
35862,A027040,2024,15866,
35863,A027040,2025,17188,
35864,A191410,2012,,3.79
35865,A191410,2013,,N/A(IFRS)
35866,A191410,2014,,1.14
35867,A191410,2015,47984,1.67
35868,A191410,2016,72445,6.61
35869,A191410,2017,47729,4.48
35870,A191410,2018,30851,4.43
35871,A191410,2019,21956,4.73
35872,A191410,2020,28089,6.24
35873,A191410,2021,35934,6.43
35874,A191410,2022,28357,8.9
35875,A191410,2023,28700,8.96
35876,A191410,2024,16302,
35877,A191410,2025,17501,
35878,A043360,2012,21600,13.78
35879,A043360,2013,25650,6.79
35880,A043360,2014,22815,9.01
35881,A043360,2015,30825,5.92
35882,A043360,2016,43785,8.29
35883,A043360,2017,28935,6.62
35884,A043360,2018,23040,4.66
35885,A043360,2019,25065,6.05
35886,A043360,2020,22320,6.62
35887,A043360,2021,27990,8.83
35888,A043360,2022,27135,8.23
35889,A043360,2023,26865,5.61
35890,A043360,2024,17811,
35891,A043360,2025,17235,
35892,A025620,2012,30913,7.89
35893,A025620,2013,13798,5.98
35894,A025620,2014,156600,7.74
35895,A025620,2015,50246,9.03
35896,A025620,2016,339272,4.37
35897,A025620,2017,395898,7.25
35898,A025620,2018,289094,12.3
35899,A025620,2019,121268,11.76
35900,A025620,2020,88952,9.08
35901,A025620,2021,76655,8.44
35902,A025620,2022,23210,12.89
35903,A025620,2023,24263,6.74
35904,A025620,2024,17222,
35905,A025620,2025,17805,
35906,A466910,2012,,
35907,A466910,2013,,
35908,A466910,2014,,
35909,A466910,2015,,
35910,A466910,2016,,
35911,A466910,2017,,
35912,A466910,2018,,
35913,A466910,2019,,
35914,A466910,2020,,
35915,A466910,2021,,
35916,A466910,2022,,
35917,A466910,2023,17336,
35918,A466910,2024,17700,
35919,A466910,2025,17736,
35920,A204210,2012,,
35921,A204210,2013,,
35922,A204210,2014,,0
35923,A204210,2015,,1.93
35924,A204210,2016,36903,2.83
35925,A204210,2017,30446,2.26
35926,A204210,2018,24420,3.08
35927,A204210,2019,24498,2.61
35928,A204210,2020,22972,2.55
35929,A204210,2021,37177,2.89
35930,A204210,2022,29077,4.09
35931,A204210,2023,91417,4.59
35932,A204210,2024,19763,
35933,A204210,2025,17376,
35934,A069140,2012,29653,7.02
35935,A069140,2013,47433,4.86
35936,A069140,2014,19023,4.71
35937,A069140,2015,22315,5.61
35938,A069140,2016,26741,4.62
35939,A069140,2017,21809,1.53
35940,A069140,2018,30789,5.7
35941,A069140,2019,26197,7.37
35942,A069140,2020,44548,6.97
35943,A069140,2021,49932,6.87
35944,A069140,2022,34839,9.06
35945,A069140,2023,25079,7.26
35946,A069140,2024,17492,
35947,A069140,2025,17466,
35948,A196700,2012,,4.6
35949,A196700,2013,,N/A(IFRS)
35950,A196700,2014,,4.98
35951,A196700,2015,39863,7.02
35952,A196700,2016,55273,5.53
35953,A196700,2017,31096,5.27
35954,A196700,2018,27534,4.2
35955,A196700,2019,25959,2.09
35956,A196700,2020,24726,5.67
35957,A196700,2021,68086,8.85
35958,A196700,2022,48838,10.17
35959,A196700,2023,27378,5.56
35960,A196700,2024,16662,
35961,A196700,2025,17180,
35962,A032980,2012,25694,9.51
35963,A032980,2013,15320,7.38
35964,A032980,2014,48496,4.16
35965,A032980,2015,35418,12.56
35966,A032980,2016,43381,10.04
35967,A032980,2017,58867,7.47
35968,A032980,2018,76902,10.28
35969,A032980,2019,68467,10.63
35970,A032980,2020,87586,6.46
35971,A032980,2021,73256,7.67
35972,A032980,2022,46078,7.31
35973,A032980,2023,49748,7.09
35974,A032980,2024,25523,
35975,A032980,2025,17911,
35976,A050090,2012,67327,6.71
35977,A050090,2013,83073,6.08
35978,A050090,2014,70857,6.08
35979,A050090,2015,82530,6.5
35980,A050090,2016,105898,7.63
35981,A050090,2017,59459,6.46
35982,A050090,2018,43488,6.06
35983,A050090,2019,45079,6.07
35984,A050090,2020,90614,6.72
35985,A050090,2021,67664,8.93
35986,A050090,2022,32210,8.84
35987,A050090,2023,21763,5.04
35988,A050090,2024,13711,
35989,A050090,2025,15590,
35990,A121890,2012,20672,5.83
35991,A121890,2013,14497,7.83
35992,A121890,2014,15105,4.52
35993,A121890,2015,29260,3.53
35994,A121890,2016,29070,3.89
35995,A121890,2017,23902,2.89
35996,A121890,2018,16167,4.59
35997,A121890,2019,21262,3.45
35998,A121890,2020,7101,3.39
35999,A121890,2021,7101,2.03
36000,A121890,2022,9375,3.8
36001,A121890,2023,24028,0.63
36002,A121890,2024,17305,
36003,A121890,2025,18103,
36004,A225430,2012,,0
36005,A225430,2013,,
36006,A225430,2014,,0
36007,A225430,2015,8888,1.96
36008,A225430,2016,9068,2.31
36009,A225430,2017,9495,2.61
36010,A225430,2018,58766,5.92
36011,A225430,2019,59563,8.68
36012,A225430,2020,81291,6.33
36013,A225430,2021,62049,7.13
36014,A225430,2022,44340,8.39
36015,A225430,2023,27274,6.56
36016,A225430,2024,19103,
36017,A225430,2025,16258,
36018,A019570,2012,10107,
36019,A019570,2013,7178,
36020,A019570,2014,10180,
36021,A019570,2015,43700,
36022,A019570,2016,37600,
36023,A019570,2017,27480,
36024,A019570,2018,37534,
36025,A019570,2019,31902,
36026,A019570,2020,87275,
36027,A019570,2021,68273,
36028,A019570,2022,46450,
36029,A019570,2023,34473,
36030,A019570,2024,17503,
36031,A019570,2025,17438,
36032,A179530,2012,,
36033,A179530,2013,,0
36034,A179530,2014,,3.86
36035,A179530,2015,,
36036,A179530,2016,,
36037,A179530,2017,,0
36038,A179530,2018,,3.98
36039,A179530,2019,25427,N/A(IFRS)
36040,A179530,2020,39817,2.34
36041,A179530,2021,70007,1.92
36042,A179530,2022,30712,6.68
36043,A179530,2023,29935,4.32
36044,A179530,2024,19012,
36045,A179530,2025,16937,
36046,A289170,2012,,
36047,A289170,2013,,
36048,A289170,2014,,
36049,A289170,2015,,
36050,A289170,2016,,
36051,A289170,2017,,
36052,A289170,2018,,
36053,A289170,2019,,
36054,A289170,2020,,
36055,A289170,2021,,0
36056,A289170,2022,,3.44
36057,A289170,2023,10921,3.5
36058,A289170,2024,18062,
36059,A289170,2025,16453,
36060,A149010,2012,,6.07
36061,A149010,2013,,5.56
36062,A149010,2014,12480,N/A(IFRS)
36063,A149010,2015,10592,2.46
36064,A149010,2016,7535,2.61
36065,A149010,2017,24118,5.23
36066,A149010,2018,17316,2.02
36067,A149010,2019,13369,1.76
36068,A149010,2020,15569,1.53
36069,A149010,2021,22994,2.08
36070,A149010,2022,24274,3.71
36071,A149010,2023,27674,3.19
36072,A149010,2024,16224,
36073,A149010,2025,14664,
36074,A456700,2012,,3.05
36075,A456700,2013,,2.89
36076,A456700,2014,,2.6
36077,A456700,2015,,2.79
36078,A456700,2016,,0.53
36079,A456700,2017,,N/A(IFRS)
36080,A456700,2018,,
36081,A456700,2019,,12.48
36082,A456700,2020,,4.29
36083,A456700,2021,,7.63
36084,A456700,2022,,5.5
36085,A456700,2023,22500,3.27
36086,A456700,2024,16920,
36087,A456700,2025,16686,
36088,A065170,2012,41143,10.23
36089,A065170,2013,37097,11.48
36090,A065170,2014,39290,7.51
36091,A065170,2015,157821,8.09
36092,A065170,2016,74517,9.64
36093,A065170,2017,64383,8.31
36094,A065170,2018,95152,8.84
36095,A065170,2019,87907,9.17
