,Ticker,È¸°è³â,½Ã°¡ÃÑ¾×(¹é¸¸¿ø),WACC(½Ã°¡ÃÑ¾×Æò±Õ)(%)
7856,A237880,2018,245186,8.08
7857,A237880,2019,372445,7.12
7858,A237880,2020,305272,8.15
7859,A237880,2021,318531,6.8
7860,A237880,2022,292756,9.54
7861,A237880,2023,556598,5.08
7862,A237880,2024,310827,
7863,A237880,2025,324923,
7864,A199800,2012,,
7865,A199800,2013,,
7866,A199800,2014,18966,N/A(IFRS)
7867,A199800,2015,91034,1.9
7868,A199800,2016,161233,1.8
7869,A199800,2017,336745,2.35
7870,A199800,2018,643680,1.88
7871,A199800,2019,349271,1.48
7872,A199800,2020,746206,1.34
7873,A199800,2021,711430,7.15
7874,A199800,2022,432892,10.4
7875,A199800,2023,555933,6.1
7876,A199800,2024,326894,
7877,A199800,2025,329141,
7878,A001340,2012,133272,3.82
7879,A001340,2013,88328,4.26
7880,A001340,2014,74439,1.83
7881,A001340,2015,87815,2.56
7882,A001340,2016,89163,4.6
7883,A001340,2017,118809,5.32
7884,A001340,2018,111847,6.44
7885,A001340,2019,110499,5.54
7886,A001340,2020,148905,5.03
7887,A001340,2021,231779,7.07
7888,A001340,2022,193598,8.49
7889,A001340,2023,349914,5.04
7890,A001340,2024,320268,
7891,A001340,2025,323413,
7892,A025950,2012,29652,5.49
7893,A025950,2013,35448,6.61
7894,A025950,2014,41748,7.95
7895,A025950,2015,41496,3.21
7896,A025950,2016,68796,4.14
7897,A025950,2017,63252,7.06
7898,A025950,2018,48384,6.2
7899,A025950,2019,52248,5.47
7900,A025950,2020,269640,5.17
7901,A025950,2021,320460,9.03
7902,A025950,2022,105420,11.26
7903,A025950,2023,145068,6.52
7904,A025950,2024,376740,
7905,A025950,2025,327180,
7906,A059090,2012,59421,5.24
7907,A059090,2013,49378,9.95
7908,A059090,2014,35629,7.58
7909,A059090,2015,65876,5.51
7910,A059090,2016,86072,7.96
7911,A059090,2017,125580,7.49
7912,A059090,2018,146562,7.32
7913,A059090,2019,180697,8.44
7914,A059090,2020,472881,5.52
7915,A059090,2021,482872,7.57
7916,A059090,2022,244945,9.12
7917,A059090,2023,303424,9.77
7918,A059090,2024,268003,
7919,A059090,2025,307769,
7920,A038500,2012,317602,6.78
7921,A038500,2013,212033,7.86
7922,A038500,2014,324755,5.73
7923,A038500,2015,450900,11.43
7924,A038500,2016,334954,10.09
7925,A038500,2017,331197,4.7
7926,A038500,2018,461636,5.9
7927,A038500,2019,406884,5.86
7928,A038500,2020,428355,5.65
7929,A038500,2021,510444,6.09
7930,A038500,2022,362059,6.75
7931,A038500,2023,337778,4.8
7932,A038500,2024,317814,
7933,A038500,2025,333461,
7934,,2012,,
7935,A437730,2013,,2.63
7936,A437730,2014,,2.34
7937,A437730,2015,,2.03
7938,A437730,2016,,2.66
7939,A437730,2017,,2.61
7940,A437730,2018,,2.32
7941,A437730,2019,,1.68
7942,A437730,2020,,N/A(IFRS)
7943,A437730,2021,,1.73
7944,A437730,2022,,1.63
7945,A437730,2023,,3.16
7946,A437730,2024,292344,
7947,A437730,2025,345612,
7948,A051360,2012,68374,6.31
7949,A051360,2013,116351,8.29
7950,A051360,2014,274160,9.97
7951,A051360,2015,141426,7.39
7952,A051360,2016,141593,4.65
7953,A051360,2017,131396,5.43
7954,A051360,2018,111837,5.2
7955,A051360,2019,157475,5.15
7956,A051360,2020,128554,5.67
7957,A051360,2021,143265,4.97
7958,A051360,2022,155634,5.28
7959,A051360,2023,266942,5.61
7960,A051360,2024,322533,
7961,A051360,2025,321886,
7962,A119610,2012,154080,5.73
7963,A119610,2013,191530,6.56
7964,A119610,2014,202765,5.43
7965,A119610,2015,409488,5.11
7966,A119610,2016,409488,5.27
7967,A119610,2017,426835,5.33
7968,A119610,2018,279709,5.29
7969,A119610,2019,309439,6.11
7970,A119610,2020,256456,4.76
7971,A119610,2021,362131,5.58
7972,A119610,2022,372705,6.82
7973,A119610,2023,417641,5.19
7974,A119610,2024,329090,
7975,A119610,2025,329090,
7976,A249420,2012,,
7977,A249420,2013,,
7978,A249420,2014,,
7979,A249420,2015,,
7980,A249420,2016,372957,7.1
7981,A249420,2017,505239,4.94
7982,A249420,2018,463611,7.33
7983,A249420,2019,379730,5.35
7984,A249420,2020,449882,5.9
7985,A249420,2021,799790,4.49
7986,A249420,2022,765234,9.35
7987,A249420,2023,502809,8.03
7988,A249420,2024,330296,
7989,A249420,2025,322719,
7990,A033240,2012,324324,6.33
7991,A033240,2013,372320,11.52
7992,A033240,2014,221065,6.02
7993,A033240,2015,272975,7.52
7994,A033240,2016,305195,7.61
7995,A033240,2017,477035,4.74
7996,A033240,2018,211220,9.75
7997,A033240,2019,189740,9.32
7998,A033240,2020,408120,7.74
7999,A033240,2021,448395,8.42
8000,A033240,2022,430333,11.74
8001,A033240,2023,627011,9.55
8002,A033240,2024,261218,
8003,A033240,2025,312398,
8004,A027410,2012,,N/A(IFRS)
8005,A027410,2013,,
8006,A027410,2014,1884966,3.89
8007,A027410,2015,4248735,6.21
8008,A027410,2016,4052996,7.03
8009,A027410,2017,492022,6.52
8010,A027410,2018,769629,6.4
8011,A027410,2019,536014,6.5
8012,A027410,2020,468534,7.57
8013,A027410,2021,506342,6.37
8014,A027410,2022,412061,10.06
8015,A027410,2023,364681,7.14
8016,A027410,2024,330223,
8017,A027410,2025,324480,
8018,A003000,2012,417107,4.57
8019,A003000,2013,446242,7.54
8020,A003000,2014,606215,5.76
8021,A003000,2015,950520,8.43
8022,A003000,2016,1176502,4.67
8023,A003000,2017,1153339,4.28
8024,A003000,2018,1575578,8.79
8025,A003000,2019,955407,9.04
8026,A003000,2020,1996872,5.06
8027,A003000,2021,916713,7.91
8028,A003000,2022,621802,11.93
8029,A003000,2023,433485,6.24
8030,A003000,2024,314207,
8031,A003000,2025,321737,
8032,A005390,2012,142415,6.38
8033,A005390,2013,189695,5.53
8034,A005390,2014,153768,5.25
8035,A005390,2015,250053,4.39
8036,A005390,2016,206940,7.2
8037,A005390,2017,153768,10.18
8038,A005390,2018,149457,3.65
8039,A005390,2019,155205,3.62
8040,A005390,2020,250771,3.43
8041,A005390,2021,530284,4.05
8042,A005390,2022,411006,8.38
8043,A005390,2023,306817,6.98
8044,A005390,2024,327655,4.62
8045,A005390,2025,316877,
8046,A020000,2012,725354,5.68
8047,A020000,2013,777077,7.75
8048,A020000,2014,801707,4.56
8049,A020000,2015,999978,8.09
8050,A020000,2016,858356,5.11
8051,A020000,2017,774614,2.95
8052,A020000,2018,892838,4.14
8053,A020000,2019,777077,4.89
8054,A020000,2020,745058,8.39
8055,A020000,2021,876828,6.43
8056,A020000,2022,666242,10.42
8057,A020000,2023,470926,7.96
8058,A020000,2024,344192,
8059,A020000,2025,323104,
8060,A003220,2012,128662,6.09
8061,A003220,2013,162903,8.31
8062,A003220,2014,238865,1.58
8063,A003220,2015,303068,7.18
8064,A003220,2016,346557,8.1
8065,A003220,2017,387728,3.85
8066,A003220,2018,308442,7.04
8067,A003220,2019,340164,4.13
8068,A003220,2020,392726,5.69
8069,A003220,2021,353393,4.5
8070,A003220,2022,411838,8.08
8071,A003220,2023,347498,5.03
8072,A003220,2024,319593,
8073,A003220,2025,317126,
8074,A126720,2012,,1.45
8075,A126720,2013,,1.92
8076,A126720,2014,,
8077,A126720,2015,,
8078,A126720,2016,,
8079,A126720,2017,,
8080,A126720,2018,,
8081,A126720,2019,,9.5
8082,A126720,2020,,5.56
8083,A126720,2021,,5.99
8084,A126720,2022,314292,9.86
8085,A126720,2023,270434,7.32
8086,A126720,2024,277291,
8087,A126720,2025,318578,
8088,A002310,2012,91229,3.82
8089,A002310,2013,196147,3.9
8090,A002310,2014,215852,3.72
8091,A002310,2015,154052,5.48
8092,A002310,2016,163904,4.72
8093,A002310,2017,163008,4.45
8094,A002310,2018,281234,7.55
8095,A002310,2019,268695,7.57
8096,A002310,2020,333630,5.4
8097,A002310,2021,471112,6.1
8098,A002310,2022,352886,8.34
8099,A002310,2023,369456,4.3
8100,A002310,2024,312312,
8101,A002310,2025,317018,
8102,A230360,2012,,
8103,A230360,2013,,
8104,A230360,2014,,
8105,A230360,2015,,
8106,A230360,2016,178422,11.83
8107,A230360,2017,143063,5.19
8108,A230360,2018,184668,6.09
8109,A230360,2019,521606,7.09
8110,A230360,2020,975536,8.04
8111,A230360,2021,546642,8.67
8112,A230360,2022,467718,11.32
8113,A230360,2023,333391,5.57
8114,A230360,2024,317512,
8115,A230360,2025,315310,
8116,A025860,2012,384017,4.79
8117,A025860,2013,342784,5.87
8118,A025860,2014,450587,4.83
8119,A025860,2015,504240,6.34
8120,A025860,2016,417302,6.47
8121,A025860,2017,531564,5.73
8122,A025860,2018,571307,10.02
8123,A025860,2019,405379,7.03
8124,A025860,2020,407863,7.79
8125,A025860,2021,521628,5
8126,A025860,2022,422767,7.51
8127,A025860,2023,367623,6.37
8128,A025860,2024,304531,
8129,A025860,2025,317945,
8130,A000490,2012,134302,4.58
8131,A000490,2013,142369,4.88
8132,A000490,2014,233723,3.57
8133,A000490,2015,217588,3.6
8134,A000490,2016,169657,4.27
8135,A000490,2017,227791,9.76
8136,A000490,2018,122912,5.73
8137,A000490,2019,134776,6.07
8138,A000490,2020,161826,5.04
8139,A000490,2021,239655,4.62
8140,A000490,2022,309924,5.57
8141,A000490,2023,432182,5.79
8142,A000490,2024,236408,
8143,A000490,2025,308715,
8144,A089010,2012,129960,7.82
8145,A089010,2013,192342,9.69
8146,A089010,2014,84228,7.85
8147,A089010,2015,71875,5.08
8148,A089010,2016,89527,4.56
8149,A089010,2017,70457,5.08
8150,A089010,2018,77639,5.36
8151,A089010,2019,263030,5.68
8152,A089010,2020,410828,7.33
8153,A089010,2021,427915,6.2
8154,A089010,2022,196871,7.91
8155,A089010,2023,367058,7.41
8156,A089010,2024,241823,
8157,A089010,2025,306380,
8158,A298830,2012,,
8159,A298830,2013,,0
8160,A298830,2014,,2.99
8161,A298830,2015,,1.74
8162,A298830,2016,,2.82
8163,A298830,2017,,0.46
8164,A298830,2018,,1.96
8165,A298830,2019,,N/A(IFRS)
8166,A298830,2020,,0.37
8167,A298830,2021,,0
8168,A298830,2022,,0
8169,A298830,2023,364650,8.59
8170,A298830,2024,229419,
8171,A298830,2025,320976,
8172,A001820,2012,64969,6.76
8173,A001820,2013,59252,6.06
8174,A001820,2014,38669,4.09
8175,A001820,2015,122141,6.24
8176,A001820,2016,111227,7.13
8177,A001820,2017,447505,8.57
8178,A001820,2018,553014,12.65
8179,A001820,2019,543659,12.73
8180,A001820,2020,685031,9.3
8181,A001820,2021,625779,8.81
8182,A001820,2022,311850,11.55
8183,A001820,2023,396050,10.6
8184,A001820,2024,286382,
8185,A001820,2025,305093,
8186,A475400,2012,,
8187,A475400,2013,,
8188,A475400,2014,,
8189,A475400,2015,,
8190,A475400,2016,,
8191,A475400,2017,,
8192,A475400,2018,,
8193,A475400,2019,,
8194,A475400,2020,,
8195,A475400,2021,,
8196,A475400,2022,,0
8197,A475400,2023,,24.07
8198,A475400,2024,278602,
8199,A475400,2025,308784,
8200,A211050,2012,,0
8201,A211050,2013,,7.68
8202,A211050,2014,,4.97
8203,A211050,2015,13860,3.56
8204,A211050,2016,14437,2.46
8205,A211050,2017,10661,N/A(IFRS)
8206,A211050,2018,27234,2.24
8207,A211050,2019,26515,2.16
8208,A211050,2020,47636,1.99
8209,A211050,2021,94374,2.19
8210,A211050,2022,69260,6.05
8211,A211050,2023,162977,7.91
8212,A211050,2024,288241,
8213,A211050,2025,307251,
8214,A094480,2012,69653,10.24
8215,A094480,2013,40155,8.34
8216,A094480,2014,83707,6.53
8217,A094480,2015,158073,10.41
8218,A094480,2016,157256,4.31
8219,A094480,2017,199227,5.58
8220,A094480,2018,108471,6.02
8221,A094480,2019,132008,7.92
8222,A094480,2020,142208,6.08
8223,A094480,2021,531564,7.46
8224,A094480,2022,162804,11.03
8225,A094480,2023,449182,6.93
8226,A094480,2024,298931,
8227,A094480,2025,300501,
8228,A445680,2012,,
8229,A445680,2013,,
8230,A445680,2014,,
8231,A445680,2015,,
8232,A445680,2016,,
8233,A445680,2017,,
8234,A445680,2018,,
8235,A445680,2019,,0
8236,A445680,2020,,15.92
8237,A445680,2021,,13.21
8238,A445680,2022,,33.8
8239,A445680,2023,403531,14.54
8240,A445680,2024,299264,
8241,A445680,2025,309584,
8242,A086390,2012,43036,11
8243,A086390,2013,29141,9.17
8244,A086390,2014,177485,6.98
8245,A086390,2015,172685,8.64
8246,A086390,2016,255723,10.29
8247,A086390,2017,270517,8.86
8248,A086390,2018,221908,6.51
8249,A086390,2019,303275,8.84
8250,A086390,2020,574848,9.84
8251,A086390,2021,626627,7.1
8252,A086390,2022,221908,10.47
8253,A086390,2023,282986,8.07
8254,A086390,2024,185769,
8255,A086390,2025,306868,
8256,A035150,2012,104544,6.49
8257,A035150,2013,160204,8.4
8258,A035150,2014,109626,5
8259,A035150,2015,114345,6.04
8260,A035150,2016,229416,6.55
8261,A035150,2017,167948,6.44
8262,A035150,2018,153428,5.08
8263,A035150,2019,217558,5.35
8264,A035150,2020,134068,7.51
8265,A035150,2021,199166,6.57
8266,A035150,2022,191453,11.95
8267,A035150,2023,239625,6.55
8268,A035150,2024,282940,
8269,A035150,2025,306375,
8270,A255220,2012,,0
8271,A255220,2013,,5.54
8272,A255220,2014,,N/A(IFRS)
8273,A255220,2015,,3.16
8274,A255220,2016,,2.95
8275,A255220,2017,,2.7
8276,A255220,2018,141318,5.78
8277,A255220,2019,82069,4.86
8278,A255220,2020,68483,5.75
8279,A255220,2021,85781,5.62
8280,A255220,2022,52589,13.53
8281,A255220,2023,75071,7.49
8282,A255220,2024,277300,
8283,A255220,2025,303746,
8284,A295310,2012,,
8285,A295310,2013,,0
8286,A295310,2014,,3.07
8287,A295310,2015,,3.38
8288,A295310,2016,,3.16
8289,A295310,2017,,3.56
8290,A295310,2018,,2.98
8291,A295310,2019,,2.6
8292,A295310,2020,,2.99
8293,A295310,2021,,N/A(IFRS)
8294,A295310,2022,,2.83
8295,A295310,2023,,4.58
8296,A295310,2024,291597,
8297,A295310,2025,295763,
8298,A136480,2012,153206,6.54
8299,A136480,2013,247342,5.36
8300,A136480,2014,228731,4.65
8301,A136480,2015,224415,3.63
8302,A136480,2016,265144,4.21
8303,A136480,2017,271271,4.13
8304,A136480,2018,243449,3.54
8305,A136480,2019,245622,4.12
8306,A136480,2020,302167,5.79
8307,A136480,2021,297387,2.97
8308,A136480,2022,288359,4.63
8309,A136480,2023,465198,4.7
8310,A136480,2024,297918,
8311,A136480,2025,305884,
8312,A199820,2012,,7.64
8313,A199820,2013,,7.05
8314,A199820,2014,,5.56
8315,A199820,2015,,4.74
8316,A199820,2016,,2.76
8317,A199820,2017,,N/A(IFRS)
8318,A199820,2018,,2.19
8319,A199820,2019,,1.99
8320,A199820,2020,295526,
8321,A199820,2021,202758,8.75
8322,A199820,2022,105212,8.21
8323,A199820,2023,111322,6.87
8324,A199820,2024,190870,
8325,A199820,2025,304192,
8326,A027360,2012,,
8327,A027360,2013,,
8328,A027360,2014,,
8329,A027360,2015,,
8330,A027360,2016,,
8331,A027360,2017,,
8332,A027360,2018,130585,
8333,A027360,2019,147799,
8334,A027360,2020,474870,
8335,A027360,2021,483292,
8336,A027360,2022,267623,
8337,A027360,2023,332325,
8338,A027360,2024,293897,
8339,A027360,2025,287850,
8340,A256840,2012,,0
8341,A256840,2013,,6.19
8342,A256840,2014,,4.91
8343,A256840,2015,,N/A(IFRS)
8344,A256840,2016,13489,8.64
8345,A256840,2017,13421,3.6
8346,A256840,2018,13967,3.11
8347,A256840,2019,79719,2.56
8348,A256840,2020,219009,6.37
8349,A256840,2021,1440309,12.12
8350,A256840,2022,314259,11.09
8351,A256840,2023,251276,8.66
8352,A256840,2024,281837,
8353,A256840,2025,312397,
8354,A045100,2012,99900,7.69
8355,A045100,2013,107460,8.39
8356,A045100,2014,131580,6.38
8357,A045100,2015,190800,7.8
8358,A045100,2016,207000,8.82
8359,A045100,2017,243000,8.18
8360,A045100,2018,224100,6.91
8361,A045100,2019,221400,8.28
8362,A045100,2020,306900,7.77
8363,A045100,2021,303300,9.29
8364,A045100,2022,260100,9.21
8365,A045100,2023,279000,3.91
8366,A045100,2024,298260,
8367,A045100,2025,296820,
8368,A036620,2012,15311,6.27
8369,A036620,2013,16358,8.53
8370,A036620,2014,20298,5.7
8371,A036620,2015,32039,5.71
8372,A036620,2016,39352,8.17
8373,A036620,2017,33740,6.35
8374,A036620,2018,23318,5.95
8375,A036620,2019,44538,6.47
8376,A036620,2020,49000,6.98
8377,A036620,2021,172724,6.88
8378,A036620,2022,167540,8.55
8379,A036620,2023,287029,5.1
8380,A036620,2024,281772,
8381,A036620,2025,294514,
8382,A056080,2012,57448,10.95
8383,A056080,2013,41501,6.81
8384,A056080,2014,104474,9.23
8385,A056080,2015,139721,7.02
8386,A056080,2016,92869,8.21
8387,A056080,2017,135571,6.05
8388,A056080,2018,131855,7.64
8389,A056080,2019,112536,7.41
8390,A056080,2020,110286,6.94
8391,A056080,2021,208192,8.94
8392,A056080,2022,145547,11.59
8393,A056080,2023,422012,8.99
8394,A056080,2024,234076,
8395,A056080,2025,300472,
8396,A252990,2012,,
8397,A252990,2013,,
8398,A252990,2014,,
8399,A252990,2015,,
8400,A252990,2016,,0
8401,A252990,2017,,8.55
8402,A252990,2018,,4.38
8403,A252990,2019,,7.1
8404,A252990,2020,,2.85
8405,A252990,2021,351578,7.78
8406,A252990,2022,198609,7.75
8407,A252990,2023,278855,6.66
8408,A252990,2024,228881,
8409,A252990,2025,300699,
8410,A015360,2012,171900,3.53
8411,A015360,2013,225000,4.05
8412,A015360,2014,216600,3.59
8413,A015360,2015,220500,5.07
8414,A015360,2016,222600,3.64
8415,A015360,2017,227400,2.62
8416,A015360,2018,239700,2.78
8417,A015360,2019,224400,2.7
8418,A015360,2020,210000,2.97
8419,A015360,2021,214800,2.61
8420,A015360,2022,189000,4.68
8421,A015360,2023,198000,3.55
8422,A015360,2024,302400,
8423,A015360,2025,303600,
8424,A004430,2012,285600,6.4
8425,A004430,2013,238560,6.05
8426,A004430,2014,194880,281.62
8427,A004430,2015,349200,5.33
8428,A004430,2016,410400,6.92
8429,A004430,2017,648000,6.56
8430,A004430,2018,457200,7.99
8431,A004430,2019,373200,5.96
8432,A004430,2020,382800,5.46
8433,A004430,2021,514800,5.67
8434,A004430,2022,412800,8.36
8435,A004430,2023,392640,6.2
8436,A004430,2024,268560,
8437,A004430,2025,299280,
8438,A025770,2012,131187,10
8439,A025770,2013,169418,9.86
8440,A025770,2014,310502,10.98
8441,A025770,2015,520091,7.95
8442,A025770,2016,409474,7.25
8443,A025770,2017,471575,8.01
8444,A025770,2018,362511,4.3
8445,A025770,2019,261159,5.72
8446,A025770,2020,339620,3.77
8447,A025770,2021,353099,4.31
8448,A025770,2022,426865,6.53
8449,A025770,2023,355346,7.21
8450,A025770,2024,293563,
8451,A025770,2025,299929,
8452,A286940,2012,,
8453,A286940,2013,,
8454,A286940,2014,,
8455,A286940,2015,,
8456,A286940,2016,,
8457,A286940,2017,,0
8458,A286940,2018,505724,8.65
8459,A286940,2019,635099,4.9
8460,A286940,2020,618163,7.78
8461,A286940,2021,556577,5.53
8462,A286940,2022,361814,7.48
8463,A286940,2023,451112,6.26
8464,A286940,2024,293056,
8465,A286940,2025,292451,
8466,A243070,2012,,
8467,A243070,2013,,
8468,A243070,2014,,
8469,A243070,2015,,
8470,A243070,2016,394923,9.51
8471,A243070,2017,610022,9.38
8472,A243070,2018,643237,7.96
8473,A243070,2019,533560,7.79
8474,A243070,2020,671128,6.55
8475,A243070,2021,569326,6.18
8476,A243070,2022,347921,7.96
8477,A243070,2023,460019,4.08
8478,A243070,2024,328243,
8479,A243070,2025,291705,
8480,A101160,2012,57050,3.66
8481,A101160,2013,24955,6.79
8482,A101160,2014,26730,7.78
8483,A101160,2015,27540,4.02
8484,A101160,2016,42924,3.87
8485,A101160,2017,105010,6.95
8486,A101160,2018,80904,5.22
8487,A101160,2019,136711,7.21
8488,A101160,2020,290593,7.33
8489,A101160,2021,473040,9.97
8490,A101160,2022,307104,9.77
8491,A101160,2023,422681,7.17
8492,A101160,2024,279696,
8493,A101160,2025,291584,
8494,A372170,2012,,5.08
8495,A372170,2013,,4.52
8496,A372170,2014,,5.11
8497,A372170,2015,,2.81
8498,A372170,2016,,2.41
8499,A372170,2017,,2.27
8500,A372170,2018,,3.38
8501,A372170,2019,,N/A(IFRS)
8502,A372170,2020,,0.91
8503,A372170,2021,,1.64
8504,A372170,2022,354270,10.41
8505,A372170,2023,901632,13.01
8506,A372170,2024,282857,
8507,A372170,2025,286448,
8508,A000520,2012,24613,5.47
8509,A000520,2013,30415,4.49
8510,A000520,2014,30690,3.66
8511,A000520,2015,39985,5.2
8512,A000520,2016,46255,6
8513,A000520,2017,46915,6.82
8514,A000520,2018,133900,6.94
8515,A000520,2019,136825,7.17
8516,A000520,2020,137915,7.36
8517,A000520,2021,112901,6.04
8518,A000520,2022,117670,7.72
8519,A000520,2023,102019,16.95
8520,A000520,2024,285247,
8521,A000520,2025,288067,
8522,A072710,2012,282441,4.06
8523,A072710,2013,366385,4.92
8524,A072710,2014,482330,5.79
8525,A072710,2015,714220,4.99
8526,A072710,2016,558854,4.27
8527,A072710,2017,531027,3.9
8528,A072710,2018,324182,4.95
8529,A072710,2019,364067,3.8
8530,A072710,2020,358965,2.74
8531,A072710,2021,351544,4.56
8532,A072710,2022,308413,6.4
8533,A072710,2023,300529,4.25
8534,A072710,2024,294036,
8535,A072710,2025,291717,
8536,A053610,2012,79560,5.04
8537,A053610,2013,76500,8.65
8538,A053610,2014,77850,6.4
8539,A053610,2015,74790,4.77
8540,A053610,2016,107148,7.35
8541,A053610,2017,192042,7.87
8542,A053610,2018,121091,5.07
8543,A053610,2019,177100,6.4
8544,A053610,2020,301400,8.31
8545,A053610,2021,295350,5.81
8546,A053610,2022,233200,9.74
8547,A053610,2023,502150,9.55
8548,A053610,2024,240350,
8549,A053610,2025,284900,
8550,A033270,2012,136887,4.54
8551,A033270,2013,144319,6.05
8552,A033270,2014,217178,4.35
8553,A033270,2015,282007,9.21
8554,A033270,2016,299835,6.1
8555,A033270,2017,493513,3.15
8556,A033270,2018,371958,9.94
8557,A033270,2019,297854,6.09
8558,A033270,2020,1078656,5.44
8559,A033270,2021,769192,6.05
8560,A033270,2022,369570,9.32
8561,A033270,2023,438610,7.29
8562,A033270,2024,297439,
8563,A033270,2025,291722,
8564,A378340,2012,,
8565,A378340,2013,,
8566,A378340,2014,,
8567,A378340,2015,,
8568,A378340,2016,,
8569,A378340,2017,,
8570,A378340,2018,,
8571,A378340,2019,,
8572,A378340,2020,,0
8573,A378340,2021,,6.22
8574,A378340,2022,,2.27
8575,A378340,2023,389183,13.26
8576,A378340,2024,277781,
8577,A378340,2025,290552,
8578,A102710,2012,188860,8.72
8579,A102710,2013,131776,8.65
8580,A102710,2014,93862,5.81
8581,A102710,2015,266250,9.34
8582,A102710,2016,336540,7.36
8583,A102710,2017,366360,9.34
8584,A102710,2018,178559,6.75
8585,A102710,2019,406916,6.68
8586,A102710,2020,679386,9.4
8587,A102710,2021,489358,8.47
8588,A102710,2022,288614,9.01
8589,A102710,2023,352910,6.68
8590,A102710,2024,240321,
8591,A102710,2025,282756,
8592,A018310,2012,58016,8.31
8593,A018310,2013,101920,7.11
8594,A018310,2014,305270,6.39
8595,A018310,2015,201390,9.65
8596,A018310,2016,205800,7.51
8597,A018310,2017,177135,4.09
8598,A018310,2018,169050,6.11
8599,A018310,2019,122892,7.2
8600,A018310,2020,126714,7.01
8601,A018310,2021,203595,8.45
8602,A018310,2022,245490,8.98
8603,A018310,2023,245343,4.93
8604,A018310,2024,308700,
8605,A018310,2025,294735,
8606,A006340,2012,53757,6.18
8607,A006340,2013,48237,4.08
8608,A006340,2014,52302,3.8
8609,A006340,2015,177793,6.91
8610,A006340,2016,94556,9.35
8611,A006340,2017,79100,5.03
8612,A006340,2018,116928,10.4
8613,A006340,2019,86842,8.01
8614,A006340,2020,83408,6.49
8615,A006340,2021,133459,9.55
8616,A006340,2022,85360,10.67
8617,A006340,2023,89895,7.4
8618,A006340,2024,233915,
8619,A006340,2025,295924,
8620,A122640,2012,,
8621,A122640,2013,,N/A(IFRS)
8622,A122640,2014,16025,4.89
8623,A122640,2015,79406,0.48
8624,A122640,2016,131118,10.96
8625,A122640,2017,233675,8.22
8626,A122640,2018,82734,5.64
8627,A122640,2019,193246,7.96
8628,A122640,2020,132940,4.73
8629,A122640,2021,239482,7.12
8630,A122640,2022,129973,7.34
8631,A122640,2023,315946,7.6
8632,A122640,2024,205534,
8633,A122640,2025,293022,
8634,A439090,2012,,
8635,A439090,2013,,
8636,A439090,2014,,
8637,A439090,2015,,0
8638,A439090,2016,,1.84
8639,A439090,2017,,1.29
8640,A439090,2018,,
8641,A439090,2019,,4.23
8642,A439090,2020,,1.62
8643,A439090,2021,,2.83
8644,A439090,2022,,3.42
8645,A439090,2023,368511,6.75
8646,A439090,2024,239286,
8647,A439090,2025,282361,
8648,A002320,2012,236499,
8649,A002320,2013,228117,5.58
8650,A002320,2014,649026,3.32
8651,A002320,2015,555624,5.91
8652,A002320,2016,344870,4.47
8653,A002320,2017,311341,4.05
8654,A002320,2018,644236,4.37
8655,A002320,2019,359240,4.16
8656,A002320,2020,714497,3.17
8657,A002320,2021,449924,4.23
8658,A002320,2022,314648,8.6
8659,A002320,2023,371449,
8660,A002320,2024,284154,
8661,A002320,2025,291628,
8662,A060250,2012,150063,11.61
8663,A060250,2013,141668,12.19
8664,A060250,2014,482582,12.61
8665,A060250,2015,478064,7.19
8666,A060250,2016,250720,8.73
8667,A060250,2017,360990,6.92
8668,A060250,2018,267617,7.23
8669,A060250,2019,509965,5.25
8670,A060250,2020,1678440,6.13
8671,A060250,2021,1218875,7.3
8672,A060250,2022,538152,10.88
8673,A060250,2023,412851,6.96
8674,A060250,2024,285140,
8675,A060250,2025,285944,
8676,A084850,2012,,3.44
8677,A084850,2013,,3.98
8678,A084850,2014,,3.19
8679,A084850,2015,,3.49
8680,A084850,2016,,3.67
8681,A084850,2017,,
8682,A084850,2018,,3.68
8683,A084850,2019,969052,8.03
8684,A084850,2020,1314720,9.09
8685,A084850,2021,985051,6.6
8686,A084850,2022,594162,8.19
8687,A084850,2023,584086,5.91
8688,A084850,2024,289207,
8689,A084850,2025,284444,
8690,A009290,2012,316622,4.84
8691,A009290,2013,391060,5.95
8692,A009290,2014,550419,3.66
8693,A009290,2015,584492,6.98
8694,A009290,2016,446626,5.68
8695,A009290,2017,458682,3.1
8696,A009290,2018,359083,6.88
8697,A009290,2019,348599,6.08
8698,A009290,2020,537314,5.68
8699,A009290,2021,389487,4.41
8700,A009290,2022,312428,6.3
8701,A009290,2023,389487,4.91
8702,A009290,2024,285169,
8703,A009290,2025,286742,
8704,A104700,2012,258801,7.59
8705,A104700,2013,226106,8.39
8706,A104700,2014,269393,6.46
8707,A104700,2015,372545,7.26
8708,A104700,2016,341231,6.61
8709,A104700,2017,347678,3.86
8710,A104700,2018,254196,6.52
8711,A104700,2019,217817,6.53
8712,A104700,2020,301167,6.1
8713,A104700,2021,356427,5.91
8714,A104700,2022,258521,9.57
8715,A104700,2023,279321,6.09
8716,A104700,2024,355731,
8717,A104700,2025,285404,
8718,A090360,2012,41652,7.69
8719,A090360,2013,38103,7.28
8720,A090360,2014,30537,7.23
8721,A090360,2015,89700,7.36
8722,A090360,2016,138840,8.32
8723,A090360,2017,143130,8.36
8724,A090360,2018,234000,6.3
8725,A090360,2019,169650,8.89
8726,A090360,2020,187688,9.22
