NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
8307,대웅제약,069620,미공개,미공개,미공개,B,2014,,,,
8306,대웅제약,069620,미공개,미공개,B+,C,2015,,,,
8305,대웅제약,069620,미공개,미공개,B+,C,2016,,,,
8304,대웅제약,069620,미공개,미공개,B+,C,2017,,,,
8303,대웅제약,069620,미공개,미공개,B+,C,2018,,,,
8302,대웅제약,069620,B,B,B+,B,2019,,,,
8301,대웅제약,069620,B+,B,B+,B+,2020,,,사회 등급조정(2021.4),
8300,대웅제약,069620,C,D,B,B,2021,통합 등급조정(2021.10),,사회 등급조정(2021.10),
8299,대웅제약,069620,B+,B,A,B,2022,,,,
8298,대웅제약,069620,B+,A,A,B,2023,,,,
8297,대웅제약,069620,B,B+,A,C,2024,,,,
8296,대원강업,000430,미공개,미공개,미공개,미공개,2012,,,,
8295,대원강업,000430,미공개,미공개,미공개,B,2013,,,,
8294,대원강업,000430,미공개,B+,미공개,B,2014,,,,
8293,대원강업,000430,미공개,B+,미공개,C,2015,,,,
8292,대원강업,000430,미공개,미공개,미공개,B,2016,,,사회 등급조정(2017.2),
8291,대원강업,000430,미공개,B+,미공개,B,2017,,,,
8290,대원강업,000430,B+,B+,B+,B,2018,,,,
8289,대원강업,000430,B+,B,B+,B+,2019,,,,
8288,대원강업,000430,B,B,B+,B,2020,,,,
8287,대원강업,000430,B,B,C,B+,2021,,,,
8286,대원강업,000430,C,C,D,C,2022,,,,
8285,대원강업,000430,C,B,B+,C,2023,,,,
8284,대원강업,000430,B+,B+,A,B+,2024,,,,
8283,대원전선,006340,미공개,미공개,미공개,미공개,2012,,,,
8282,대원전선,006340,미공개,미공개,미공개,C,2013,,,,
8281,대원전선,006340,미공개,미공개,미공개,C,2014,,,,
8280,대원전선,006340,미공개,미공개,미공개,C,2015,,,,
8279,대원전선,006340,미공개,미공개,미공개,B,2016,,,,
8278,대원전선,006340,미공개,미공개,미공개,C,2017,,,,
8277,대원전선,006340,미공개,미공개,미공개,C,2018,,,,
8276,대원전선,006340,미공개,B,미공개,C,2019,,,,
8275,대원전선,006340,C,C,C,C,2020,,,,
8274,대원전선,006340,C,C,C,B,2021,,,,
8273,대원전선,006340,D,D,D,D,2022,,,,
8272,대원전선,006340,D,C,D,D,2023,,,,
8271,대원전선,006340,D,C,D,D,2024,,,,
8270,대원제약,003220,미공개,미공개,B+,미공개,2012,,,,
8269,대원제약,003220,미공개,미공개,미공개,B,2013,,,,
8268,대원제약,003220,미공개,미공개,미공개,B+,2014,,,,
8267,대원제약,003220,미공개,미공개,미공개,B+,2015,,,,
8266,대원제약,003220,미공개,미공개,B+,B+,2016,,,,
8265,대원제약,003220,미공개,미공개,B+,B+,2017,,,,
8264,대원제약,003220,미공개,미공개,B+,B+,2018,,,,
8263,대원제약,003220,B,미공개,B+,B+,2019,,,,
8262,대원제약,003220,B,D,B+,B+,2020,,,,
8261,대원제약,003220,B,D,B,B+,2021,,,,
8260,대원제약,003220,B,D,B,B+,2022,,,,
8259,대원제약,003220,B,C,B,B+,2023,,,,
8258,대원제약,003220,B+,B+,A,B+,2024,,,,
8257,대원화성,024890,미공개,B+,미공개,미공개,2012,,,,
8256,대원화성,024890,미공개,미공개,미공개,C,2013,,,,
8255,대원화성,024890,미공개,B+,미공개,B,2014,,,,
8254,대원화성,024890,미공개,B+,미공개,B,2015,,,,
8253,대원화성,024890,미공개,B+,미공개,B,2016,,,,
8252,대원화성,024890,미공개,B+,미공개,B,2017,,,,
8251,대원화성,024890,미공개,B+,미공개,C,2018,,,,
8250,대원화성,024890,미공개,B,B,C,2019,,,,
8249,대원화성,024890,B+,B+,B,B+,2020,,,,
8248,대원화성,024890,B,B,B,B+,2021,,,,
8247,대원화성,024890,D,C,C,D,2022,,,,
8246,대원화성,024890,D,C,D,D,2023,,,,
8245,대원화성,024890,D,C,D,D,2024,,,,
8244,대유에이텍,002880,미공개,미공개,미공개,미공개,2012,,,,
8243,대유에이텍,002880,미공개,미공개,미공개,C,2013,,,,
8242,대유에이텍,002880,미공개,미공개,미공개,C,2014,,,,
8241,대유에이텍,002880,미공개,미공개,미공개,C,2015,,,,
8240,대유에이텍,002880,미공개,미공개,미공개,C,2016,,,,
8239,대유에이텍,002880,미공개,미공개,미공개,C,2017,,,,
8238,대유에이텍,002880,미공개,미공개,미공개,C,2018,,,,
8237,대유에이텍,002880,미공개,B,B,C,2019,,,,
8236,대유에이텍,002880,C,C,C,C,2020,,,,
8235,대유에이텍,002880,C,C,C,B,2021,,,,
8234,대유에이텍,002880,D,D,C,D,2022,,,,
8233,대유에이텍,002880,C,C,B,D,2023,,,,
8232,대유플러스,000300,미공개,B+,미공개,미공개,2012,,,,
8231,대유플러스,000300,미공개,미공개,미공개,C,2013,,,,
8230,대유플러스,000300,미공개,B+,미공개,C,2014,,,,
8229,대유플러스,000300,미공개,B+,미공개,C,2015,,,,
8228,대유플러스,000300,미공개,미공개,미공개,D,2016,,,,
8227,대유플러스,000300,미공개,B+,미공개,B,2017,,,,
8226,대유플러스,000300,미공개,미공개,미공개,C,2018,,,,
8225,대유플러스,000300,미공개,미공개,미공개,C,2019,,,,
8224,대유플러스,000300,C,C,C,C,2020,,,,
8223,대유플러스,000300,C,C,C,C,2021,,,,
8222,대유플러스,000300,D,D,D,D,2022,,,,
8221,대유플러스,000300,D,C,D,D,2023,,,,
8220,대주전자재료,078600,B,C,B,B+,2021,,,,
8219,대주전자재료,078600,D,D,C,C,2022,,,,
8218,대주전자재료,078600,C,B,B+,C,2023,,,,
8217,대주전자재료,078600,B+,B,A,B,2024,,,,
8216,대창,012800,미공개,B+,미공개,미공개,2012,,,,
8215,대창,012800,미공개,B+,미공개,C,2013,,,,
8214,대창,012800,미공개,B+,미공개,C,2014,,,,
8213,대창,012800,미공개,B+,미공개,C,2015,,,,
8212,대창,012800,미공개,B+,미공개,C,2016,,,,
8211,대창,012800,미공개,B+,미공개,B,2017,,,,
8210,대창,012800,미공개,B+,미공개,B,2018,,,,
8209,대창,012800,미공개,B,미공개,C,2019,,,,
8208,대창,012800,C,B+,B,C,2020,,,,
8207,대창,012800,C,B,B,C,2021,,,,
8206,대창,012800,D,D,C,D,2022,,,,
8205,대창,012800,D,C,D,D,2023,,,,
8204,대창,012800,D,C,D,D,2024,,,,
8203,대창단조,015230,미공개,미공개,미공개,미공개,2012,,,,
8202,대창단조,015230,미공개,미공개,미공개,B,2013,,,,
8201,대창단조,015230,미공개,미공개,미공개,B,2014,,,,
