Ticker,Name,거래소업종,회계년,자기자본비율,차입금의존도,매출액증가율,영업이익률,총자본회전율,부채상환능력,당좌비율,ROA당기순이익,ESG등급_A,ESG등급_A+,ESG등급_B,ESG등급_B+,ESG등급_C,환경_A,환경_A+,환경_B,환경_B+,환경_C,사회_A,사회_A+,사회_B,사회_B+,사회_C,지배구조_A,지배구조_A+,지배구조_B,지배구조_B+,지배구조_C,log_당좌비율
A049770,동원F&B,코스피 음식료·담배,2020,49.74,32.73,4.210425050544631,4.74,299.0,16.924800738015726,118.15359667997048,4.41,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.78041338924082
A049800,우진플라임,코스피 기계·장비,2020,22.6,48.35,12.31818109759435,4.55,353.0,13.009341332492784,44.90604275886061,2.87,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.8265967589211694
A051600,한전KPS,코스피 건설,2020,77.97,0.37,4.38473174413736,10.26,123.0,25.01011011604194,287.5018988697527,6.36,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5.664701667797387
A051630,진양화학,코스피 화학,2020,72.15,0.82,-2.791992889193351,0.45,160.0,5.3955037171306754,116.77469895644089,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.768773468492334
A051910,LG화학,코스피 화학,2020,65.62,13.67,-4.491523729558999,5.35,125.0,58.92751426438212,68.10444959002324,-0.37,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4.235619122188488
A052690,한전기술,코스피 일반서비스,2020,71.37,0.23,-3.769677946367112,6.72,87.0,7.58040832953521,126.5753911275376,2.81,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.848707492808848
A053690,한미글로벌,코스피 일반서비스,2020,71.31,10.52,14.362271956858509,7.52,113.0,35.32931394139646,178.35883285090426,5.83,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.189388452003972
A057050,현대홈쇼핑,코스피 유통,2020,79.57,5.84,5.296269662018216,14.35,74.0,42.04727016779287,163.89840966634392,3.62,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.105329585288264
A058430,포스코스틸리온,코스피 금속,2020,48.54,22.08,-2.162385116236188,1.56,391.0,41.16543357226522,97.03119388040736,0.96,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.585285732924429
A058730,다스코,코스피 금속,2020,49.06,36.88,-8.796552398619772,-3.5,162.0,8.514402148548921,92.5180036527798,-3.54,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4.538153970194948
A058850,KTcs,코스피 IT 서비스,2020,54.62,0.02,-4.191001988313603,3.07,332.0,33.77355333708759,174.50174961044337,1.98,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.167649012146503
A058860,KTis,코스피 IT 서비스,2020,56.88,17.51,0.579241185871604,1.98,270.0,17.625736388474998,132.00114220052035,2.44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.890357716158714
A060980,HL홀딩스,코스피 금융,2020,53.66,38.45,-8.54081090458444,15.61,66.0,2.4311752501941,52.92482900393169,3.47,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3.987591021272171
A063160,종근당바이오,코스피 제약,2020,59.91,27.93,-9.378116043323658,7.73,75.0,6.628713090121832,61.837182994125584,3.17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.140546984154177
A064350,현대로템,코스피 운송장비·부품,2020,31.67,27.69,20.074139823897383,1.58,262.0,1.983783692076948,113.96489400704787,0.95,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.744626812255099
A064960,SNT모티브,코스피 운송장비·부품,2020,70.27,0.01,-1.4186495809582644,10.14,118.0,41.503012461572624,189.388498119988,5.11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.249066711498889
A066570,LG전자,코스피 전기·전자,2020,33.41,26.76,-13.6757630145415,5.23,263.0,11.24134112141547,66.73357659558943,4.24,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4.2155820185000845
A066970,엘앤에프,코스피 전기·전자,2020,44.57,41.48,14.065852960182102,0.13,215.0,16.278015072951455,74.08886617891031,-3.59,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.318672294502659
A067830,세이브존I&C,코스피 유통,2020,80.82,5.1,-15.389109448567371,10.84,30.0,5.568433845037309,114.87018056180082,1.74,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.752470431321391
A069620,대웅제약,코스피 제약,2020,48.54,36.94,-6.011675627332791,1.34,167.0,16.106647503904192,80.13539864381531,0.27,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.3961193473191145
A069730,DSR제강,코스피 금속,2020,70.91,16.28,-7.976116528820265,2.01,122.0,21.21666508135287,97.5942848434932,2.59,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4.591013296880931
A069960,현대백화점,코스피 유통,2020,60.44,22.18,-10.119591461343324,8.73,32.0,10.27953442630106,68.6513974539498,1.67,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.2435027639721286
A070960,모나용평,코스피 일반서비스,2020,41.44,20.52,-1.5046008555688497,-5.33,33.0,9.557974601267908,36.720174949416126,-1.99,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3.6301950958620335
A071090,하이스틸,코스피 금속,2020,52.81,32.61,-26.614474608657414,0.13,123.0,3.435940574029104,68.01042577354768,-0.58,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4.234257591350438
A071320,지역난방공사,코스피 전기·가스,2020,29.71,47.07,-11.360247375327436,6.24,126.0,8.923533382996855,58.96319217960336,0.47,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.093730910302992
A071840,롯데하이마트,코스피 유통,2020,57.51,29.25,0.6274772947867158,3.98,211.0,25.99822091356762,58.472073608107664,0.89,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4.085506851247628
A071950,코아스,코스피 제조,2020,32.95,29.93,-12.535864297086553,-1.91,401.0,5.378063843313951,34.21348108993845,-1.86,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3.561428994793436
A071970,HD현대마린엔진,코스피 기계·장비,2020,39.42,34.63,-10.826861409937216,0.71,151.0,5.649629227856388,37.95209101295951,0.64,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3.6623324554190417
A075580,세진중공업,코스피 운송장비·부품,2020,40.66,49.14,-5.625628374070835,-1.36,175.0,4.310231847588994,39.9651373928798,-0.03,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.7127213974970954
A077500,유니퀘스트,코스피 유통,2020,54.82,14.57,22.60609309370825,4.15,249.00000000000003,9.886129581863102,104.49737892223403,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.658686108268482
A077970,STX엔진,코스피 기계·장비,2020,32.62,33.16,-3.414806150096972,2.06,224.00000000000003,10.535131395888516,60.67241729713191,3.22,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.121836785529385
A079430,현대리바트,코스피 제조,2020,60.28,7.57,11.96128535208998,2.55,291.0,33.32354661889807,100.4088480613834,3.24,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.619160346338241
A079550,LIG넥스원,코스피 금속,2020,25.94,25.36,10.16188645193612,4.0,245.00000000000003,9.933798216437626,95.75005602109376,2.36,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.572130910939117
A079980,휴비스,코스피 화학,2020,53.9,23.62,-13.238967352087528,3.79,187.0,20.840949530341582,94.42948242008954,9.82,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4.55838757075407
A083420,그린케미칼,코스피 화학,2020,64.03,14.89,4.5384682883344185,6.07,219.0,51.9250473274681,122.89500494212172,5.69,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.819434472585303
A084680,이월드,코스피 제조,2020,80.97,8.54,-28.22898397760724,-10.71,35.0,1.5671340199745816,24.54975075574229,-3.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.240627561445274
A085310,엔케이,코스피 금속,2020,64.25,13.29,-5.916034975200857,-0.43,76.0,-14.774208057114272,140.9240282237133,-0.68,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.95529190192194
A086280,현대글로비스,코스피 운송·창고,2020,47.18,23.26,-10.809177502976407,3.83,313.0,15.977798135308612,119.70896132828814,5.92,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.793382369989478
A088790,진도,코스피 유통,2020,75.98,18.4,-30.050016694801627,-3.0,55.00000000000001,41.00392810110759,51.60077845535146,-1.28,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.9627309191655486
A089470,HDC현대EP,코스피 화학,2020,57.1,19.78,-18.306146424080573,4.44,229.0,30.400490350532188,155.83243129644225,2.75,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5.0551779187771855
A090350,노루페인트,코스피 화학,2020,51.43,17.73,-1.6649089580200949,3.96,182.0,11.523345057968443,87.3570030935093,1.93,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.481385460972526
A090460,비에이치,코스피 전기·전자,2020,61.42,17.0,-8.134332612459072,1.65,133.0,-21.72890608081894,183.4697162598781,-2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.217485310495362
A092780,동양피스톤,코스피 운송장비·부품,2020,35.06,41.16,-8.050747312123152,2.66,274.0,2.405879187681082,54.49621940626076,0.47,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.016314899626085
A093050,LF,코스피 섬유·의류,2020,73.61,17.08,-20.593306779965413,4.28,89.0,36.33717149734787,218.16344306178075,2.35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.389817766812282
A093370,후성,코스피 화학,2020,56.65,33.68,-1.6489768965642804,9.73,103.0,27.89959197485008,93.83146732194392,2.65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.552101287958928
A095570,AJ네트웍스,코스피 일반서비스,2020,24.78,70.1,15.76766639544125,11.09,149.0,-4.596246295522786,35.480706389723274,1.41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.596783528772035
A095720,웅진씽크빅,코스피 일반서비스,2020,58.59,15.0,-0.8938675541334318,3.07,150.0,20.119635027755248,145.58852969788222,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.987629544221502
A097950,CJ제일제당,코스피 음식료·담배,2020,51.61,30.12,1.6709839278823857,4.8,125.0,3.693019998132226,50.59100971143761,3.37,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.943347426909142
A101530,해태제과식품,코스피 음식료·담배,2020,44.92,31.09,5.513223725374328,6.21,219.0,-2.302017810463525,49.82848471247629,4.02,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.9284569201247526
A102260,동성케미컬,코스피 일반서비스,2020,66.63,22.61,-23.48673540079449,2.46,89.0,20.977303482760444,59.72830258491953,-0.14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.106409859328182
A102460,이연제약,코스피 제약,2020,73.29,18.63,-1.158214281376424,1.38,56.99999999999999,5.761461299220577,174.50731491658814,0.84,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.167680722473715
A103140,풍산,코스피 금속,2020,63.18,24.2,3.385614172818796,4.94,138.0,8.014635220539253,70.50042251391227,3.26,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.2697033589679885
A103590,일진전기,코스피 전기·전자,2020,39.07,30.5,6.787336838590141,1.91,232.0,11.302365886691334,75.08606313671598,0.61,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4.331865109287744
A104700,한국철강,코스피 금속,2020,80.21,0.23,-11.92043823591069,5.54,89.0,54.19241756704586,339.46759951064627,-0.97,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5.8303199654397995
A105630,한세실업,코스피 섬유·의류,2020,49.04,38.58,8.041311110168103,3.26,400.0,2.45452723360894,117.26366453354127,5.02,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4.772916577004944
A108670,LX하우시스,코스피 화학,2020,40.06,33.77,-4.205532482740271,2.84,301.0,32.77830955189992,100.38732920445288,-5.04,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.618948124813147
A111110,호전실업,코스피 섬유·의류,2020,51.72,41.06,-5.340927618299829,0.67,229.0,-9.961601195307017,155.3749542976247,-5.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.05225667652564
A111770,영원무역,코스피 유통,2020,70.15,7.87,-16.023504393856758,9.99,89.0,27.588600058791428,131.31553896205696,3.27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.885189516695994
A112610,씨에스윈드,코스피 금속,2020,70.13,15.89,13.345766131631589,6.73,220.00000000000003,15.529344610078702,164.0592475268232,3.84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5.106304485368391
A117580,대성에너지,코스피 전기·가스,2020,44.9,16.87,-4.16190900720096,3.32,238.0,9.210007494441736,71.12553855478866,2.07,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.278408191764527
A120110,코오롱인더,코스피 화학,2020,52.57,34.31,-9.489083564471668,4.91,152.0,18.395180738904244,37.71140495936252,6.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.656134258412006
A128820,대성산업,코스피 유통,2020,50.18,29.24,-8.707028984744925,1.21,172.0,4.308798153312603,51.27114009791136,3.6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.9564444041936997
A128940,한미약품,코스피 제약,2020,36.06,49.6,1.0140535221632607,3.0,160.0,11.121289791493432,25.68852033313264,0.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.2842335228812325
A129260,인터지스,코스피 운송·창고,2020,50.39,30.96,-2.98412835414793,0.35,248.0,9.981059412053355,158.1579241397204,0.33,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5.069896942873273
A130660,한전산업,코스피 일반서비스,2020,51.31,11.42,14.342880461319618,5.32,387.0,39.86407450193869,149.4256395740448,8.45,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.013468872877631
A136490,선진,코스피 음식료·담배,2020,48.08,42.06,19.275105166907693,3.14,244.0,12.610122541660417,53.71381534773935,2.86,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.002116243310771
A138490,코오롱ENP,코스피 화학,2020,62.85,18.13,-10.57765605272939,1.44,145.0,34.03647045479589,80.9883820130471,-0.49,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.4065775544585835
A139480,이마트,코스피 유통,2020,58.54,20.16,8.049791966115926,2.08,160.0,13.575252135179012,34.11583839147304,3.64,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.5586522649196737
A145720,덴티움,코스피 의료·정밀기기,2020,45.27,44.23,-13.848987722070994,16.2,84.0,22.77160575962033,66.73545087606342,2.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.215609689481549
A145990,삼양사,코스피 음식료·담배,2020,54.83,30.87,-1.678562090564517,2.67,142.0,13.178676768081472,148.55326518973084,2.11,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5.007652618269446
A155660,DSR,코스피 금속,2020,75.54,14.86,-3.440723110654797,5.81,106.0,32.46816229961096,131.5326858766331,3.18,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.886829300865704
A161000,애경케미칼,코스피 화학,2020,81.4,3.45,-11.067186409294727,7.73,191.0,63.0519993565112,248.45098148727672,8.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5.519262428904544
A161390,한국타이어앤테크놀로지,코스피 화학,2020,72.65,16.14,-9.791087049325265,3.29,61.0,17.818744567509455,196.6415284274333,1.4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.286454927338829
A163560,동일고무벨트,코스피 화학,2020,72.64,9.2,-6.947917056220376,6.34,122.0,29.50452971508897,209.2406049594389,2.75,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.348252612762801
A170900,동아에스티,코스피 제약,2020,65.63,21.01,-4.193172202198836,5.81,91.0,7.964536773894748,242.0951460492847,2.77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.493452914233739
A183190,아세아시멘트,코스피 비금속,2020,68.07,21.02,-7.818588355833733,5.81,47.0,7.398524164189897,103.79754399921728,1.27,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.652030336490363
A192820,코스맥스,코스피 화학,2020,34.25,41.62,3.57091720102678,8.6,276.0,3.216973579640921,66.99997900315064,-4.64,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.219507396398862
A194370,제이에스코퍼레이션,코스피 섬유·의류,2020,55.04,31.96,-33.648595488601565,4.16,101.0,1.795543689016305,49.51698139480407,-2.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.922309545000473
A195870,해성디에스,코스피 전기·전자,2020,60.49,22.43,20.28701482431312,9.48,208.0,29.29622487574465,91.02415069992162,8.45,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.52205105020779
A200880,서연이화,코스피 운송장비·부품,2020,54.27,21.52,6.167145599641799,4.05,169.0,16.498748089079406,94.2151394423591,-0.91,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.55613895690962
A204320,HL만도,코스피 운송장비·부품,2020,34.98,42.68,-9.43644904580081,-0.35,292.0,13.922440065557652,83.60861119688109,0.69,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.438036048629388
A210540,디와이파워,코스피 기계·장비,2020,79.74,4.69,-21.85755163631772,3.68,107.0,28.978696929021385,274.4203002457889,4.09,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.6182982954363165
A213500,한솔제지,코스피 종이·목재,2020,38.73,43.39,-9.583380828343536,6.06,240.0,11.841614294253567,44.28113988886126,3.91,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3.81289060780203
A214320,이노션,코스피 일반서비스,2020,67.23,0.45,-13.388063904075777,5.34,51.0,4.183154329064863,193.73514189480383,1.97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.2716403886172944
A214330,금호에이치티,코스피 운송장비·부품,2020,68.04,21.23,-18.292389968724,-2.47,89.0,14.849802123511676,150.6201768998948,-3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.021378557359404
A214390,경보제약,코스피 제약,2020,61.62,24.98,12.299501706593574,4.02,141.0,21.398145333350897,81.07534859949071,3.83,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.407637710707186
A249420,일동제약,코스피 제약,2020,42.04,27.67,8.54217138968847,1.0,222.00000000000003,5.699712093959771,76.95700908299362,-2.16,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4.356157509139351
A251270,넷마블,코스피 IT 서비스,2020,79.03,11.24,10.112604346017374,7.1,30.0,10.563688487773788,64.93478926661155,1.88,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.188666212176774
A264900,크라운제과,코스피 음식료·담배,2020,46.68,24.09,-1.312740311133398,6.15,259.0,19.78280140726963,67.99945308669781,4.91,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.234098578286105
A267260,HD현대일렉트릭,코스피 전기·전자,2020,33.22,33.09,0.8144415820699358,4.51,225.0,14.597208868072505,93.6384762219967,-1.83,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.550064118758567
A267270,HD현대건설기계,코스피 기계·장비,2020,49.34,36.27,-31.2856439927243,0.9,127.0,17.20006027523186,126.56880833808631,-1.51,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.848655892267142
A267290,경동도시가스,코스피 전기·가스,2020,50.9,3.26,-23.61986009412256,1.64,314.0,-0.0188594624436737,124.7891432731618,2.6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.834607039056952
A267850,아시아나IDT,코스피 IT 서비스,2020,63.56,11.15,-20.432244665411435,4.47,144.0,44.84752427110805,264.6494068153115,-3.78,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.582177419938733
A271560,오리온,코스피 음식료·담배,2020,67.0,20.4,4.96547388620967,14.84,99.0,32.985360392758686,91.54227396036906,6.31,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4.527665555906245
A271980,제일약품,코스피 제약,2020,42.44,11.98,3.100647711747273,2.18,403.0,-7.250591495970177,77.02604763180344,2.26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.357042714940185
A272550,삼양패키징,코스피 화학,2020,54.52,34.52,-2.096942565382576,14.22,124.0,28.50284615735562,100.04683210827328,5.72,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.615584093613271
A280360,롯데웰푸드,코스피 음식료·담배,2020,52.24,33.52,0.0678728567398145,5.65,126.0,13.431781825849928,103.57908522803628,1.56,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.649943581619379
A286940,롯데이노베이트,코스피 IT 서비스,2020,63.87,0.5,8.234502238013675,4.65,209.0,-6.494489900428123,117.563188010944,4.49,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.775446050617302
A293480,하나제약,코스피 제약,2020,84.02,1.63,6.587738321627312,17.86,78.0,35.25037616398919,341.9190738787088,5.52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.837494483114936
A294870,HDC현대산업개발,코스피 건설,2020,45.12,29.24,-13.099341487326155,15.93,146.0,-7.825135428476456,174.085231230009,4.53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5.165272890960223
A298000,효성화학,코스피 화학,2020,30.05,53.95,-9.369157450685684,6.23,359.0,20.32474208403408,33.56852929625104,2.74,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3.542943710253066
A298040,효성중공업,코스피 전기·전자,2020,32.32,23.33,-19.488401656153755,2.41,265.0,17.156291510089027,52.98458540973171,-0.04,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3.988698550438795
A298050,HS효성첨단소재,코스피 화학,2020,36.13,49.65,-32.36430115963211,1.13,186.0,17.278588980261524,30.36102243059699,4.23,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3.445565797967226
A300720,한일시멘트,코스피 비금속,2020,63.56,23.72,-11.08530306689418,12.77,79.0,17.505890615464928,113.65602579643456,4.31,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.741936566112353
A306200,세아제강,코스피 금속,2020,56.58,22.25,-6.251245436477104,4.66,197.0,15.360298093804236,139.23798282684908,3.18,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.9433408567876915
A000020,동화약품,코스피 제약,2021,82.7,0.78,1.7851849285063004,6.89,81.0,42.40368650094828,289.1550542059836,3.59,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.670415449771423
A000050,경방,코스피 유통,2021,63.15,14.82,20.19647809175736,10.55,36.0,-1.3648694148582134,34.5115318148101,1.92,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3.569857483586133
A000080,하이트진로,코스피 음식료·담배,2021,32.37,29.95,-3.522629825711887,7.61,180.0,26.543597898621364,58.41790653384796,2.22,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.084595637738415
A000100,유한양행,코스피 제약,2021,84.08,0.07,3.583830725271353,3.77,90.0,30.247808014239432,280.9182864885007,5.25,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5.641617264723174
A000120,CJ대한통운,코스피 운송·창고,2021,48.2,29.55,11.426082931875904,3.33,231.0,6.615734204780939,76.22712282804925,1.31,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.346750727297655
A000150,두산,코스피 금융,2021,57.39,29.55,8.110614769655067,6.89,34.0,-12.07977520010437,60.43194244566328,7.66,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.117929935149031
A000220,유유제약,코스피 제약,2021,69.27,19.27,12.387337242734088,-1.76,81.0,3.507276467524412,285.4231576458059,-1.94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5.657470289519519
A000230,일동홀딩스,코스피 제약,2021,65.64,18.57,7.461183762060375,7.24,10.0,1.099726106443122,33.423838214722466,0.56,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3.5387492957437785
A000270,기아,코스피 운송장비·부품,2021,56.6,17.98,19.257261011455952,6.88,167.0,22.22213044567609,124.32633401634637,5.14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4.830921007548103
A000390,삼화페인트,코스피 화학,2021,48.98,27.86,13.288813191468108,-0.51,208.0,-11.089757094742057,87.19096353443354,-1.25,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.479504503505827
A000430,대원강업,코스피 운송장비·부품,2021,64.83,11.71,2.7712664870169768,1.38,149.0,5.904218321514541,73.1032597944958,1.22,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.305459523162982
A000480,CR홀딩스,코스피 비금속,2021,60.97,27.8,-0.4278028042533521,3.89,80.0,7.783188297541191,43.40852495936352,3.83,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.7934314545971173
A000490,대동,코스피 기계·장비,2021,32.17,31.32,39.0017260938232,1.8,350.0,2.642639987476447,62.352712065135165,2.19,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.148717716665868
A000500,가온전선,코스피 전기·전자,2021,44.24,24.35,17.454843578648106,1.51,343.0,-1.129877816761404,126.07466665756036,1.59,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.844774840135037
