Ticker,Name,거래소업종,회계년,자기자본비율,차입금의존도,매출액증가율,영업이익률,총자본회전율,부채상환능력,당좌비율,ROA당기순이익,ESG등급_A,ESG등급_A+,ESG등급_B,ESG등급_B+,ESG등급_C,환경_A,환경_A+,환경_B,환경_B+,환경_C,사회_A,사회_A+,사회_B,사회_B+,사회_C,지배구조_A,지배구조_A+,지배구조_B,지배구조_B+,지배구조_C,log_당좌비율
A004310,현대약품,코스피 제약,2022,47.78,21.77,16.371131749908297,4.9,188.0,12.286741413814708,96.12202068617609,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.575968133171517
A004360,세방,코스피 운송·창고,2022,74.06,8.17,14.113415714858558,3.46,121.0,24.396994629353213,144.14403984026413,4.88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.977726627555672
A004370,농심,코스피 음식료·담배,2022,78.45,1.15,13.953251187551777,2.64,116.0,21.990014709574066,137.92155870375322,2.95,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.933909447966637
A004380,삼익THK,코스피 기계·장비,2022,46.89,37.19,9.227288532652334,6.09,170.0,-5.577207004971176,54.68567468261505,4.04,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.019722926828323
A004410,서울식품,코스피 음식료·담배,2022,39.97,40.27,16.369149382660076,2.04,237.0,0.7121675596320404,46.39067602930155,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8584255011088437
A004430,송원산업,코스피 화학,2022,57.48,24.61,36.71434965535762,14.63,198.0,16.79900023984145,84.65391164980467,11.48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.450314893894292
A004440,삼일씨엔에스,코스피 비금속,2022,66.37,17.56,0.3976184986955289,-4.38,83.0,0.9537607000760512,140.82962236326443,-2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95462649470172
A004490,세방전지,코스피 전기·전자,2022,82.17,7.23,2.77028572073168,5.74,107.0,24.12367151887681,208.50296421852795,3.27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5.3447378882765495
A004540,깨끗한나라,코스피 종이·목재,2022,35.42,47.72,5.068867957478185,0.36,271.0,-1.8478831832368912,43.13833206277452,-0.93,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.7873286126831487
A004560,현대비앤지스틸,코스피 금속,2022,61.16,26.7,49.73957142355528,2.57,253.0,-15.024088979559158,199.1866060453777,2.34,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.299249961772782
A004690,삼천리,코스피 전기·가스,2022,37.67,13.78,52.8067604434967,0.24,298.0,12.857799401149078,119.21538294389286,0.6,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.7892849918152365
A004710,한솔테크닉스,코스피 전기·전자,2022,44.45,39.58,20.94567021016276,1.52,296.0,7.769088907640233,110.2019144893844,3.19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.711347598299432
A004720,팜젠사이언스,코스피 제약,2022,51.07,23.55,37.37894241437903,4.96,185.0,-1.557952728453465,72.6857193098558,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.299809012575315
A004830,덕성,코스피 화학,2022,68.57,21.77,9.17216124869169,4.21,142.0,25.30258140804217,239.2763328407387,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5.481789647840935
A004910,조광페인트,코스피 화학,2022,47.42,37.21,9.225157973879485,0.73,143.0,-0.0523455182178683,53.51103329362314,0.36,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3.998403126934375
A004920,씨아이테크,코스피 전기·전자,2022,67.79,23.18,34.55512332169115,1.45,56.99999999999999,17.433543661389425,115.66524078812436,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7593086439245855
A004960,한신공영,코스피 건설,2022,36.21,34.51,-7.841032595234831,3.03,172.0,8.886297638546072,104.19864807124284,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.655850449187221
A004970,신라교역,코스피 농업·임업 및 어업,2022,81.17,10.59,27.276098510034963,2.81,69.0,3.299646414716495,156.10369458230514,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.056906062377186
A004980,성신양회,코스피 비금속,2022,37.81,35.66,23.614090622405293,-1.34,174.0,3.3580100726477635,50.73046557225528,-2.62,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3.9460468840185206
A005010,휴스틸,코스피 금속,2022,73.84,10.94,35.91919477334782,14.6,115.0,20.9431743421369,183.1748688115001,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.215885680265108
A005070,코스모신소재,코스피 화학,2022,55.66,24.37,58.74998538296525,6.69,213.0,0.2722303935411998,106.37616583019329,6.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.6763382378025735
A005180,빙그레,코스피 음식료·담배,2022,78.91,2.91,10.91997142857548,3.57,189.0,-18.54677803774052,115.12984589123148,4.15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.754708926220116
A005300,롯데칠성,코스피 음식료·담배,2022,39.33,41.57,12.67228459358778,7.68,188.0,11.645134512610172,56.459427082804936,3.44,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0510790827879815
A005320,온타이드,코스피 유통,2022,67.52,18.44,57.14161699410811,4.07,220.00000000000003,17.34359220413548,118.69311739007694,-1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.78493111208104
A005380,현대차,코스피 운송장비·부품,2022,66.84,6.36,17.450245588895406,4.33,120.0,22.69127071382119,94.57346056212458,4.54,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.559895172333996
A005420,코스모화학,코스피 화학,2022,46.79,35.21,30.34926620966572,3.83,146.0,-1.609518859962743,18.224927588500144,0.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.9562077488566634
A005500,삼진제약,코스피 제약,2022,67.85,21.53,9.581884646858915,8.46,107.0,13.23196810720498,80.43114003035947,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.399757755508259
A005610,SPC삼립,코스피 음식료·담배,2022,37.62,40.13,18.61765872248369,4.71,461.00000000000006,9.834839046481964,41.84691834134456,4.73,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3.7576337251027594
A005690,파미셀,코스피 제약,2022,69.92,15.36,16.155037015296593,14.74,86.0,23.99606580069735,138.382286696237,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.937220422076374
A005720,넥센,코스피 화학,2022,85.69,2.61,45.41722586780599,4.15,119.0,50.50007715865801,167.78902553897527,4.27,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5.128649565468787
A005750,대림B&Co,코스피 비금속,2022,46.89,28.36,-2.785840642346216,0.63,160.0,4.055617165486967,74.28146772029747,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.3212339919029175
A005800,신영와코루,코스피 섬유·의류,2022,84.97,6.3,6.526117905892903,3.71,63.0,11.079813160961454,198.4370188252024,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.295498491375959
A005810,풍산홀딩스,코스피 금융,2022,89.16,0.12,26.74810216071204,13.53,33.0,18.986125679165983,184.5064551537236,3.57,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5.223089680114395
A005820,원림,코스피 섬유·의류,2022,84.22,7.41,2.3509241760901967,-1.45,55.00000000000001,11.324045955441433,204.32752173798767,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.3246063712407805
A005850,에스엘,코스피 운송장비·부품,2022,77.36,0.0,17.920670408756088,7.32,167.0,25.00445096324851,232.61402001354955,8.97,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.453670266334404
A005870,휴니드,코스피 전기·전자,2022,47.46,0.92,-2.297306310800573,5.69,160.0,30.1201598447311,89.94305156462207,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.510233503635751
A005950,이수화학,코스피 화학,2022,52.82,34.95,13.042227088581848,-0.07,287.0,-11.356675412994417,42.13367686986603,1.57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.7643040578924616
A005960,동부건설,코스피 건설,2022,45.24,20.69,27.992451598329325,2.07,234.0,-11.39210180665633,131.92834445197883,4.07,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.889810219517583
A006040,동원산업,코스피 금융,2022,60.97,30.17,41.446871764536056,14.78,70.0,9.526264720519393,56.24663391586877,4.59,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.047368844476416
A006090,사조오양,코스피 음식료·담배,2022,60.01,23.94,12.23644215599604,2.76,183.0,-11.792870443211442,46.50128127198119,2.59,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.860756684823772
A006110,삼아알미늄,코스피 금속,2022,47.93,34.92,27.63087080878517,8.22,210.0,-8.73931938403337,47.10047625076084,6.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8732920783259175
A006280,녹십자,코스피 제약,2022,64.35,22.39,6.376403571402012,5.65,101.0,11.919521334068268,102.1162872883862,2.81,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.635857354185128
A006360,GS건설,코스피 건설,2022,38.72,24.49,10.48994982088882,3.26,176.0,-1.0857232102757983,96.01358037990764,1.88,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.574850972620323
A006390,한일현대시멘트,코스피 비금속,2022,56.06,29.47,18.682544131390657,7.46,137.0,-2.7599296882997306,119.94671794014988,5.73,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4.795350101013197
A006400,삼성SDI,코스피 전기·전자,2022,67.14,7.93,50.73941216829909,5.79,142.0,19.989841480094785,107.9591112407409,4.85,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.690972685619963
A006570,대림통상,코스피 금속,2022,53.44,27.71,5.429959699611664,3.07,151.0,8.68650302134872,69.42474395447503,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2545446780366225
A006740,영풍제지,코스피 종이·목재,2022,67.04,24.23,-12.569941187822575,7.45,79.0,18.76563510480842,232.564427703319,3.86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.4534579606912
A007070,GS리테일,코스피 유통,2022,51.69,30.21,12.2429039093078,3.53,253.0,16.572334824323665,58.96792651073848,0.79,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.093809861140595
A007160,사조산업,코스피 농업·임업 및 어업,2022,56.3,30.83,14.5270886853911,5.99,149.0,-2.406585651874354,82.41830994238694,2.87,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.423867828942219
A007210,벽산,코스피 비금속,2022,47.83,31.48,19.033915260604715,4.31,161.0,13.84258471076201,85.09792544995332,1.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.455485316485487
A007310,오뚜기,코스피 음식료·담배,2022,61.28,21.58,14.299380027378028,5.68,189.0,10.540813765797594,79.4570217706403,7.88,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.387723150805998
A007570,일양약품,코스피 제약,2022,54.34,21.12,2.0807701452788763,5.0,125.0,1.0682429048314002,42.73150989589971,2.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.7780688925191286
A007590,동방아그로,코스피 화학,2022,69.51,0.55,9.60003861622003,6.36,99.0,9.820515183103032,134.64328945769992,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.910028568347188
A007690,국도화학,코스피 화학,2022,62.0,24.65,-7.412065776619481,9.23,179.0,25.883169101702485,100.79788217834576,7.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.622989300150962
A007810,코리아써키트,코스피 전기·전자,2022,52.58,25.08,24.34158310695178,7.49,189.0,23.136279285764843,145.02914583432985,7.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.983806230787378
A007980,TP,코스피 섬유·의류,2022,37.58,44.87,25.140591684336023,6.25,338.0,9.846142523219848,22.200324239114963,3.06,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.1441662543985243
A008040,사조동아원,코스피 음식료·담배,2022,47.95,42.01,52.08341435759196,2.41,286.0,-23.00772896857874,36.70710824009254,0.22,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.6298486241636834
A008250,이건산업,코스피 종이·목재,2022,40.3,40.78,13.56538036188355,-1.84,164.0,-1.06327844077122,36.17203348615159,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.6155566905381065
A008350,남선알미늄,코스피 금속,2022,73.34,3.65,11.025602790888133,-0.91,134.0,-8.505293740861378,227.07444687649223,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.4296720970460575
A008490,서흥,코스피 화학,2022,58.96,34.89,-7.679270315676268,9.55,123.0,16.189220954479712,77.38991228840727,4.47,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4.361695249286971
A008600,윌비스,코스피 유통,2022,56.88,36.09,-10.10037144515923,1.37,128.0,2.3291729124810545,121.03650645589528,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.804320233216962
A008730,율촌화학,코스피 화학,2022,50.93,31.71,-16.02274323156442,-2.04,129.0,3.960823600768135,109.77156477600252,-0.96,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.707470105780988
A008870,금비,코스피 비금속,2022,51.98,33.49,-0.9767711718367432,-6.55,99.0,-17.4731106330511,40.3821980082662,-1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7228507885545103
A008930,한미사이언스,코스피 금융,2022,66.8,26.97,58.24187372210894,19.65,11.0,2.020982420667649,15.56552475201462,2.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2.807323713608977
A008970,동양철관,코스피 금속,2022,52.86,27.29,49.32241649159326,2.17,253.0,28.326632043112703,63.17231155045876,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.161571833405342
A009070,KCTC,코스피 운송·창고,2022,40.61,41.27,34.77988210916252,3.64,318.0,16.44329484676888,65.21148344405967,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.192853913821841
A009150,삼성전기,코스피 전기·전자,2022,73.14,9.79,0.6288367188227673,11.04,131.0,20.80358414969172,185.82914825788035,9.61,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.230194553546193
A009160,SIMPAC,코스피 금속,2022,65.95,21.12,2.774684553628015,17.26,100.0,8.581751723460235,96.77025553979212,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5826203951972175
A009190,대양금속,코스피 금속,2022,43.53,39.67,17.72459932997372,5.73,175.0,5.798665112552904,86.55721028861193,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.472292411578487
A009200,무림페이퍼,코스피 종이·목재,2022,28.76,58.68,19.73074342327452,2.04,190.0,-2.724253579471778,70.37786426829292,-1.14,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.267987797024484
A009270,신원,코스피 섬유·의류,2022,42.5,35.81,12.940204728750526,3.78,445.0,17.129191369650094,57.2329636733318,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.064451580541022
A009290,광동제약,코스피 제약,2022,65.92,17.77,3.0655716432299585,3.95,172.0,27.157822979742136,111.42561491408792,3.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.722291802191183
A009310,참엔지니어링,코스피 기계·장비,2022,45.17,32.09,18.56438791914108,2.23,236.0,11.163627744615368,80.69042492977263,-2.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.4029367970757445
A009450,경동나비엔,코스피 전기·전자,2022,56.86,11.99,2.9903499732205407,5.99,255.0,9.223573979390777,80.09218259188646,6.32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.395586564266788
A009460,한창제지,코스피 종이·목재,2022,39.01,42.83,17.953971094775056,0.6,196.0,3.996023006014225,56.6949832589054,0.47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4.055170224481157
A009470,삼화전기,코스피 전기·전자,2022,55.77,6.02,2.6210820173684146,7.57,321.0,31.42062446774067,87.53900565052949,9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.483443196729632
A009580,무림P&P,코스피 종이·목재,2022,47.92,36.14,28.557093567071743,9.06,122.0,3.103721992087189,78.6598132397573,1.6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.377765233283731
A009810,플레이그램,코스피 유통,2022,54.89,37.19,26.392210865435818,-8.06,80.0,-20.38639808199548,71.83402640798607,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.288183241721382
A009830,한화솔루션,코스피 화학,2022,49.44,32.02,25.256235803365136,9.63,111.0,-0.0182705339861691,71.68496959756474,6.38,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.286134617601593
A010040,한국내화,코스피 비금속,2022,75.52,11.12,17.448417720783983,3.42,108.0,5.919466761427443,108.47466108880296,1.03,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.695693116896445
A010100,한국무브넥스,코스피 운송장비·부품,2022,47.22,9.33,22.38918349026555,1.92,352.0,5.291918206156192,83.50908119885344,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.436858998397579
A010120,LS ELECTRIC,코스피 전기·전자,2022,53.0,26.31,21.6264588783214,6.05,159.0,-9.685249798567083,139.0895743655245,2.57,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.942282034910342
A010130,고려아연,코스피 금속,2022,83.25,4.27,12.828911375340546,11.52,104.0,46.70235619081219,145.54632515204136,7.13,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4.987341591114362
A010620,HD현대미포,코스피 운송장비·부품,2022,44.37,0.24,29.321584552626835,-3.2,173.0,5.841164712208841,103.8005969739038,-0.96,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.652059468186594
A010640,진양폴리,코스피 화학,2022,67.21,13.86,-1.462978280155525,6.37,168.0,31.9934560007617,106.43927326040104,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.676925788048407
A010660,화천기계,코스피 기계·장비,2022,79.8,0.23,7.865837900782302,0.68,149.0,7.346278221183287,187.2185327983848,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.237603696258324
A010690,화신,코스피 운송장비·부품,2022,48.75,36.88,30.60843064345631,3.33,270.0,0.4088644248420062,104.8487223383218,5.94,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4.66201092701508
A010780,아이에스동서,코스피 비금속,2022,43.86,37.92,43.10482919788908,16.93,139.0,22.01137011599607,49.2761142897824,6.16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.91753009930733
A010820,퍼스텍,코스피 금속,2022,26.81,5.71,17.159798918513623,1.94,320.0,0.7926597258347913,52.12847646990527,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9727130645370257
A010960,삼호개발,코스피 건설,2022,78.23,1.94,-3.1570362963809995,0.72,138.0,-19.255359102122966,249.4803932109591,1.75,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5.5233806468466815
A011150,CJ씨푸드,코스피 음식료·담배,2022,52.78,23.41,-5.822935629845771,2.71,214.0,-1.3374498321465025,63.3483580412462,5.36,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4.164311417652045
A011170,롯데케미칼,코스피 화학,2022,63.26,27.47,18.614946380452825,-3.73,136.0,-4.883425960871037,106.35118113725702,-1.77,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4.6761055269401535
A011210,현대위아,코스피 운송장비·부품,2022,55.33,22.38,4.62238727976747,1.33,213.0,10.271941117693354,147.25944337216677,-0.19,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.9989637348182265
A011280,태림포장,코스피 종이·목재,2022,53.24,30.54,11.84899160819606,1.76,240.0,8.656561704277946,58.227206242478026,1.28,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4.081381001229074
A011330,유니켐,코스피 섬유·의류,2022,32.0,50.94,-11.773720364767314,4.16,83.0,7.923742757228738,15.075302499394278,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777284087949381
A011390,부산산업,코스피 비금속,2022,86.04,0.23,-10.21538730196896,-2.62,66.0,-13.011796183957204,149.10724787623724,-0.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.01135002445723
A011420,갤럭시아에스엠,코스피 오락·문화,2022,57.61,30.67,4.133006163743502,13.87,91.0,3.5535038814881283,29.163115342696315,9.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.406619831661291
A011500,한농화성,코스피 화학,2022,67.69,21.83,-2.36181692379841,1.9,159.0,24.0424243671848,186.28198707104875,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.232615433287884
A011930,신성이엔지,코스피 전기·전자,2022,35.69,45.12,48.571105980716986,2.42,290.0,-8.85784783618622,67.13356115894598,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.221469913475995
A012030,DB,코스피 IT 서비스,2022,71.72,12.44,24.842773955344867,3.57,91.0,21.115289414297205,80.8757542662991,2.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.405202906325796
A012160,영흥,코스피 금속,2022,50.0,38.31,6.554629446606497,1.68,128.0,-3.810208841134485,47.8784314785168,-0.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.88933622512009
A012280,영화금속,코스피 운송장비·부품,2022,28.41,48.02,20.94356379729048,-0.39,461.00000000000006,3.367858977139312,62.948390703426526,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.158076362789156
A012330,현대모비스,코스피 운송장비·부품,2022,75.01,4.33,24.60268389602012,4.13,134.0,27.15792943862415,199.70623581815963,4.68,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.301842325664212
A012450,한화에어로스페이스,코스피 운송장비·부품,2022,30.55,25.0,59.765652896415,7.53,82.0,20.24281468704553,61.58879138288984,4.44,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.1365862106829026
A012510,더존비즈온,코스피 IT 서비스,2022,51.68,33.0,-5.13009215458573,15.17,65.0,18.09796641682995,85.39656468155941,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4589479143894355
A012610,경인양행,코스피 화학,2022,53.62,39.38,-10.952196597340237,4.44,117.0,11.542658407406744,34.28228209549861,1.79,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3.563380914293149
A012690,모나리자,코스피 종이·목재,2022,79.37,6.35,13.600357267441288,2.4,158.0,32.53590924341995,138.88853802089136,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.940845948514372
A012750,에스원,코스피 일반서비스,2022,74.2,2.33,6.59301291084069,7.94,168.0,51.15282229834207,207.16038172940145,7.29,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5.338308848589385
A012800,대창,코스피 금속,2022,40.19,49.58,10.032606409528434,1.48,291.0,6.403357328007757,62.53988371284014,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.151667798698684
A013360,일성건설,코스피 건설,2022,29.0,29.91,11.18363330585892,0.68,405.0,-8.475660713988383,100.26575623569558,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.617748311022229
A013520,화승코퍼레이션,코스피 운송장비·부품,2022,51.24,42.38,47.684885237002895,5.71,66.0,2.225426368915997,27.663767491226853,2.14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3.355633868444037
A013580,계룡건설,코스피 건설,2022,39.0,20.41,9.705746853442164,4.7,302.0,5.125466960196177,77.73976898275822,3.31,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.366148351586449
A013870,지엠비코리아,코스피 운송장비·부품,2022,53.02,27.0,14.54774579432836,1.08,240.0,10.420919663421015,71.43271641418045,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.282658081496528
A014160,대영포장,코스피 종이·목재,2022,67.52,12.66,2.2958718064578942,3.94,181.0,33.20002298613355,127.90627324055852,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859085576259432
A014280,금강공업,코스피 금속,2022,47.12,41.56,19.350325404460577,8.34,121.0,1.5074946228687764,52.63009161778622,4.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.9821103213242757
A014710,사조씨푸드,코스피 음식료·담배,2022,68.19,17.0,15.176960844338527,6.75,86.0,-14.388323934767392,24.51806365774555,2.41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.239386580117709
A014790,HL D&I,코스피 건설,2022,28.37,41.0,2.357692559996294,2.72,347.0,1.435930790862324,73.92047352569311,1.26,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4.316427197973601
A014910,성문전자,코스피 전기·전자,2022,61.22,27.29,1.9508557165546223,-0.73,96.0,1.9312325051726305,110.48431896738887,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.713883943946078
A015590,KIB플러그에너지,코스피 기계·장비,2022,57.0,13.54,30.93812062917977,12.24,102.0,17.310904934526906,148.83044455388207,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.00950428510586
