조사년도,학교명,시도명,지역명,학제유형명,고등교육학교_입학생수,6학년재적학생수,5학년재적학생수,4학년재적학생수,3학년재적학생수,2학년재적학생수,1학년재적학생수
2011,명지대학교,경기,경기 용인시,대학,1871,0,192,2649,2512,3725,2316
2011,명지대학교,서울,서울 서대문구,대학,1527,0,0,3246,2788,2761,1834
2011,춘천교육대학교,강원,강원 춘천시,교육대학,397,0,0,475,465,450,401
2011,목포해양대학교,전남,전남 목포시,대학,643,0,0,667,662,871,856
2011,서울한영대학교,서울,서울 구로구,대학,205,0,0,211,242,278,250
2011,중원대학교,충북,충북 괴산군,대학,575,0,0,0,122,472,634
2011,한국항공대학교,경기,경기 고양시,대학,1001,0,0,1458,1525,1630,1933
2011,원광대학교,전북,전북 익산시,대학,4551,0,48,5578,5458,8584,5815
2011,경상국립대학교,경남,경남 진주시,대학,3548,0,34,5207,4568,7277,4358
2011,영남신학대학교,경북,경북 경산시,대학,142,0,0,197,185,177,160
2011,이화여자대학교,서울,서울 서대문구,대학,3389,0,39,7164,3869,3412,3433
2011,한려대학교,전남,전남 광양시,대학,506,0,0,0,0,0,503
2011,고신대학교,부산,부산 영도구,대학,1051,0,0,1246,1152,1690,1492
2011,경남과학기술대학교,경남,경남 진주시,산업대학,0,0,14,1884,1783,2737,464
2011,순천향대학교,충남,충남 아산시,대학,2764,0,0,3618,3722,5242,3013
2011,한국체육대학교,서울,서울 송파구,대학,607,0,0,822,771,937,631
2011,남부대학교,광주,광주 광산구,대학,859,0,0,608,889,1042,1183
2011,초당대학교,전남,전남 무안군,산업대학,955,0,0,1205,1161,1321,1642
2011,상주대학교,경북,경북 상주시,산업대학,0,0,0,1165,919,953,657
2011,한양대학교,경기,경기 안산시,대학,2132,0,64,4140,3353,3727,2367
2011,한양대학교,서울,서울 성동구,대학,3292,0,90,7474,5659,5522,3817
2011,부경대학교,부산,부산 남구,대학,3782,0,65,7316,5191,8034,4707
2011,수원대학교,경기,경기 화성시,대학,2961,0,0,3712,3643,4991,3588
2011,한경대학교,경기,경기 안성시,산업대학,1460,0,17,2171,2156,2476,2235
2011,충남대학교,대전,대전 유성구,대학,4117,0,36,7093,5827,7779,4810
2011,한국외국어대학교,경기,경기 용인시,대학,1898,0,0,3372,3087,3063,2202
2011,한국외국어대학교,서울,서울 동대문구,대학,1973,0,0,3727,3394,3027,2251
2011,대구가톨릭대학교,경북,경북 경산시,대학,3452,0,27,4748,3747,6002,4280
2011,부산가톨릭대학교,부산,부산 금정구,대학,1037,0,0,1263,1239,1664,1252
2011,인제대학교,경남,경남 김해시,대학,2485,0,33,3036,2808,4549,3007
2011,인제대학교,부산,부산 부산진구,대학,86,0,0,271,285,194,192
2011,한국국제대학교,경남,경남 진주시,대학,1166,0,0,780,869,1402,1879
2011,한성대학교,서울,서울 성북구,대학,1794,0,0,2659,2688,3354,2009
2011,동국대학교,경북,경북 경주시,대학,2095,0,0,2816,2599,3272,3815
2011,동국대학교,서울,서울 중구,대학,3163,0,0,6055,4826,4986,4758
2011,경남과학기술대학교,경남,경남 진주시,대학,1466,0,0,0,0,0,1451
2011,서울과학기술대학교,서울,서울 노원구,산업대학,2159,0,44,4813,5024,4067,4044
2011,상지대학교,강원,강원 원주시,대학,2252,0,0,2645,2740,4180,2923
2011,차의과학대학교,경기,경기 포천시,대학,344,0,0,161,174,135,342
2011,중부대학교,충남,충남 금산군,대학,2348,0,0,1964,2079,3531,4212
2011,금강대학교,충남,충남 논산시,대학,101,0,0,129,110,168,108
2011,한국과학기술원,대전,대전 유성구,대학,846,0,0,880,1360,1180,1404
2011,성신여자대학교,서울,서울 성북구,대학,2469,0,0,3849,3260,2577,2497
2011,침례신학대학교,대전,대전 유성구,대학,416,0,0,464,447,621,469
2011,순천대학교,전남,전남 순천시,대학,1980,0,51,2568,2315,3878,2400
2011,대구외국어대학교,경북,경북 경산시,대학,143,0,0,106,98,203,195
2011,가천의과학대학교,인천,인천 연수구,대학,947,0,0,1280,1153,1353,1062
2011,가톨릭꽃동네대학교,충북,충북 청원군,대학,131,0,0,143,159,178,149
2012,광주여자대학교,광주,광주 광산구,대학,1084,0,0,1063,1127,1131,1124
2012,호원대학교,전북,전북 군산시,산업대학,1191,0,0,1640,1754,2254,1597
2012,우송대학교,대전,대전 동구,산업대학,0,0,0,791,185,277,117
2012,한경국립대학교,경기,경기 안성시,대학,1396,0,0,0,0,0,1372
2012,삼육대학교,서울,서울 노원구,대학,1387,0,27,1844,1646,2005,2000
2012,선교청대학교,충남,충남 천안시,대학,11,0,0,11,42,53,24
2012,광주대학교(산업대),광주,광주 남구,산업대학,0,0,0,177,46,28,6
2012,연세대학교,강원,강원 원주시,대학,1689,0,0,3426,2930,2821,2073
2012,연세대학교,서울,서울 서대문구,대학,3933,0,74,8350,6927,6346,4520
2012,전남대학교,광주,광주 북구,대학,3729,0,42,7354,5635,7266,4419
2012,전남대학교,전남,전남 여수시,대학,933,0,21,1186,1114,1887,1212
2012,대구대학교,경북,경북 경산시,대학,4962,0,0,6661,5962,10079,6288
2012,경운대학교,경북,경북 구미시,대학,1359,0,0,0,0,0,1348
2012,아세아연합신학대학교,경기,경기 양평군,대학,203,0,0,181,197,265,373
2012,전북대학교,전북,전북 익산시,대학,0,0,0,0,0,0,0
2012,전북대학교,전북,전북 전주시,대학,4503,0,39,7073,6222,8822,5298
2012,중앙대학교,경기,경기 안성시,대학,0,0,0,0,0,0,0
2012,중앙대학교,경기,경기 안성시,대학,1882,0,17,3618,2899,3175,3014
2012,중앙대학교,서울,서울 동작구,대학,3384,0,69,5453,4665,5127,4982
2012,홍익대학교,서울,서울 마포구,대학,2765,0,144,4837,4040,4535,3590
2012,홍익대학교,충남,충남 연기군,대학,1578,0,85,2612,2193,2605,2049
2012,신경대학교,경기,경기 화성시,대학,328,0,0,99,255,508,456
2012,경운대학교,경북,경북 구미시,산업대학,0,0,0,1181,1888,2237,1189
2012,전주교육대학교,전북,전북 전주시,교육대학,310,0,0,429,388,358,320
2012,영산대학교(산업대),경남,경남 양산시,산업대학,0,0,0,218,28,8,2
2012,영산대학교(산업대),부산,부산 해운대구,산업대학,0,0,0,190,23,9,0
2012,제주국제대학교,제주,제주 제주시,대학,561,0,0,0,0,0,547
2012,광운대학교,서울,서울 노원구,대학,1953,0,66,4036,2886,3528,2751
2012,추계예술대학교,서울,서울 서대문구,대학,311,0,0,459,394,375,369
2012,광신대학교,광주,광주 북구,대학,124,0,0,194,151,115,149
2012,송원대학교,광주,광주 남구,대학,841,0,0,0,0,0,831
2012,을지대학교,경기,경기 성남시,대학,1089,0,0,1606,1388,1550,1187
2012,을지대학교,대전,대전 중구,대학,164,0,0,246,219,254,236
2012,동의대학교,부산,부산 부산진구,대학,4360,0,44,5852,5124,8515,5615
2012,경인교육대학교,경기,경기 안양시,교육대학,0,0,0,422,408,714,12
2012,경인교육대학교,인천,인천 계양구,교육대학,645,0,0,428,393,14,656
2012,안양대학교,경기,경기 안양시,대학,1230,0,0,1723,1609,1992,1492
2012,안양대학교,인천,인천 강화군,대학,143,0,0,146,168,252,176
2012,대구교육대학교,대구,대구 남구,교육대학,410,0,0,563,549,487,416
2012,한려대학교,전남,전남 광양시,산업대학,0,0,0,256,418,20,10
2012,정석대학,서울,서울 강서구,기술대학(대학과정),58,0,0,75,68,0,0
2012,정석대학,서울,서울 강서구,기술대학(전문대학과정),18,0,0,0,0,22,22
2012,서남대학교,전북,전북 남원시,대학,837,0,0,418,1241,897,1003
2012,서남대학교,충남,충남 아산시,대학,1036,0,0,204,1267,1165,1212
2012,공주대학교,충남,충남 공주시,대학,3570,0,52,4588,4655,6145,4083
2012,동명대학교,부산,부산 남구,대학,2241,0,0,2020,2840,4938,3678
2012,한일장신대학교,전북,전북 완주군,대학,261,0,0,355,339,280,351
2012,서강대학교,서울,서울 마포구,대학,1872,0,0,3568,3153,3152,2084
2012,부산대학교,부산,부산 금정구,대학,4964,0,38,8389,6591,8823,5726
2012,울산대학교,울산,울산 남구,대학,3108,0,86,5926,4347,6409,4008
2012,한서대학교,충남,충남 서산시,대학,2023,0,0,2368,2434,3760,2139
2012,건동대학교,경북,경북 안동시,대학,90,0,0,108,144,309,176
2012,광주가톨릭대학교,전남,전남 나주시,대학,26,0,0,23,51,31,29
2012,동양대학교,경북,경북 영주시,대학,1231,0,0,1131,1222,2192,2080
2012,가톨릭관동대학교,강원,강원 강릉시,대학,2621,0,22,2524,3570,5319,3477
2012,한북대학교,경기,경기 동두천시,대학,530,0,0,194,382,717,651
2012,제주대학교,제주,제주 제주시,대학,2476,0,21,3985,3611,5073,3386
2012,서울여자대학교,서울,서울 노원구,대학,1921,0,0,3329,2352,1865,2056
2012,목포가톨릭대학교,전남,전남 목포시,대학,139,0,0,156,132,160,155
2012,강서대학교,서울,서울 강서구,대학,377,0,0,523,447,521,577
2012,한중대학교,강원,강원 동해시,대학,585,0,0,519,599,889,768
2012,대진대학교,경기,경기 포천시,대학,2124,0,0,2568,2861,3819,2385
2012,장로회신학대학교,서울,서울 광진구,대학,164,0,0,263,233,238,201
2012,백석대학교,충남,충남 천안시,대학,3436,0,0,4176,4584,5993,4175
2012,수원가톨릭대학교,경기,경기 오산시,대학,45,0,0,46,58,92,51
2012,한국해양대학교,부산,부산 영도구,대학,1593,0,14,2293,1975,2091,2783
2012,대전가톨릭대학교,충남,충남 연기군,대학,27,0,0,46,59,20,27
2012,국민대학교,서울,서울 성북구,대학,3557,0,81,5588,4660,5197,6044
2012,대전신학대학교,대전,대전 대덕구,대학,48,0,0,28,48,76,59
2012,나사렛대학교,충남,충남 천안시,대학,1508,0,0,1960,1649,2098,2375
2012,경동대학교,강원,강원 고성군,대학,895,0,0,772,877,1625,1628
2012,고려대학교,서울,서울 성북구,대학,4299,0,40,6904,7255,7331,6341
2012,고려대학교,충남,충남 연기군,대학,1645,0,0,2303,2424,2907,3025
2012,목포대학교,전남,전남 무안군,대학,1949,0,24,2530,2468,4171,2470
2012,성공회대학교,서울,서울 구로구,대학,574,0,0,869,892,962,705
2012,대구예술대학교,경북,경북 칠곡군,대학,492,0,0,289,394,592,653
2012,위덕대학교,경북,경북 경주시,대학,893,0,0,783,870,1426,1155
2012,인천대학교,인천,인천 연수구,대학,2964,0,0,3460,6029,5852,3529
2012,동아대학교,부산,부산 사하구,대학,4945,0,57,8297,6688,7161,9013
2012,예원예술대학교,전북,전북 임실군,대학,268,0,0,286,339,461,338
2012,예원예술대학교,전북,전북 전주시,대학,0,0,0,0,0,0,0
2012,영산선학대학교,전남,전남 영광군,대학,13,0,0,15,18,11,16
2012,서울대학교,서울,서울 관악구,대학,3417,0,64,7232,4951,5091,4025
2012,초당대학교,전남,전남 무안군,대학,942,0,0,0,137,0,942
2012,동신대학교,전남,전남 나주시,대학,1876,0,9,1592,1859,2413,3628
2012,상명대학교,서울,서울 종로구,대학,1567,0,0,2409,2266,2502,1840
2012,상명대학교,충남,충남 천안시,대학,1589,0,0,2194,2212,2448,1878
2012,총신대학교,서울,서울 동작구,대학,418,0,0,524,586,541,576
2012,서울과학기술대학교,서울,서울 노원구,대학,2439,0,0,0,142,0,2435
2012,대신대학교,경북,경북 경산시,대학,105,0,0,171,169,158,160
2012,계명대학교,대구,대구 달서구,대학,5475,0,26,8330,7666,8886,9995
2012,충북대학교,충북,충북 청주시,대학,3413,0,39,5301,4447,6455,4091
2012,강남대학교,경기,경기 용인시,대학,1839,0,0,2434,2399,2490,2970
2012,공주교육대학교,충남,충남 공주시,교육대학,388,0,0,525,478,469,399
2012,울산과학기술대학교,울산,울산 울주군,대학,768,0,0,275,610,1000,834
2012,포항공과대학교,경북,경북 포항시,대학,332,0,0,486,434,356,337
2012,강릉원주대학교,강원,강원 강릉시,대학,1629,0,0,1753,2048,3160,1967
2012,강릉원주대학교,강원,강원 원주시,대학,587,0,0,570,675,1073,701
2012,서울기독대학교,서울,서울 은평구,대학,215,0,0,229,226,216,260
2012,청운대학교,충남,충남 홍성군,산업대학,1527,0,0,1782,1560,2474,3181
2012,서울장신대학교,경기,경기 광주시,대학,134,0,0,155,156,196,177
2012,극동대학교,충북,충북 음성군,대학,1203,0,0,1217,1334,1928,1941
2012,창원대학교,경남,경남 창원시,대학,2057,0,35,3661,2703,4150,2314
2012,숭실대학교,서울,서울 동작구,대학,3036,0,82,6236,4996,5851,3578
2012,영남대학교,경북,경북 경산시,대학,5438,0,70,10012,7481,8427,9210
2012,인하대학교,인천,인천 남구,대학,3949,0,75,8575,6638,7996,4703
2012,건국대학교,서울,서울 광진구,대학,3464,0,0,6888,5684,5948,5586
2012,건국대학교,충북,충북 충주시,대학,1947,0,0,3174,2693,3489,2960
2012,중앙승가대학교,경기,경기 김포시,대학,63,0,0,60,71,73,64
2012,경성대학교,부산,부산 남구,대학,3409,0,0,4659,4025,4961,5988
2012,경남대학교,경남,경남 마산시,대학,3458,0,19,4796,4008,6977,4496
2012,성균관대학교,서울,서울 종로구,대학,4039,0,90,9005,6862,6717,4651
2012,호남신학대학교,광주,광주 남구,대학,154,0,0,201,186,222,206
2012,우석대학교,전북,전북 완주군,대학,2014,0,0,2351,2376,3435,2841
2012,경주대학교,경북,경북 경주시,대학,852,0,7,1318,1141,2417,1480
2012,예수대학교,전북,전북 전주시,대학,143,0,0,173,155,169,147
2012,선문대학교,충남,충남 아산시,대학,2542,0,37,2814,3262,5379,2918
2012,제주교육대학교,제주,제주 제주시,교육대학,0,0,0,0,0,0,0
2012,가야대학교,경남,경남 김해시,대학,684,0,0,719,686,810,1188
2012,가야대학교,경북,경북 고령군,대학,30,0,0,0,4,1,39
2012,성결대학교,경기,경기 안양시,대학,1454,0,0,1956,1613,2089,2107
2012,경북대학교,경북,경북 상주시,대학,1095,0,0,885,1079,1667,2751
2012,경북대학교,대구,대구 북구,대학,4274,0,36,6337,5905,6941,8632
2012,한국산업기술대학교,경기,경기 시흥시,산업대학,0,0,0,2336,1967,2222,1850
2012,한국교원대학교,충북,충북 청원군,대학,586,0,0,669,738,745,633
2012,한밭대학교,대전,대전 유성구,산업대학,0,0,31,2965,2888,3345,1693
2012,경기대학교,경기,경기 수원시,대학,2903,0,82,3978,4185,4659,4735
2012,경기대학교,서울,서울 서대문구,대학,612,0,0,820,924,889,1021
2012,경북외국어대학교,대구,대구 북구,대학,126,0,0,93,110,136,186
2012,가천대학교,경기,경기 성남시,대학,4555,0,68,5703,5975,7532,5513
2012,조선대학교,광주,광주 동구,대학,5210,0,30,7002,6959,9850,6495
2012,한세대학교,경기,경기 군포시,대학,652,0,0,1161,842,1075,740
2012,협성대학교,경기,경기 화성시,대학,1194,0,0,1435,1505,2025,1417
2012,금오공과대학교,경북,경북 구미시,대학,1460,0,45,2929,1915,3607,1889
2012,루터대학교,경기,경기 용인시,대학,102,0,0,112,153,227,166
2012,한신대학교,경기,경기 오산시,대학,1407,0,0,1976,1873,2384,1671
2012,서원대학교,충북,충북 청주시,대학,1851,0,20,1882,2010,3301,2254
2012,용인대학교,경기,경기 용인시,대학,1632,0,0,1869,1907,2374,2921
2012,칼빈대학교,경기,경기 용인시,대학,120,0,0,134,165,179,154
2012,부산장신대학교,경남,경남 김해시,대학,73,0,0,88,77,81,103
2012,아주대학교,경기,경기 수원시,대학,2175,0,42,3947,3533,3665,3682
2012,제주국제대학교,제주,제주 서귀포시,대학,0,0,0,193,200,148,58
2012,전주대학교,전북,전북 전주시,대학,3038,0,22,3911,3272,4402,5580
2012,서경대학교,서울,서울 성북구,대학,1690,0,0,2640,2153,2432,1960
2012,부산교육대학교,부산,부산 연제구,교육대학,392,0,0,534,495,469,402
2012,서울신학대학교,경기,경기 부천시,대학,595,0,0,739,707,755,786
2012,인천가톨릭대학교,인천,인천 강화군,대학,30,0,0,31,52,29,30
2012,인천가톨릭대학교,인천,인천 연수구,대학,193,0,0,118,210,221,230
2012,한국성서대학교,서울,서울 노원구,대학,269,0,0,342,348,362,317
2012,광주대학교,광주,광주 남구,대학,2022,0,6,1891,2063,3254,2037
2012,단국대학교,경기,경기 용인시,대학,2645,0,65,4199,4229,4126,4310
2012,단국대학교,충남,충남 천안시,대학,2922,0,0,3929,4057,4513,4909
2012,동서대학교,부산,부산 사상구,대학,2856,0,37,3867,3277,5322,3690
2012,신라대학교,부산,부산 사상구,대학,2604,0,0,3200,2714,3420,4660
2012,안동대학교,경북,경북 안동시,대학,1739,0,0,2031,2045,3006,3310
2012,한라대학교,강원,강원 원주시,대학,1066,0,0,938,1073,2021,2001
2012,가톨릭대학교,경기,경기 부천시,대학,1751,0,0,3304,2537,2756,2003
2012,가톨릭대학교,서울,서울 서초구,대학,89,0,0,126,187,115,97
2012,가톨릭대학교,서울,서울 종로구,대학,52,0,0,40,157,71,58
2012,강원대학교,강원,강원 삼척시,대학,1880,0,32,1583,1974,3057,4163
2012,강원대학교,강원,강원 춘천시,대학,3627,0,39,5879,5134,7078,4255
2012,한림대학교,강원,강원 춘천시,대학,2006,0,0,3006,2852,3864,2516
2012,서울시립대학교,서울,서울 동대문구,대학,1931,0,63,3979,3053,3259,2715
2012,감리교신학대학교,서울,서울 서대문구,대학,215,0,0,317,368,328,242
2012,대구한의대학교,경북,경북 경산시,대학,1819,0,0,1946,1789,2463,3505
2012,영산대학교,경남,경남 양산시,대학,913,0,0,644,800,1395,1282
2012,영산대학교,부산,부산 해운대구,대학,911,0,0,756,952,1579,1282
2012,건양대학교,대전,대전 서구,대학,522,0,0,488,529,629,683
2012,건양대학교,충남,충남 논산시,대학,1484,0,0,1679,1730,2549,2518
2012,덕성여자대학교,서울,서울 도봉구,대학,1424,0,0,2564,1882,1495,1427
2012,김천대학교,경북,경북 김천시,대학,1083,0,0,0,611,1374,1231
2012,호남대학교,광주,광주 광산구,대학,2075,0,0,1939,2263,3232,2658
2012,세명대학교,충북,충북 제천시,대학,2245,0,0,2349,2696,4607,2909
2012,경일대학교,경북,경북 경산시,대학,1930,0,21,1237,1509,2338,4148
2012,영동대학교,충북,충북 영동군,대학,1075,0,0,703,824,1567,2131
2012,부산외국어대학교,부산,부산 남구,대학,2319,0,0,3444,3043,4195,3078
2012,경희대학교,경기,경기 용인시,대학,0,0,0,0,0,0,0
2012,경희대학교,서울,서울 동대문구,대학,5613,0,35,9909,8225,9453,7968
2012,동덕여자대학교,서울,서울 성북구,대학,1886,0,0,3188,2261,1911,1868
2012,한남대학교,대전,대전 대덕구,대학,3255,0,33,4244,4159,6144,3832
2012,진주교육대학교,경남,경남 진주시,교육대학,356,0,0,482,423,410,363
2012,청주대학교,충북,충북 청주시,대학,3281,0,30,4800,4222,5458,4973
2012,동명정보대학교,부산,부산 남구,산업대학,0,0,0,476,275,162,157
2012,평택대학교,경기,경기 평택시,대학,1050,0,0,1336,1145,1581,1177
2012,대불대학교,전남,전남 영암군,대학,1133,0,0,1117,1159,1735,1502
2012,한국기술교육대학교,충남,충남 천안시,대학,952,0,27,1663,1212,2136,1130
2012,세종대학교,서울,서울 광진구,대학,2632,0,44,4016,3763,3919,4405
2012,광주교육대학교,광주,광주 북구,교육대학,357,0,0,470,442,413,363
2012,청주교육대학교,충북,충북 청주시,교육대학,315,0,0,445,396,366,325
2012,대전대학교,대전,대전 동구,대학,2579,0,29,2680,2818,3886,5164
2012,충주대학교,충북,충북 충주시,대학,2380,0,0,0,1597,3067,3222
2012,한동대학교,경북,경북 포항시,대학,865,0,0,1490,1247,1435,1325
2012,우송대학교,대전,대전 동구,대학,2376,0,0,1980,2304,4442,3005
2012,배재대학교,대전,대전 서구,대학,2445,0,32,2768,2932,4614,3017
2012,목원대학교,대전,대전 서구,대학,2261,0,49,2802,3033,4682,2932
2012,서울교육대학교,서울,서울 서초구,교육대학,396,0,0,547,475,444,422
2012,호서대학교,충남,충남 아산시,대학,3416,0,30,3782,3566,5384,5856
2012,광주과학기술원,광주,광주 북구,대학,99,0,0,0,90,94,109
2012,군산대학교,전북,전북 군산시,대학,2081,0,0,2446,2673,4425,2501
2012,숙명여자대학교,서울,서울 용산구,대학,2553,0,0,4290,3474,2834,2729
2012,남서울대학교,충남,충남 천안시,산업대학,0,0,4,3583,3696,5149,783
2012,충주대학교,충북,충북 충주시,산업대학,0,0,26,2316,1130,1195,305
2012,명지대학교,경기,경기 용인시,대학,1826,0,155,2565,2398,3731,2251
2012,명지대학교,서울,서울 서대문구,대학,1610,0,0,3273,2868,2796,1908
2012,춘천교육대학교,강원,강원 춘천시,교육대학,354,0,0,464,447,402,362
2012,목포해양대학교,전남,전남 목포시,대학,672,0,0,692,694,799,903
2012,남서울대학교,충남,충남 천안시,대학,2644,0,0,0,0,0,2644
2012,서울한영대학교,서울,서울 구로구,대학,203,0,0,216,235,287,234
2012,중원대학교,충북,충북 괴산군,대학,946,0,0,92,221,780,1036
2012,한국공학대학교,경기,경기 시흥시,대학,1617,0,0,0,0,0,1582
2012,한국항공대학교,경기,경기 고양시,대학,990,0,0,1606,1407,1648,1853
2012,원광대학교,전북,전북 익산시,대학,3993,0,51,5744,5569,8601,5282
2012,경상국립대학교,경남,경남 진주시,대학,3557,0,29,5193,4617,7237,4411
2012,영남신학대학교,경북,경북 경산시,대학,124,0,0,193,166,181,146
2012,이화여자대학교,서울,서울 서대문구,대학,3472,0,41,7154,4004,3426,3520
2012,한려대학교,전남,전남 광양시,대학,535,0,0,0,0,598,623
2012,고신대학교,부산,부산 영도구,대학,1023,0,0,1256,1191,1722,1467
2012,경남과학기술대학교,경남,경남 진주시,산업대학,0,0,20,1707,1715,1523,303
2012,순천향대학교,충남,충남 아산시,대학,2740,0,0,3564,3755,5059,2960
2012,한국체육대학교,서울,서울 송파구,대학,609,0,0,849,748,913,640
2012,남부대학교,광주,광주 광산구,대학,855,0,0,850,978,1051,1192
2012,초당대학교,전남,전남 무안군,산업대학,0,0,0,1102,1057,1599,599
2012,상주대학교,경북,경북 상주시,산업대학,0,0,0,0,0,0,0
2012,한양대학교,경기,경기 안산시,대학,2111,0,81,4036,3184,3830,2353
2012,한양대학교,서울,서울 성동구,대학,3325,0,108,7335,5268,5633,3867
2012,부경대학교,부산,부산 남구,대학,3843,0,65,7354,5186,7909,4694
2012,수원대학교,경기,경기 화성시,대학,2904,0,0,3731,3769,4889,3489
2012,한경대학교,경기,경기 안성시,산업대학,0,0,22,2198,1907,2351,809
2012,충남대학교,대전,대전 유성구,대학,4147,0,45,7035,5703,7779,4831
2012,한국외국어대학교,경기,경기 용인시,대학,1913,0,0,3597,2938,3050,2225
2012,한국외국어대학교,서울,서울 동대문구,대학,1997,0,0,3779,3301,3075,2240
2012,대구가톨릭대학교,경북,경북 경산시,대학,3426,0,41,4666,3910,6050,4285
2012,부산가톨릭대학교,부산,부산 금정구,대학,1043,0,0,1214,1238,1677,1259
2012,인제대학교,경남,경남 김해시,대학,2488,0,38,3165,2805,4461,3038
2012,인제대학교,부산,부산 부산진구,대학,86,0,0,276,269,200,191
2012,한국국제대학교,경남,경남 진주시,대학,1074,0,0,854,1151,1618,1777
2012,한성대학교,서울,서울 성북구,대학,1803,0,0,2830,2638,3359,1977
2012,동국대학교,경북,경북 경주시,대학,2087,0,0,2831,2609,3127,3817
2012,동국대학교,서울,서울 중구,대학,3103,0,0,5921,4688,4865,4858
2012,한밭대학교,대전,대전 유성구,대학,2033,0,0,0,83,0,2026
2012,경남과학기술대학교,경남,경남 진주시,대학,1445,0,0,0,0,906,1911
2012,서울과학기술대학교,서울,서울 노원구,산업대학,0,0,55,4971,3629,4143,1723
2012,상지대학교,강원,강원 원주시,대학,2150,0,0,2756,2792,4068,2833
2012,차의과학대학교,경기,경기 포천시,대학,326,0,0,147,184,355,332
2012,중부대학교,충남,충남 금산군,대학,2324,0,0,2101,2398,3733,4080
2012,금강대학교,충남,충남 논산시,대학,137,0,0,128,109,172,149
2012,한국과학기술원,대전,대전 유성구,대학,801,0,0,1481,1260,1149,946
2012,성신여자대학교,서울,서울 성북구,대학,2467,0,0,4057,3198,2625,2474
2012,침례신학대학교,대전,대전 유성구,대학,422,0,0,387,501,632,482
2012,순천대학교,전남,전남 순천시,대학,1986,0,49,2556,2301,3849,2427
2012,대구외국어대학교,경북,경북 경산시,대학,119,0,0,73,128,198,183
2012,가천의과학대학교,인천,인천 연수구,대학,0,0,0,0,0,0,0
2012,가톨릭꽃동네대학교,충북,충북 청원군,대학,131,0,0,150,167,188,146
2013,광주여자대학교,광주,광주 광산구,대학,1073,0,0,1068,1116,1065,1128
2013,호원대학교,전북,전북 군산시,산업대학,1393,0,0,1588,1686,2123,1822
2013,우송대학교,대전,대전 동구,산업대학,0,0,0,66,19,20,5
2013,한경국립대학교,경기,경기 안성시,대학,1388,0,0,0,0,1052,1645
2013,삼육대학교,서울,서울 노원구,대학,1304,0,63,2082,1591,1942,2043
2013,광주대학교(산업대),광주,광주 남구,산업대학,0,0,0,108,41,16,4
2013,연세대학교,강원,강원 원주시,대학,1659,0,0,3479,2960,2774,1995
2013,연세대학교,서울,서울 서대문구,대학,3888,0,97,8559,6720,6357,4466
2013,전남대학교,광주,광주 북구,대학,3693,0,111,7146,5691,6959,4422
2013,전남대학교,전남,전남 여수시,대학,931,0,22,1157,1032,1891,1171
2013,대구대학교,경북,경북 경산시,대학,4888,0,0,6797,6171,9867,6190
2013,경운대학교,경북,경북 구미시,대학,1400,0,0,0,0,957,1725
2013,아세아연합신학대학교,경기,경기 양평군,대학,194,0,0,176,200,273,362
2013,전북대학교,전북,전북 전주시,대학,4353,0,34,7306,6180,8720,5157
2013,중앙대학교,경기,경기 안성시,대학,1782,0,4,3358,2856,3101,2784
2013,중앙대학교,서울,서울 동작구,대학,3407,0,185,5439,4696,5387,4984
2013,홍익대학교,서울,서울 마포구,대학,2772,0,149,4976,3869,4574,3551
2013,홍익대학교,세종,세종,대학,1562,0,105,2604,2188,2603,2006
2013,신경대학교,경기,경기 화성시,대학,324,0,0,171,227,482,570
2013,경운대학교,경북,경북 구미시,산업대학,0,0,0,1102,1761,1395,718
2013,전주교육대학교,전북,전북 전주시,교육대학,305,0,0,395,354,318,310
2013,영산대학교(산업대),경남,경남 양산시,산업대학,0,0,0,113,12,1,0
2013,영산대학교(산업대),부산,부산 해운대구,산업대학,0,0,0,87,12,0,0
2013,제주국제대학교,제주,제주 제주시,대학,449,0,0,0,0,389,533
2013,광운대학교,서울,서울 노원구,대학,1944,0,70,4426,2682,3445,2773
2013,추계예술대학교,서울,서울 서대문구,대학,307,0,0,417,415,398,361
2013,광신대학교,광주,광주 북구,대학,126,0,0,137,133,127,152
2013,송원대학교,광주,광주 남구,대학,839,0,0,0,0,496,1015
2013,을지대학교,경기,경기 성남시,대학,1073,0,0,1498,1365,1514,1230
2013,을지대학교,대전,대전 중구,대학,161,0,0,270,180,269,220
2013,동의대학교,부산,부산 부산진구,대학,4233,0,38,6205,4978,8193,5372
2013,경인교육대학교,경기,경기 안양시,교육대학,0,0,0,407,721,666,6
2013,경인교육대학교,인천,인천 계양구,교육대학,652,0,0,385,9,0,667
2013,안양대학교,경기,경기 안양시,대학,1188,0,0,1857,1516,1981,1471
2013,안양대학교,인천,인천 강화군,대학,144,0,0,163,173,254,167
2013,대구교육대학교,대구,대구 남구,교육대학,421,0,0,552,479,428,428
2013,한려대학교,전남,전남 광양시,산업대학,0,0,0,205,31,46,8
2013,정석대학,서울,서울 강서구,기술대학(대학과정),59,0,0,62,66,0,0
2013,정석대학,서울,서울 강서구,기술대학(전문대학과정),21,0,0,0,0,17,25
2013,서남대학교,전북,전북 남원시,대학,255,0,0,296,311,443,404
2013,서남대학교,충남,충남 아산시,대학,383,0,0,205,298,700,614
2013,공주대학교,충남,충남 공주시,대학,3481,0,59,4707,4419,6226,3983
2013,동명대학교,부산,부산 남구,대학,2193,0,0,2646,2778,4802,3442
