조사년도,학교명,시도명,지역명,학제유형명,고등교육학교_입학생수,6학년재적학생수,5학년재적학생수,4학년재적학생수,3학년재적학생수,2학년재적학생수,1학년재적학생수
2016,충북대학교,충북,충북 청주시,대학,3011,57,113,6274,6454,7897,4092
2016,강남대학교,경기,경기 용인시,대학,1635,0,0,2682,3181,3850,2668
2016,공주교육대학교,충남,충남 공주시,교육대학,371,0,0,410,408,401,393
2016,울산과학기술대학교,울산,울산 울주군,대학,400,0,0,1319,1630,1538,518
2016,포항공과대학교,경북,경북 포항시,대학,303,0,0,763,524,457,308
2016,강릉원주대학교,강원,강원 강릉시,대학,1453,0,0,2305,2873,3866,1857
2016,강릉원주대학교,강원,강원 원주시,대학,517,0,0,706,945,1322,608
2016,서울기독대학교,서울,서울 은평구,대학,156,0,0,249,223,224,158
2016,청운대학교,충남,충남 홍성군,산업대학,1632,0,0,2313,3025,3448,2385
2016,서울장신대학교,경기,경기 광주시,대학,129,0,0,152,186,250,219
2016,극동대학교,충북,충북 음성군,대학,1019,0,0,1299,1385,2128,1850
2016,창원대학교,경남,경남 창원시,대학,1950,0,49,4484,3732,5251,2203
2016,숭실대학교,서울,서울 동작구,대학,3064,0,54,6629,6556,7262,3309
2016,영남대학교,경북,경북 경산시,대학,4810,72,163,11605,8611,11429,8500
2016,인하대학교,인천,인천 남구,대학,3821,0,83,9960,8386,10112,4853
2016,건국대학교,서울,서울 광진구,대학,3514,0,0,7705,7210,8289,5822
2016,건국대학교,충북,충북 충주시,대학,1872,0,0,4101,3816,4247,3188
2016,중앙승가대학교,경기,경기 김포시,대학,49,0,0,61,62,46,50
2016,경성대학교,부산,부산 남구,대학,2963,46,62,5408,4730,6423,5335
2016,경남대학교,경남,경남 창원시,대학,3120,0,14,5486,4824,8534,3940
2016,성균관대학교,서울,서울 종로구,대학,4095,67,177,9781,8912,8463,5097
2016,호남신학대학교,광주,광주 남구,대학,139,0,0,213,251,263,209
2016,우석대학교,전북,전북 완주군,대학,1809,50,51,2472,3238,4116,2490
2016,경주대학교,경북,경북 경주시,대학,577,0,0,1193,866,1385,846
2016,예수대학교,전북,전북 전주시,대학,140,0,0,180,164,176,151
2016,선문대학교,충남,충남 아산시,대학,2319,0,35,3746,4148,6064,2487
2016,가야대학교,경남,경남 김해시,대학,658,0,0,810,823,1182,1060
2016,가야대학교,경북,경북 고령군,대학,0,0,0,0,0,0,0
2016,성결대학교,경기,경기 안양시,대학,1347,0,0,2148,1852,2506,2323
2016,경북대학교,대구,대구 북구,대학,5111,23,97,8922,8936,11736,11344
2016,한국산업기술대학교,경기,경기 시흥시,산업대학,0,0,0,1816,449,104,23
2016,한국교원대학교,충북,충북 청주시,대학,580,0,0,734,865,838,623
2016,한밭대학교,대전,대전 유성구,산업대학,0,0,29,1933,1173,759,441
2016,경기대학교,경기,경기 수원시,대학,2897,0,103,5108,5187,6316,4906
2016,경기대학교,서울,서울 서대문구,대학,420,0,0,955,1067,957,750
2016,가천대학교,경기,경기 성남시,대학,4143,30,114,10267,8664,9605,5282
2016,조선대학교,광주,광주 동구,대학,4590,69,151,7551,8300,11721,8658
2016,한세대학교,경기,경기 군포시,대학,635,0,0,1462,1201,1099,761
2016,협성대학교,경기,경기 화성시,대학,1114,0,0,1792,1794,2302,1319
2016,금오공과대학교,경북,경북 구미시,대학,1324,0,59,3151,2811,4531,1729
2016,루터대학교,경기,경기 용인시,대학,97,0,0,150,153,153,133
2016,한신대학교,경기,경기 오산시,대학,1258,0,0,2800,2247,2859,1618
2016,서원대학교,충북,충북 청주시,대학,1772,0,6,2582,2815,4241,2112
2016,용인대학교,경기,경기 용인시,대학,1595,0,0,2280,2677,3143,3066
2016,칼빈대학교,경기,경기 용인시,대학,106,0,0,136,213,178,130
2016,부산장신대학교,경남,경남 김해시,대학,70,0,0,95,119,120,83
2016,아주대학교,경기,경기 수원시,대학,2035,54,128,4376,4365,5180,3744
2016,제주국제대학교,제주,제주 제주시,대학,0,0,0,1,0,0,0
2016,전주대학교,전북,전북 전주시,대학,2715,0,47,4895,4616,6531,4241
2016,서경대학교,서울,서울 성북구,대학,1646,0,0,3469,2908,3185,1901
2016,부산교육대학교,부산,부산 연제구,교육대학,387,0,0,413,412,431,397
2016,서울신학대학교,경기,경기 부천시,대학,572,0,0,924,862,931,764
2016,인천가톨릭대학교,인천,인천 강화군,대학,22,0,0,21,80,21,22
2016,인천가톨릭대학교,인천,인천 연수구,대학,159,0,0,309,321,220,163
2016,한국성서대학교,서울,서울 노원구,대학,261,0,0,389,352,475,326
2016,광주대학교,광주,광주 남구,대학,1750,0,18,2695,3331,3621,2084
2016,단국대학교,경기,경기 용인시,대학,2558,0,76,5698,4735,5658,4433
2016,단국대학교,충남,충남 천안시,대학,0,0,0,0,0,0,0
2016,단국대학교,충남,충남 천안시,대학,2536,32,31,4926,5055,5479,4352
2016,동서대학교,부산,부산 사상구,대학,2603,0,46,5067,4275,7006,3365
2016,신라대학교,부산,부산 사상구,대학,2309,0,0,3719,3121,4223,4554
2016,안동대학교,경북,경북 안동시,대학,1552,0,0,2447,2573,4128,3257
2016,한라대학교,강원,강원 원주시,대학,961,0,0,1332,1663,2862,1238
2016,가톨릭대학교,경기,경기 부천시,대학,1632,31,28,4209,3615,3026,1836
2016,가톨릭대학교,서울,서울 서초구,대학,154,0,0,100,112,168,165
2016,가톨릭대학교,서울,서울 종로구,대학,49,0,0,61,187,80,51
2016,강원대학교,강원,강원 삼척시,대학,1631,0,23,2039,2674,4536,4313
2016,강원대학교,강원,강원 춘천시,대학,3169,51,105,7624,7502,8691,3871
2016,한림대학교,강원,강원 춘천시,대학,1800,0,0,3832,3900,4537,2296
2016,서울시립대학교,서울,서울 동대문구,대학,1853,0,85,5280,4015,4523,2854
2016,감리교신학대학교,서울,서울 서대문구,대학,210,0,0,298,512,357,249
2016,대구한의대학교,경북,경북 경산시,대학,1617,0,0,2657,2705,3489,2861
2016,영산대학교,경남,경남 양산시,대학,769,0,0,1034,1250,1892,1065
2016,영산대학교,부산,부산 해운대구,대학,861,0,0,1570,1455,2054,1149
2016,건양대학교,대전,대전 서구,대학,776,62,60,992,1267,1330,896
2016,건양대학교,충남,충남 논산시,대학,1084,0,0,1599,1931,2271,1419
2016,덕성여자대학교,서울,서울 도봉구,대학,1264,102,82,3081,2487,1548,1302
2016,김천대학교,경북,경북 김천시,대학,979,0,0,1128,1375,2149,1135
2016,호남대학교,광주,광주 광산구,대학,1679,0,0,2851,3291,3986,2134
2016,세명대학교,충북,충북 제천시,대학,1972,0,0,2985,3735,5316,2518
2016,경일대학교,경북,경북 경산시,대학,1717,0,33,2402,3002,4586,2874
2016,영동대학교,충북,충북 영동군,대학,1056,0,0,1059,1354,2444,2308
2016,부산외국어대학교,부산,부산 금정구,대학,2005,0,0,5784,3973,5186,2765
2016,경희대학교,서울,서울 동대문구,대학,5784,41,126,11337,10956,12542,8966
2016,동덕여자대학교,서울,서울 성북구,대학,1604,45,45,3844,2464,1863,1608
2016,한남대학교,대전,대전 대덕구,대학,2867,0,40,6712,5490,6948,3437
2016,진주교육대학교,경남,경남 진주시,교육대학,337,0,0,351,356,359,347
2016,청주대학교,충북,충북 청주시,대학,2928,0,55,6045,5575,7410,3639
2016,평택대학교,경기,경기 평택시,대학,970,0,0,1525,1662,1768,1072
2016,대불대학교,전남,전남 영암군,대학,1122,0,0,1275,1798,2258,1420
2016,대불대학교,충남,충남 당진시,대학,0,0,0,0,0,0,0
2016,한국기술교육대학교,충남,충남 천안시,대학,1016,0,29,2848,1567,3098,1170
2016,세종대학교,서울,서울 광진구,대학,2706,0,110,4928,5039,5951,4706
2016,광주교육대학교,광주,광주 북구,교육대학,344,0,0,379,361,365,359
2016,청주교육대학교,충북,충북 청주시,교육대학,307,0,0,327,340,325,323
2016,대전대학교,대전,대전 동구,대학,2277,0,57,3183,3252,5149,4812
2016,충주대학교,충북,충북 충주시,대학,2140,0,37,3017,4044,5673,3687
2016,한동대학교,경북,경북 포항시,대학,801,0,0,2061,1763,1894,1395
2016,우송대학교,대전,대전 동구,대학,2215,0,0,2931,3581,5221,3398
2016,배재대학교,대전,대전 서구,대학,2190,0,27,2889,3171,4537,3504
2016,목원대학교,대전,대전 서구,대학,1998,0,21,3374,3759,4787,2450
2016,서울교육대학교,서울,서울 서초구,교육대학,387,0,0,428,412,411,423
2016,호서대학교,충남,충남 아산시,대학,3063,0,49,4516,5782,7933,3235
2016,광주과학기술원,광주,광주 북구,대학,200,0,0,49,241,252,249
2016,군산대학교,전북,전북 군산시,대학,1865,0,0,3026,3627,4951,2265
2016,숙명여자대학교,서울,서울 용산구,대학,2399,81,82,5833,4157,2832,2825
2016,남서울대학교,충남,충남 천안시,산업대학,0,0,21,2078,840,378,102
2016,충주대학교,충북,충북 충주시,산업대학,0,0,1,19,33,22,6
2016,명지대학교,경기,경기 용인시,대학,1478,0,185,3290,3296,4187,1859
2016,명지대학교,서울,서울 서대문구,대학,1524,0,0,4723,3554,3174,1835
2016,춘천교육대학교,강원,강원 춘천시,교육대학,344,0,0,385,368,370,349
2016,목포해양대학교,전남,전남 목포시,대학,728,0,0,690,768,1182,931
2016,남서울대학교,충남,충남 천안시,대학,2356,0,5,2273,3832,5090,2860
2016,서울한영대학교,서울,서울 구로구,대학,199,0,0,297,338,290,250
2016,중원대학교,충북,충북 괴산군,대학,1075,0,0,832,1469,2415,1254
2016,한국공학대학교,경기,경기 시흥시,대학,1779,0,0,1024,2429,3678,3598
2016,한국항공대학교,경기,경기 고양시,대학,954,0,0,1944,1974,2432,1881
2016,원광대학교,전북,전북 익산시,대학,3697,45,98,7858,7232,9798,5249
2016,경상국립대학교,경남,경남 진주시,대학,3320,36,95,6793,5893,8989,4202
2016,영남신학대학교,경북,경북 경산시,대학,91,0,0,150,197,166,119
2016,이화여자대학교,서울,서울 서대문구,대학,3418,134,183,8555,5127,3764,3529
2016,한려대학교,전남,전남 광양시,대학,246,0,0,191,220,275,326
2016,대구경북과학기술원,대구,대구 달성군,대학,201,0,0,0,135,233,224
2016,고신대학교,부산,부산 영도구,대학,948,0,0,1600,1440,2076,1383
2016,창신대학교,경남,경남 창원시,대학,500,0,0,329,531,798,574
2016,경남과학기술대학교,경남,경남 진주시,산업대학,0,0,12,544,152,51,6
2016,순천향대학교,충남,충남 아산시,대학,2507,0,0,4245,4841,5825,2719
2016,한국체육대학교,서울,서울 송파구,대학,616,0,0,1063,1032,1161,637
2016,남부대학교,광주,광주 광산구,대학,744,0,0,940,1333,1485,1057
2016,초당대학교,전남,전남 무안군,산업대학,0,0,0,302,134,73,7
2016,한양대학교,경기,경기 안산시,대학,2072,33,135,6081,4051,4549,2428
2016,한양대학교,서울,서울 성동구,대학,3452,0,170,9937,6771,7423,4534
2016,부경대학교,부산,부산 남구,대학,3586,0,94,8558,6781,10065,4437
2016,수원대학교,경기,경기 화성시,대학,2306,0,0,4485,4853,5613,2750
2016,한경대학교,경기,경기 안성시,산업대학,0,0,11,1558,543,197,60
2016,충남대학교,대전,대전 유성구,대학,3788,54,149,9012,7820,9328,4560
2016,한국외국어대학교,서울,서울 동대문구,대학,3810,0,0,8951,8061,7612,4530
2016,대구가톨릭대학교,경북,경북 경산시,대학,3044,57,112,6472,5310,7443,3823
2016,부산가톨릭대학교,부산,부산 금정구,대학,962,0,0,1404,1481,2082,1123
2016,인제대학교,경남,경남 김해시,대학,2264,33,67,3727,3451,5623,2752
2016,인제대학교,부산,부산 부산진구,대학,85,0,0,277,357,216,208
2016,한국국제대학교,경남,경남 진주시,대학,863,0,0,1147,1463,2138,1378
2016,한성대학교,서울,서울 성북구,대학,1580,0,0,3408,3284,3965,1739
2016,동국대학교,경북,경북 경주시,대학,1842,0,0,2998,3021,4134,3508
2016,동국대학교,서울,서울 중구,대학,3123,34,41,6512,5769,6604,4927
2016,한밭대학교,대전,대전 유성구,대학,1963,0,14,1343,3108,4383,3827
2016,경남과학기술대학교,경남,경남 진주시,대학,1277,0,16,1285,1951,2914,2365
2016,서울과학기술대학교,서울,서울 노원구,산업대학,0,0,63,2745,1232,469,204
2016,상지대학교,강원,강원 원주시,대학,1822,0,0,2980,3446,4593,2385
2016,차의과학대학교,경기,경기 포천시,대학,533,36,41,462,1065,853,564
2016,중부대학교,충남,충남 금산군,대학,1930,0,0,2947,3294,5939,3395
2016,금강대학교,충남,충남 논산시,대학,149,0,0,302,289,256,176
2016,한국과학기술원,대전,대전 유성구,대학,749,0,0,1672,1326,1146,1090
2016,성신여자대학교,서울,서울 성북구,대학,2210,0,0,5510,3658,2750,2235
2016,침례신학대학교,대전,대전 유성구,대학,376,0,0,569,688,667,440
2016,순천대학교,전남,전남 순천시,대학,1733,36,73,3220,3293,4589,2115
2016,대구외국어대학교,경북,경북 경산시,대학,95,0,0,109,159,197,129
2016,가톨릭꽃동네대학교,충북,충북 청주시,대학,113,0,0,155,205,229,122
2017,광주여자대학교,광주,광주 광산구,대학,935,0,0,1195,1105,1011,989
2017,호원대학교,전북,전북 군산시,산업대학,1389,0,0,1909,2684,2412,1689
2017,우송대학교,대전,대전 동구,산업대학,0,0,0,0,1,0,0
2017,한경국립대학교,경기,경기 안성시,대학,1303,0,13,1640,2418,2978,2085
2017,삼육대학교,서울,서울 노원구,대학,1247,37,83,2051,2514,2568,1967
2017,연세대학교,강원,강원 원주시,대학,1607,0,0,3910,3867,3097,2089
2017,연세대학교,서울,서울 서대문구,대학,3886,31,125,10174,9340,7561,4685
2017,전남대학교,광주,광주 북구,대학,3417,67,121,8005,7771,8636,4631
2017,전남대학교,전남,전남 여수시,대학,764,0,18,1171,1372,2140,1067
2017,신한대학교,경기,경기 동두천시,대학,359,0,0,405,625,773,421
2017,신한대학교,경기,경기 의정부시,대학,1194,0,0,1789,2306,2596,1441
2017,대구대학교,경북,경북 경산시,대학,4325,0,0,7381,7571,11429,5453
2017,경운대학교,경북,경북 구미시,대학,1238,0,0,1066,2167,2715,1851
2017,아세아연합신학대학교,경기,경기 양평군,대학,185,0,0,257,333,418,318
2017,전북대학교,전북,전북 전주시,대학,4025,0,1,8720,8338,10445,5056
2017,중앙대학교,경기,경기 안성시,대학,1126,0,0,3221,2977,2684,1794
2017,중앙대학교,서울,서울 동작구,대학,4023,129,172,6865,8161,8792,6382
2017,홍익대학교,서울,서울 마포구,대학,2824,0,133,6541,5215,5937,3497
2017,홍익대학교,세종,세종 ,대학,0,0,0,0,0,0,0
2017,홍익대학교,세종,세종 ,대학,1444,0,123,3215,2960,3241,1886
2017,신경대학교,경기,경기 화성시,대학,189,0,0,271,371,566,432
2017,경운대학교,경북,경북 구미시,산업대학,0,0,0,200,159,45,8
2017,전주교육대학교,전북,전북 전주시,교육대학,299,0,0,323,312,316,312
2017,영산대학교(산업대),경남,경남 양산시,산업대학,0,0,0,0,0,0,0
2017,영산대학교(산업대),부산,부산 해운대구,산업대학,0,0,0,0,0,0,0
2017,제주국제대학교,제주,제주 제주시,대학,459,0,0,397,569,857,587
2017,광운대학교,서울,서울 노원구,대학,1863,0,73,4363,3539,4383,2502
2017,추계예술대학교,서울,서울 서대문구,대학,301,0,0,593,560,475,400
2017,광신대학교,광주,광주 북구,대학,143,0,0,156,187,199,190
2017,송원대학교,광주,광주 남구,대학,813,0,0,640,1086,1488,1048
2017,을지대학교,경기,경기 성남시,대학,1039,0,0,1596,1685,1831,1277
2017,을지대학교,대전,대전 중구,대학,161,0,0,231,189,272,221
2017,동의대학교,부산,부산 부산진구,대학,3850,0,41,6499,6282,9580,4554
2017,경인교육대학교,경기,경기 안양시,교육대학,0,0,0,724,694,10,0
2017,경인교육대학교,인천,인천 계양구,교육대학,657,0,0,0,1,695,676
2017,안양대학교,경기,경기 안양시,대학,1180,0,0,2067,2083,2631,2018
2017,안양대학교,인천,인천 강화군,대학,0,0,0,0,0,0,0
2017,대구교육대학교,대구,대구 남구,교육대학,411,0,0,466,433,437,418
2017,정석대학,서울,서울 강서구,기술대학(대학과정),47,0,0,46,52,0,0
2017,정석대학,서울,서울 강서구,기술대학(전문대학과정),0,0,0,0,0,0,1
2017,서남대학교,전북,전북 남원시,대학,180,0,0,197,272,394,285
2017,서남대학교,충남,충남 아산시,대학,106,0,0,215,348,471,194
2017,공주대학교,충남,충남 공주시,대학,3141,0,49,5668,5888,7017,3657
2017,동명대학교,부산,부산 남구,대학,1916,0,0,2997,3477,5888,2784
2017,한일장신대학교,전북,전북 완주군,대학,211,0,0,275,429,380,301
2017,서강대학교,서울,서울 마포구,대학,1905,0,0,4160,4024,3893,2360
2017,부산대학교,부산,부산 금정구,대학,4490,69,161,10789,9238,11022,5857
2017,울산대학교,울산,울산 남구,대학,2904,0,98,6795,5254,7788,3768
2017,한서대학교,충남,충남 서산시,대학,1744,0,0,2598,3344,3968,1822
2017,광주가톨릭대학교,전남,전남 나주시,대학,26,0,0,21,89,24,29
2017,동양대학교,경북,경북 영주시,대학,1116,0,0,1565,1579,2608,1544
2017,가톨릭관동대학교,강원,강원 강릉시,대학,2182,0,35,3229,4488,5952,2862
2017,한북대학교,경기,경기 동두천시,대학,0,0,0,63,42,70,5
2017,제주대학교,제주,제주 제주시,대학,2273,0,48,6056,5013,6049,3183
2017,서울여자대학교,서울,서울 노원구,대학,1693,0,0,4525,2739,1988,1987
2017,목포가톨릭대학교,전남,전남 목포시,대학,136,0,0,177,160,176,161
2017,강서대학교,서울,서울 강서구,대학,324,0,0,539,533,585,530
2017,한중대학교,강원,강원 동해시,대학,142,0,0,317,392,339,180
2017,대진대학교,경기,경기 포천시,대학,1976,0,0,3108,3586,4524,2090
2017,장로회신학대학교,서울,서울 광진구,대학,162,0,0,336,336,243,195
2017,백석대학교,충남,충남 천안시,대학,2915,0,0,4758,5741,6047,3581
2017,수원가톨릭대학교,경기,경기 화성시,대학,32,0,0,41,50,106,34
2017,한국해양대학교,부산,부산 영도구,대학,1582,0,0,3075,2302,2920,2802
2017,대전가톨릭대학교,세종,세종 ,대학,12,0,0,28,59,12,12
2017,국민대학교,서울,서울 성북구,대학,3442,0,121,6729,6681,7815,6207
2017,대전신학대학교,대전,대전 대덕구,대학,19,0,0,84,60,49,23
2017,나사렛대학교,충남,충남 천안시,대학,1358,0,0,2199,2058,2484,2066
2017,경동대학교,강원,강원 고성군,대학,681,0,0,1186,1784,1708,936
2017,경동대학교,강원,강원 원주시,대학,962,0,0,550,641,1343,1153
2017,경동대학교,경기,경기 양주시,대학,307,0,0,284,480,644,375
2017,고려대학교,서울,서울 성북구,대학,4604,0,63,6996,9318,10610,7948
2017,고려대학교,세종,세종 ,대학,1509,34,38,2599,3191,3638,3445
2017,목포대학교,전남,전남 무안군,대학,1671,34,79,2852,3388,4491,2265
2017,성공회대학교,서울,서울 구로구,대학,527,0,0,1087,1134,1170,709
2017,대구예술대학교,경북,경북 칠곡군,대학,403,0,0,508,684,751,498
2017,위덕대학교,경북,경북 경주시,대학,809,0,0,983,983,1756,1101
2017,한국전통문화대학교,충남,충남 부여군,대학,139,0,0,240,237,272,156
2017,인천대학교,인천,인천 연수구,대학,2711,0,0,6426,5869,6401,3346
2017,동아대학교,부산,부산 사하구,대학,4292,0,81,9476,7886,9528,8421
2017,예원예술대학교,경기,경기 양주시,대학,102,0,0,223,222,186,116
2017,예원예술대학교,전북,전북 임실군,대학,240,0,0,140,296,330,269
2017,영산선학대학교,전남,전남 영광군,대학,9,0,0,20,29,8,18
2017,서울대학교,서울,서울 관악구,대학,3308,65,116,8199,6421,6272,4246
2017,초당대학교,전남,전남 무안군,대학,842,0,0,839,1396,1448,965
2017,동신대학교,전남,전남 나주시,대학,1649,0,0,2160,2344,3361,2635
2017,상명대학교,서울,서울 종로구,대학,1551,0,0,3552,2961,3124,2062
2017,상명대학교,충남,충남 천안시,대학,0,0,0,0,0,0,0
2017,상명대학교,충남,충남 천안시,대학,1401,0,0,2854,3009,2940,1719
2017,총신대학교,서울,서울 동작구,대학,430,0,0,798,797,700,580
2017,서울과학기술대학교,서울,서울 노원구,대학,2202,0,32,2649,3980,5626,4243
2017,대신대학교,경북,경북 경산시,대학,117,0,0,117,224,143,168
2017,계명대학교,대구,대구 달서구,대학,4932,35,64,9406,9372,11194,9427
2017,충북대학교,충북,충북 청주시,대학,2983,52,100,6216,6392,7386,3995
2017,강남대학교,경기,경기 용인시,대학,1612,0,0,2970,3185,3372,2451
2017,공주교육대학교,충남,충남 공주시,교육대학,381,0,0,416,397,388,403
2017,울산과학기술대학교,울산,울산 울주군,대학,400,0,0,1619,1786,931,481
2017,포항공과대학교,경북,경북 포항시,대학,310,0,0,780,507,440,323
2017,강릉원주대학교,강원,강원 강릉시,대학,1415,0,0,2308,2895,3591,1784
2017,강릉원주대학교,강원,강원 원주시,대학,511,0,0,690,998,1300,592
2017,서울기독대학교,서울,서울 은평구,대학,145,0,0,244,262,182,147
2017,청운대학교,충남,충남 홍성군,산업대학,1584,0,0,2421,2858,3291,2188
2017,서울장신대학교,경기,경기 광주시,대학,129,0,0,141,176,268,205
2017,극동대학교,충북,충북 음성군,대학,951,0,0,1246,1404,2072,1719
2017,창원대학교,경남,경남 창원시,대학,1924,0,47,4336,3517,5078,2291
2017,숭실대학교,서울,서울 동작구,대학,3163,0,56,6517,6566,7189,3512
2017,영남대학교,경북,경북 경산시,대학,4861,77,165,10956,8419,11298,8324
2017,인하대학교,인천,인천 남구,대학,3861,0,79,9528,8638,9793,4944
2017,건국대학교,서울,서울 광진구,대학,3429,0,0,7478,7437,8163,5770
2017,건국대학교,충북,충북 충주시,대학,1729,0,0,3951,3735,3974,3169
2017,중앙승가대학교,경기,경기 김포시,대학,46,0,0,56,67,49,48
2017,경성대학교,부산,부산 남구,대학,2981,54,66,5048,4677,6114,5327
2017,경남대학교,경남,경남 창원시,대학,3021,0,29,5130,4623,8331,3837
2017,성균관대학교,서울,서울 종로구,대학,4073,71,158,9336,9388,8341,5026
2017,호남신학대학교,광주,광주 남구,대학,129,0,0,200,272,260,193
2017,우석대학교,전북,전북 완주군,대학,1792,51,49,2344,3044,3916,2485
2017,경주대학교,경북,경북 경주시,대학,473,0,0,917,846,1245,813
2017,예수대학교,전북,전북 전주시,대학,144,0,0,172,165,188,150
2017,선문대학교,충남,충남 아산시,대학,2312,0,35,3581,4151,5687,2509
2017,가야대학교,경남,경남 김해시,대학,632,0,0,787,794,1159,1028
2017,가야대학교,경북,경북 고령군,대학,0,0,0,0,0,0,0
2017,성결대학교,경기,경기 안양시,대학,1280,0,0,2030,1892,2578,2265
2017,경북대학교,대구,대구 북구,대학,5006,26,125,8701,8593,11505,10952
2017,한국산업기술대학교,경기,경기 시흥시,산업대학,0,0,0,944,109,15,10
2017,한국교원대학교,충북,충북 청주시,대학,582,0,0,820,901,804,629
2017,한밭대학교,대전,대전 유성구,산업대학,0,0,13,1195,811,564,301
2017,경기대학교,경기,경기 수원시,대학,2822,0,92,5096,5206,6299,4750
2017,경기대학교,서울,서울 서대문구,대학,443,0,0,916,1017,928,696
2017,가천대학교,경기,경기 성남시,대학,4062,28,87,9951,8727,9274,5106
2017,조선대학교,광주,광주 동구,대학,4531,83,142,7224,8213,10804,8876
2017,한세대학교,경기,경기 군포시,대학,632,0,0,1448,1145,1090,731
2017,협성대학교,경기,경기 화성시,대학,1106,0,0,1742,1810,2233,1290
2017,금오공과대학교,경북,경북 구미시,대학,1304,0,53,2976,2846,4389,1649
2017,루터대학교,경기,경기 용인시,대학,100,0,0,133,123,154,134
2017,한신대학교,경기,경기 오산시,대학,1240,0,0,2669,2361,2787,1598
2017,서원대학교,충북,충북 청주시,대학,1741,0,1,2565,2739,3769,2030
2017,용인대학교,경기,경기 용인시,대학,1527,0,0,2353,2583,3108,2957
2017,칼빈대학교,경기,경기 용인시,대학,102,0,0,153,209,195,121
2017,부산장신대학교,경남,경남 김해시,대학,61,0,0,83,131,119,74
2017,아주대학교,경기,경기 수원시,대학,2113,36,121,4099,4472,4994,3811
2017,제주국제대학교,제주,제주 제주시,대학,0,0,0,0,0,0,0
2017,전주대학교,전북,전북 전주시,대학,2717,0,40,4502,4846,6414,3712
2017,서경대학교,서울,서울 성북구,대학,1522,0,0,3343,2847,3111,1780
2017,부산교육대학교,부산,부산 연제구,교육대학,383,0,0,405,418,417,393
2017,서울신학대학교,경기,경기 부천시,대학,567,0,0,987,1021,875,658
2017,인천가톨릭대학교,인천,인천 강화군,대학,22,0,0,20,80,21,22
2017,인천가톨릭대학교,인천,인천 연수구,대학,163,0,0,250,289,215,164
2017,한국성서대학교,서울,서울 노원구,대학,260,0,0,387,368,505,316
2017,광주대학교,광주,광주 남구,대학,1737,0,24,2689,3180,3509,2055
2017,단국대학교,경기,경기 용인시,대학,2562,0,66,5124,5223,5482,4489
2017,단국대학교,충남,충남 천안시,대학,0,0,0,0,0,0,0
2017,단국대학교,충남,충남 천안시,대학,2491,33,33,4673,5010,5196,4099
2017,동서대학교,부산,부산 사상구,대학,2545,0,46,4909,4390,6727,3263
2017,신라대학교,부산,부산 사상구,대학,2349,0,9,3576,3042,4071,4242
2017,안동대학교,경북,경북 안동시,대학,1523,0,0,2518,3101,4104,1809
2017,한라대학교,강원,강원 원주시,대학,924,0,0,1260,1612,2572,1169
2017,가톨릭대학교,경기,경기 부천시,대학,1586,28,32,3766,3696,3051,1900
2017,가톨릭대학교,서울,서울 서초구,대학,156,0,0,88,121,178,295
2017,가톨릭대학교,서울,서울 종로구,대학,45,0,0,51,222,56,49
2017,강원대학교,강원,강원 삼척시,대학,1599,0,22,2103,2595,4295,4185
2017,강원대학교,강원,강원 춘천시,대학,3139,46,122,7252,7590,8170,3873
2017,한림대학교,강원,강원 춘천시,대학,1804,0,0,3689,3585,4115,2280
2017,서울시립대학교,서울,서울 동대문구,대학,1846,0,81,5072,4112,4339,2804
2017,감리교신학대학교,서울,서울 서대문구,대학,195,0,0,305,516,357,228
2017,대구한의대학교,경북,경북 경산시,대학,1629,0,0,2499,2408,3289,2783
2017,영산대학교,경남,경남 양산시,대학,697,0,0,1033,1213,1720,983
2017,영산대학교,부산,부산 해운대구,대학,801,0,0,1511,1358,2044,1103
2017,건양대학교,대전,대전 서구,대학,790,0,0,1049,1234,1359,994
2017,건양대학교,충남,충남 논산시,대학,1023,0,0,1601,1894,2081,1270
2017,덕성여자대학교,서울,서울 도봉구,대학,1262,80,84,3017,2380,1533,1307
2017,김천대학교,경북,경북 김천시,대학,788,0,0,1118,1362,1970,934
2017,호남대학교,광주,광주 광산구,대학,1654,0,0,2848,2887,4012,2021
2017,세명대학교,충북,충북 제천시,대학,1971,0,0,2884,3602,4866,2454
2017,경일대학교,경북,경북 경산시,대학,1679,0,34,2445,2608,4259,2858
2017,영동대학교,충북,충북 영동군,대학,1067,0,0,1090,1414,2298,2364
2017,부산외국어대학교,부산,부산 금정구,대학,1966,0,0,5331,3873,4817,2650
2017,경희대학교,서울,서울 동대문구,대학,5476,36,118,10919,11293,12640,8787
2017,동덕여자대학교,서울,서울 성북구,대학,1581,49,46,3747,2361,1788,1587
2017,한남대학교,대전,대전 대덕구,대학,2824,0,35,5128,5232,6676,3275
2017,진주교육대학교,경남,경남 진주시,교육대학,346,0,0,381,355,351,353
2017,청주대학교,충북,충북 청주시,대학,2838,0,48,5657,5332,7256,3460
2017,평택대학교,경기,경기 평택시,대학,909,0,0,1557,1723,1670,1010
2017,대불대학교,전남,전남 영암군,대학,1051,0,0,1260,1796,2163,1339
2017,대불대학교,충남,충남 당진시,대학,0,0,0,0,0,0,0
2017,한국기술교육대학교,충남,충남 천안시,대학,1010,0,24,2603,1510,2958,1177
2017,세종대학교,서울,서울 광진구,대학,2746,0,91,4918,5306,5966,4708
2017,광주교육대학교,광주,광주 북구,교육대학,346,0,0,370,368,351,369
