학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,2024년_예측_학생수,2025년_예측_학생수,2026년_예측_학생수,2027년_예측_학생수,2028년_예측_학생수,2029년_예측_학생수,2030년_예측_학생수,2031년_예측_학생수,2032년_예측_학생수,2033년_예측_학생수,2034년_예측_학생수,2035년_예측_학생수,2036년_예측_학생수,2037년_예측_학생수,2038년_예측_학생수,2039년_예측_학생수
가곡고등학교 (강원),강원특별자치도 삼척시 가곡면 오저리 88,7225805163,37.14634584,129.2048269,삼척시,12,15,11,13,12,16,17,16,16,9,7,7,8,8,3,2636.0,2718.0,2570.0,2311.0,1970.0,1814.0,1647.0,1560.0,1526.0,1496.0,1455.0,1410.0,1416.0,1473.0,1431.0,1376.0,1275.0,1220.0,1139.0,1059.0,1044.0,1065.0,1011.0,940.0,858.0,4.626092586558865,4.2433445087298605,3.823255155015099,3.8792670688437347,4.411380250215766,4.019296853415321,3.5058543099861676,2.562987093870815,2.049544550441661,1.293383713755091,0.5465581960399586,0.40652841146837204,0.6025701098685943,0.09846288541088022,-0.5643447615612995,-1.3298409172193093
가락고등학교 (서울),서울특별시 송파구 송파동 172,5066465437,37.50107579,127.1164258,서울특별시 송파구,1669,1600,1553,1489,1331,1194,1075,1028,985,894,832,823,822,767,765,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,785.0615167734044,811.0772199932653,832.3774095502063,847.8903777935631,861.1795526617927,840.0937046349848,824.7414925392275,799.0205089232988,786.6154928668667,759.1529843186097,723.4651195515089,694.6361837486558,662.886844597744,633.4684695870258,602.9248015431107,580.8744166307054
가림고등학교 (인천),인천광역시 서구 가좌동 30-92,9869282543,37.49261929,126.6812015,인천광역시 서구,1464,1381,1332,1230,1250,1247,1228,1134,1071,992,913,849,821,833,889,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,922.8343279448162,911.995953186109,893.4056282688562,910.4886295441695,1018.7288224986764,1096.0329921352838,1151.0861937242141,1140.8220374957696,1111.7522244012234,1021.1692512522926,956.3543346488976,910.9192934418666,889.673207822149,834.1175650192389,791.9125030449352,796.0755873893393
가야고등학교 (부산),부산광역시 부산진구 가야동 산33-3,3730158329,35.14630264,129.0310877,부산광역시 부산진구,1576,1430,1304,1197,1071,964,844,736,635,581,542,511,487,466,472,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0,485.5569092397535,483.02993515666253,463.40872462913273,462.5911741904856,484.888004335406,470.0234509054591,450.6252086793785,417.47725453059695,389.3832485479975,334.45872362434386,259.31840603596254,185.21860718767755,124.2739381248955,90.53140183891617,75.88981671041847,86.81526348142944
가은고등학교 (경북),경상북도 문경시 가은읍 왕능리 218,4575511217,36.64547535,128.0711654,문경시,68,68,68,74,85,87,81,76,68,66,57,57,55,51,56,2369.0,2345.0,2257.0,2029.0,1775.0,1541.0,1415.0,1304.0,1335.0,1347.0,1456.0,1511.0,1660.0,1761.0,1764.0,1682.0,1604.0,1499.0,1358.0,1133.0,1004.0,941.0,940.0,893.0,780.0,52.607779934137,55.00824329288708,56.219486272072906,59.5008536156854,61.725136177463,61.79120397632768,59.98535080735973,58.26758803687802,55.95521507661418,52.85002852997417,47.894943615123076,45.05402826394179,43.666604487783474,43.64458188816192,42.60951970594858,40.120965948712254
가재울고등학교 (서울),서울특별시 서대문구 북가좌동 476,1018780291,37.57444587,126.9094148,서울특별시 서대문구,0,0,0,0,289,525,753,737,731,719,693,651,640,635,662,14306.0,14230.0,13619.0,12773.0,11648.0,10894.0,10147.0,9542.0,9349.0,9246.0,8816.0,8252.0,7683.0,7551.0,7196.0,7162.0,6867.0,6710.0,6287.0,5759.0,5079.0,4701.0,4480.0,4322.0,4090.0,634.2492914497891,624.7839681008874,612.3689858479094,599.8439416955255,596.9383075512114,589.1239126933973,588.3754917774377,581.8818397124934,578.4258960711502,569.1146593814167,557.4921228041607,542.5237044849673,534.2030248898863,529.3382889361485,525.8603329149241,520.7534607824934
가정고등학교 (인천),인천광역시 서구 가정동 430-41,1623722493,37.51351681,126.6797187,인천광역시 서구,1272,1214,1225,1304,1217,1109,1002,999,1004,956,886,800,796,824,917,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,882.2268518199915,875.9979528723027,865.3139473924921,875.1316821577234,937.3381696617944,981.7654820237867,1013.404988599133,1007.5060975427126,990.7994480472559,938.7407031996846,901.4910624727773,875.3791880761746,863.1688960992483,831.2406326190421,806.9850526108235,809.3776098225185
가좌고등학교 (인천),인천광역시 서구 가좌동 230,6712873995,37.48964618,126.6809097,인천광역시 서구,1472,1373,1314,1145,1138,1121,1098,1062,1013,966,895,871,891,894,906,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,928.2848233313512,922.1203111411764,911.5467438745852,921.2629948763176,982.8264676099839,1026.7945446220251,1058.10700058139,1052.2690850635422,1035.7351285269808,984.2145034673741,947.349904078448,921.507942380563,909.4238655044587,877.8256374568077,853.8207820407629,856.1886079151346
가평고등학교 (경기),경기도 가평군 가평읍 대곡리 113,1769603013,37.81828429,127.5130855,가평군,835,883,916,948,945,933,880,846,781,715,653,613,597,571,582,2049.0,1920.0,1865.0,1677.0,1527.0,1404.0,1348.0,1285.0,1235.0,1271.0,1284.0,1284.0,1231.0,1236.0,1178.0,1145.0,1085.0,1089.0,1085.0,1026.0,924.0,827.0,768.0,706.0,622.0,569.0152774416413,574.0724744250365,574.0724744250365,553.4546713388863,555.3997471017308,532.8368682527362,519.9993682179635,496.65845906383123,498.2145196741067,496.65845906383123,473.7065650622678,434.027019500243,396.2925497010625,373.3406556994991,349.2217162402291,316.5444434244439
갈산고등학교 (충남),충청남도 홍성군 갈산면 상촌리 319,1499338269,36.60486517,126.5478667,홍성군,255,263,262,257,255,245,240,236,223,195,193,181,196,170,179,3035.0,3023.0,2831.0,2552.0,2297.0,2118.0,2065.0,2009.0,2056.0,2050.0,1997.0,1888.0,1802.0,1784.0,1753.0,1724.0,1742.0,1853.0,2002.0,2016.0,1899.0,1761.0,1642.0,1475.0,1303.0,179.12154096598212,176.11022169018275,169.91713110410484,165.03083944903415,164.0081272421589,162.2467895525404,160.5990865525747,161.62179875944997,167.92852403518071,176.39430841431476,177.1897512418844,170.54212189719527,162.70132831115163,155.94006427680966,146.45156769080035,136.67898438065902
강경고등학교 (충남),충청남도 논산시 강경읍 남교리 48,2961409866,36.1596285,127.0198871,논산시,328,300,298,310,333,348,305,282,234,202,197,193,195,187,177,4701.0,4612.0,4274.0,3926.0,3491.0,3240.0,3077.0,3029.0,3042.0,3028.0,2963.0,2817.0,2818.0,2819.0,2694.0,2548.0,2434.0,2342.0,2187.0,2001.0,1895.0,1724.0,1549.0,1344.0,1238.0,177.35336168926298,173.37481390232793,164.4383834885969,164.49959191608824,164.56080034357953,156.90974690716598,147.97331649343496,140.99555575942583,135.36438043022545,125.87707416907267,114.4923066556893,108.00421334161062,97.5375722405969,86.82609742961793,74.27836979389973,67.79027647982103
강경상업고등학교 (충남),충청남도 논산시 강경읍 남교리 1,3072767674,36.16142445,127.023298,논산시,412,395,373,347,352,354,334,337,333,321,276,274,265,254,240,4701.0,4612.0,4274.0,3926.0,3491.0,3240.0,3077.0,3029.0,3042.0,3028.0,2963.0,2817.0,2818.0,2819.0,2694.0,2548.0,2434.0,2342.0,2187.0,2001.0,1895.0,1724.0,1549.0,1344.0,1238.0,255.95267759612196,252.45468352343977,244.5976506832613,244.65146597668718,244.70528127011306,237.97836959187805,230.1213367516996,223.9863933011493,219.03538630596833,210.69401582495695,200.6843712477433,194.97995014460002,185.77753496877455,176.35985861924556,165.32772346694017,159.6233023637969
강구정보고등학교 (경북),경상북도 영덕군 강구면 삼사리 21,7375791072,36.35361053,129.3803591,영덕군,91,72,89,98,86,67,61,65,69,54,46,42,38,34,33,1301.0,1270.0,1158.0,1035.0,900.0,819.0,779.0,757.0,814.0,785.0,745.0,706.0,694.0,681.0,634.0,633.0,630.0,589.0,586.0,523.0,540.0,483.0,436.0,364.0,294.0,37.5387982348357,35.182444934236635,32.88500046615255,32.17809447597283,31.412279653278134,28.643564525074233,28.584655692559252,28.407929195014326,25.992667061900278,25.81594056435535,22.104684115911823,23.106134268666427,19.748330815312755,16.979615687108854,12.738179746030536,8.61456146998217
강남영상미디어고등학교 (인천),인천광역시 강화군 길상면 온수리 409-4,5935242056,37.64167363,126.4791248,인천광역시 강화군,242,240,230,238,239,239,268,239,241,239,235,227,197,179,173,1786.0,1710.0,1602.0,1446.0,1311.0,1212.0,1182.0,1136.0,1147.0,1120.0,1110.0,1072.0,1019.0,977.0,891.0,872.0,828.0,837.0,792.0,776.0,799.0,870.0,889.0,856.0,783.0,192.86738574025938,191.7980809754239,187.73472286904894,182.0674076154208,177.57632760311168,168.38030662552632,166.34862757233887,161.64368660706265,162.6060608954146,157.79418945365484,156.083301829918,158.5427027890397,166.13476661937176,168.16644567255923,164.63773994860207,156.83181516530288
강동고등학교 (대구),대구광역시 동구 신서동 560,9534166812,35.865983,128.7296127,대구광역시 동구,989,930,957,958,1004,967,952,955,928,847,789,750,727,690,736,13641.0,13140.0,12554.0,11377.0,10119.0,9646.0,9491.0,9228.0,9138.0,8947.0,8678.0,8549.0,8756.0,9305.0,9180.0,9153.0,9029.0,8932.0,8329.0,7449.0,6644.0,5852.0,5280.0,4873.0,4696.0,705.9423594623244,690.5294377992109,683.138111053703,694.9986121104482,726.4547236087726,719.2925852894821,717.7455634125153,710.640722199779,705.0829028640095,670.5327476117516,620.1112938439455,573.987123067714,528.6078146766887,495.83386972761485,472.5139473600046,462.37235949988906
강동고등학교 (서울),서울특별시 강동구 상일동 267,6071490764,37.54991665,127.1606683,서울특별시 강동구,1094,1098,1067,1054,972,890,843,862,779,708,614,609,604,615,672,17417.0,17232.0,16568.0,15668.0,14060.0,13258.0,12483.0,11965.0,11907.0,12110.0,12479.0,12915.0,13551.0,13891.0,13315.0,12749.0,12024.0,11247.0,10126.0,8920.0,8064.0,7631.0,7782.0,7873.0,7532.0,602.3121827955891,617.4566208953595,635.3508621189364,661.4534708762643,675.4076956836409,651.7675971864383,628.5379170659232,598.7825847560762,566.8930768874541,520.8851768607802,471.3887206322623,436.2569075878084,418.4857918772378,424.6831093652197,428.41791659307637,414.42264994803105
강릉고등학교 (강원),강원특별자치도 강릉시 초당동 57-2 번지,4718057751,37.78891804,128.9159872,강릉시,1061,1076,1057,1003,960,934,883,831,736,665,585,530,505,510,516,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,443.04087932419907,432.0038914348953,399.0116050561162,402.6906010192175,400.55440981483605,379.07382048189004,334.8071916355425,307.03670597858456,280.4529932129496,255.05605333863758,211.62016551621622,179.3399428722309,163.43718612850284,146.34765649345178,137.92156896505855,123.20558511265352
강릉명륜고등학교 (강원),강원특별자치도 강릉시 교동 233 번지,2500884771,37.76314126,128.8938677,강릉시,1057,1068,1037,1029,1007,972,874,830,733,658,578,525,501,505,524,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,442.3202428884176,431.4482484620279,398.9491683487338,402.57316649086374,400.4689095051109,379.3094364817073,335.70455561027313,308.34921479548615,282.1629056394507,257.1456281421668,214.3590694318588,182.56140831381578,166.89638408654451,150.06232820052173,141.76220342338547,127.26621085486585
강릉문성고등학교 (강원),강원특별자치도 강릉시 지변동 54,9823591649,37.77563062,128.8700327,강릉시,1038,1023,1031,997,948,911,934,921,888,803,733,700,671,635,646,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,600.9440076252089,591.4697442851152,563.14882806419,566.3069158442213,564.4731874558161,546.0340297724078,508.0351026126773,484.1966335634093,461.3769025076998,439.57590944554875,402.29009888130906,374.580425456519,360.9293363428356,346.2595092355937,339.02646948132866,326.39411836120377
강릉여자고등학교 (강원),강원특별자치도 강릉시 옥천동 237-1 번지,3950189590,37.75965121,128.9034321,강릉시,1073,1066,1032,1020,1003,962,963,984,971,878,808,764,727,697,685,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,656.9687511853064,647.2345153032121,618.1364768599627,621.3812221539941,619.4971764993952,600.5520507503732,561.5104380189628,537.0178445091773,513.5719430297245,491.17273358060436,452.863805270427,424.3937820453772,410.3681088389188,395.2957436021277,387.86423018676544,374.88524901063977
강릉정보공업고등학교 (강원),강원특별자치도 강릉시 주문진읍 교항리 48-123,6618147492,37.88054161,128.8307453,강릉시,443,449,410,381,383,367,387,357,374,353,324,283,268,228,208,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,218.0759247806551,212.97746703836054,197.73691593773822,199.43640185183637,198.44960357913425,188.52679872585134,168.078145630412,155.24976808528385,142.96961180276801,131.23767678286447,111.17277857125379,96.26116022819883,88.91499530919381,81.02060912757648,77.12823816302904,70.33029450663636
강릉제일고등학교 (강원),강원특별자치도 강릉시 교동 886 번지,3992189228,37.76013262,128.889764,강릉시,933,934,922,1052,1044,982,871,813,743,715,678,681,665,655,631,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,615.9545671220635,610.3017048056479,593.4039013221686,595.2881887609738,594.1940863771514,583.1922790731595,560.5200463417287,546.2967153520376,532.6812190200255,519.6735573456926,497.42680887463723,480.8937061857655,472.74872177286545,463.99590270228623,459.6802766327646,452.14312687754364
강릉중앙고등학교 (강원),강원특별자치도 강릉시 입암동 525번지,8774001419,37.75736497,128.9150334,강릉시,1014,987,901,846,816,791,785,762,716,684,651,624,585,541,477,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,505.0428518937736,497.08004607477653,473.2772501857315,475.93151879206386,474.39033056903213,458.892826770769,426.95598192683445,406.92053502742243,387.74130380747243,369.4182882669845,338.08079439867345,314.7917279173056,303.3184378125141,290.9889320282606,284.90980070408,274.29272627875054
강북고등학교 (대구),대구광역시 북구 태전동 산14-1,8456016957,35.92972817,128.5412228,대구광역시 북구,1476,1333,1328,1341,1341,1302,1211,1155,1079,1004,915,862,798,746,738,17442.0,16896.0,16501.0,15788.0,15227.0,15524.0,15774.0,15333.0,15093.0,14769.0,14030.0,13068.0,12736.0,12967.0,12484.0,12009.0,11518.0,11295.0,10497.0,9382.0,8245.0,7421.0,6647.0,6171.0,5622.0,712.3778504797956,566.9910702922307,377.7325012253327,312.416654104532,357.8623188181009,262.8395653260932,169.39068766832133,72.79405834207682,28.922269462744225,-128.07184500231278,-347.43078939897737,-571.1178923397913,-733.2271032661156,-885.4995902284638,-979.1452023655152,-1087.1524314899716
강서고등학교 (서울),서울특별시 양천구 목동 735,1517779529,37.53631557,126.8657711,서울특별시 양천구,1782,1860,1880,1890,1815,1747,1703,1618,1403,1133,971,980,1004,992,1014,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0,990.599906659063,925.1545372469361,806.8550775489527,750.7799623703295,779.4763659604344,760.2966268262314,731.0145823465327,680.7958760638492,649.6104986929699,554.2974439115501,387.5362005996651,224.7280332925393,78.17140067164655,-3.818323871510188,-82.8798439666972,-145.25059870845575
강원고등학교 (강원),강원특별자치도 춘천시 동면 장학리 산36 번지,9590950250,37.89496596,127.7564189,춘천시,897,920,930,933,920,919,916,886,786,716,659,609,602,585,607,9626.0,9583.0,9189.0,8636.0,7781.0,7202.0,6817.0,6493.0,6559.0,6614.0,6648.0,6609.0,6793.0,6985.0,6845.0,6483.0,6235.0,6092.0,5792.0,5440.0,5122.0,4972.0,4754.0,4588.0,4326.0,577.7965082493166,581.003487899455,577.3248935948845,594.6803128779859,612.7903156081785,599.5851052840796,565.4402043031956,542.0481174433635,528.5599383266054,500.26305906067944,467.06138738865957,437.06669536677805,422.91825573381504,402.3558568005755,386.6982502734298,361.98564238118774
강원대학교사범대학부설고등학교 (강원),강원특별자치도 춘천시 후평동 1-6,5096059322,37.87343185,127.7475973,춘천시,1020,1059,1074,1051,1042,1033,1014,994,930,856,766,725,717,699,738,9626.0,9583.0,9189.0,8636.0,7781.0,7202.0,6817.0,6493.0,6559.0,6614.0,6648.0,6609.0,6793.0,6985.0,6845.0,6483.0,6235.0,6092.0,5792.0,5440.0,5122.0,4972.0,4754.0,4588.0,4326.0,697.8854396675777,701.0709619541246,697.4169805077913,714.6562775879282,732.6451093237232,719.528252849706,685.6118096811758,662.376235355774,648.978303385885,620.8707537987054,587.891228949748,558.0972263873375,544.0434515937477,523.6186322270638,508.06578812215776,483.51852814935415
강원생명과학고등학교 (강원),강원특별자치도 춘천시 사농동 122,7515780925,37.91001603,127.7232945,춘천시,688,602,559,589,637,620,492,475,387,342,298,266,262,218,204,9626.0,9583.0,9189.0,8636.0,7781.0,7202.0,6817.0,6493.0,6559.0,6614.0,6648.0,6609.0,6793.0,6985.0,6845.0,6483.0,6235.0,6092.0,5792.0,5440.0,5122.0,4972.0,4754.0,4588.0,4326.0,218.77878246411922,221.46079642576797,218.38436864622963,232.89879714456447,248.04428775152257,237.00070085061566,208.4451404354134,188.88221506809248,177.60197987645182,153.93715080307982,126.17041802365662,101.08569920588224,89.2532846691962,72.05684220921256,58.96230345528005,38.29501939786843
강원생활과학고등학교 (강원),강원특별자치도 홍천군 남면 양덕원리 66 번지,1345724403,37.60888471,127.7701243,홍천군,219,214,231,252,251,251,258,252,241,216,195,191,188,174,159,2837.0,2745.0,2660.0,2437.0,2187.0,2008.0,1877.0,1731.0,1748.0,1701.0,1712.0,1569.0,1484.0,1448.0,1376.0,1341.0,1322.0,1305.0,1255.0,1142.0,1047.0,964.0,868.0,817.0,799.0,164.643855240268,165.52055882311976,154.123412246047,147.34888456037436,144.47967283467773,138.74124938328444,135.9517379833016,134.4374317947395,133.08252625760497,129.09750997191517,120.09137316625628,112.51984222344569,105.90471518920066,98.25348392067629,94.18876730927272,92.75416144642439
강원예술고등학교 (강원),강원특별자치도 강릉시 구정면 제비리 132-2,4496809840,37.72193969,128.8645411,강릉시,291,281,279,293,282,272,270,270,269,235,212,184,183,174,168,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,156.46867869397863,153.0039268751001,142.64692681436637,143.8018440873259,143.13124696109134,136.38802030284384,122.49175763142773,113.77399499037847,105.42878630834844,97.45613158533757,83.82065668523491,73.6871889999127,68.69496594905546,63.330188939178996,60.68505583014269,56.065386738304625
강원외국어고등학교 (강원),강원특별자치도 양구군 양구읍 하리 500번지,1258638978,38.11982808,127.9905164,양구군,0,153,297,443,446,429,425,405,387,352,354,347,341,307,288,996.0,1007.0,936.0,894.0,796.0,788.0,740.0,697.0,656.0,634.0,602.0,586.0,613.0,656.0,645.0,629.0,630.0,644.0,637.0,573.0,536.0,494.0,491.0,468.0,437.0,290.98700821404293,280.57251728590785,275.36527182184034,284.1524985424543,298.1469707271358,294.5669894705893,289.35974400652185,289.68519684802607,294.2415366290851,291.9633667385556,271.1343848822855,259.0926297466293,245.42361040345205,244.4472518789394,236.96183652434232,226.87279843771148
강일고등학교 (서울),서울특별시 강동구 강일동 685-1,8091495633,37.5638281,127.1779035,서울특별시 강동구,0,280,582,841,838,768,729,682,621,557,524,532,530,519,564,17417.0,17232.0,16568.0,15668.0,14060.0,13258.0,12483.0,11965.0,11907.0,12110.0,12479.0,12915.0,13551.0,13891.0,13315.0,12749.0,12024.0,11247.0,10126.0,8920.0,8064.0,7631.0,7782.0,7873.0,7532.0,516.158018873273,526.6384166534039,539.0217592879214,557.085534323594,566.7422694055572,550.3826240902313,534.3070003949629,513.7154329407765,491.6469530622898,459.8081294538167,425.5551220748529,401.24287139791,388.9447352494097,393.2334617122816,395.8180584548071,386.13292121083805
강일여자고등학교 (강원),강원특별자치도 강릉시 교동 1133-2,7942060649,37.764332,128.8870353,강릉시,1051,1074,1062,1062,1024,975,960,971,945,863,784,731,700,667,661,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,625.6441350927881,615.3690023442209,584.6540893968911,588.0791336464135,586.0903982757231,566.0925592704472,524.8815429778069,499.0279831588314,474.27927632357284,450.63542247203117,410.19780326799264,380.145802110893,365.34077212908653,349.43088916356317,341.5864329791732,327.8862559810836
강진고등학교 (전남),전라남도 강진군 강진읍 서성리 302-5,3437738537,34.63782109,126.7585876,강진군,422,424,422,406,389,431,482,517,484,449,409,377,361,357,380,1496.0,1429.0,1328.0,1138.0,1000.0,861.0,877.0,894.0,1080.0,1205.0,1284.0,1311.0,1345.0,1355.0,1245.0,1123.0,1013.0,920.0,793.0,686.0,605.0,512.0,420.0,322.0,349.0,443.0897884490408,461.3820250895637,467.63380216923605,475.5064103436383,477.8218833361096,452.3516804189258,424.1029099107765,398.6327069935927,377.09880816361004,347.69230115922517,322.91674013978275,304.16140890076554,282.62751007078293,261.32515854004737,238.6335232138291,244.88530029350147
강호항공고등학교 (전북),전북특별자치도 고창군 고창읍 덕산리 17,5405194640,35.425102,126.6999786,고창군,648,647,658,660,687,685,669,650,624,600,554,535,494,476,449,2085.0,2018.0,1881.0,1691.0,1431.0,1252.0,1108.0,1072.0,1074.0,1084.0,1071.0,1024.0,1036.0,1027.0,962.0,947.0,907.0,879.0,776.0,732.0,711.0,679.0,604.0,523.0,458.0,480.8542508787026,478.4156998809869,469.5994001200147,471.8503702717523,470.16214265794906,457.9693876693706,455.1556749796986,447.6524411405733,442.4001774531856,423.079350317438,414.8257930944002,410.88659532885947,404.88400825755923,390.81544480919933,375.6213962849707,363.42864129639213
강화고등학교 (인천),인천광역시 강화군 강화읍 국화리 198-1,9694958269,37.74802846,126.4738138,인천광역시 강화군,600,592,612,624,635,624,613,597,543,524,477,453,457,452,475,1786.0,1710.0,1602.0,1446.0,1311.0,1212.0,1182.0,1136.0,1147.0,1120.0,1110.0,1072.0,1019.0,977.0,891.0,872.0,828.0,837.0,792.0,776.0,799.0,870.0,889.0,856.0,783.0,444.436852615666,442.02629663500124,432.866183908475,420.0902372109516,409.9659020921596,389.2351206584424,384.6550642951793,374.0486179802542,376.2181183628525,365.37061644986096,361.5137268807973,367.05800563632636,384.1729530990463,388.7530094623094,380.7981747261156,363.20111606726266
강화여자고등학교 (인천),인천광역시 강화군 강화읍 관청리 794-1,6270484924,37.75388637,126.4795303,인천광역시 강화군,606,600,612,625,610,597,569,564,535,527,495,507,511,491,472,1786.0,1710.0,1602.0,1446.0,1311.0,1212.0,1182.0,1136.0,1147.0,1120.0,1110.0,1072.0,1019.0,977.0,891.0,872.0,828.0,837.0,792.0,776.0,799.0,870.0,889.0,856.0,783.0,485.8652963151204,484.64909593516967,480.02753449135696,473.5816724776181,468.4736308818251,458.0143076142489,455.70352689234255,450.3522452205593,451.446825562515,445.9739238527368,444.02800324481564,446.82526411870225,455.4602868163524,457.77106753825876,453.7576062844214,444.8793435107811
개금고등학교 (부산),부산광역시 부산진구 개금동 578-7,4314237773,35.16087702,129.0256396,부산광역시 부산진구,1033,961,939,879,808,710,662,603,551,498,458,455,436,430,439,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0,438.7225447272373,437.09145853851203,424.4265540142923,423.8988496591165,438.29078661845705,428.69616197889667,416.1751768242704,394.7791638780508,376.6453233092817,341.1931852661061,292.6923577131285,244.86315388492005,205.52519286272258,183.74539493092055,174.2946896609536,181.34673877103046
개성고등학교 (부산),부산광역시 부산진구 당감동 642,3012193202,35.1676735,129.0299526,부산광역시 부산진구,983,946,899,855,819,814,784,807,775,718,649,600,586,593,599,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0,604.1360166742544,602.2525686024236,587.6281482799726,587.0187974332038,603.6374568905345,592.5583505856474,578.1001168577696,553.3937097978715,532.4541988816347,491.51690108507694,435.5120187138726,380.28267378401034,334.8583379339732,309.7087666218795,298.79584691156566,306.9389900456577
