학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,2024년_예측_학생수,2025년_예측_학생수,2026년_예측_학생수,2027년_예측_학생수,2028년_예측_학생수,2029년_예측_학생수,2030년_예측_학생수,2031년_예측_학생수,2032년_예측_학생수,2033년_예측_학생수,2034년_예측_학생수,2035년_예측_학생수,2036년_예측_학생수,2037년_예측_학생수,2038년_예측_학생수,2039년_예측_학생수
진성고등학교 (경기),경기도 광명시 하안동 23-1,5331646323,37.46950279,126.8767614,광명시,1116,1107,1093,1068,1037,979,933,914,848,759,703,661,646,653,705,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0,609.9181513066023,592.7212700578127,612.4738590992437,660.8157217532719,713.8791462615018,702.0102660041508,655.4444036806021,614.7263473232665,582.7583413746349,538.8781380874211,485.1216402794918,438.42582671224955,407.8006502817854,387.8747929154297,375.0529368709921,365.73976440628235
진성여자고등학교 (전남),전라남도 여수시 봉강동 203-1,3640900850,34.73964826,127.7213738,여수시,868,864,838,801,820,800,762,690,610,529,485,423,389,359,374,13687.0,13188.0,12391.0,11227.0,10024.0,9155.0,8542.0,7954.0,7795.0,7793.0,7712.0,7523.0,7649.0,7784.0,7654.0,7296.0,7227.0,7089.0,6812.0,6053.0,5339.0,4787.0,4399.0,4094.0,3744.0,345.43127091432916,340.2906009108265,328.295704235987,336.29230201921337,344.8600853583844,336.60962732807155,313.8891352138253,309.5100459515823,300.7518674270963,283.1720453163527,235.00206343167974,189.68800932673048,154.65529522878654,130.03085126139115,110.67400742104167,88.4612358009685
진안제일고등학교 (전북),전북특별자치도 진안군 진안읍 군하리 386,2483957886,35.7869701,127.4208007,진안군,169,169,173,174,174,173,170,167,163,159,151,145,130,131,128,981.0,946.0,849.0,760.0,659.0,593.0,541.0,520.0,616.0,734.0,833.0,886.0,881.0,875.0,771.0,676.0,598.0,550.0,522.0,488.0,466.0,449.0,409.0,343.0,297.0,150.72507773890834,159.51971791881834,164.22795963129545,163.78378588483537,163.25077738908323,154.01196346271308,145.57266227997113,138.6435518351935,134.3794838691765,131.89211088899995,128.87172941307125,126.91736492864679,125.40717419068244,121.85378421900162,115.99069076572826,111.9042922982953
진위고등학교 (경기),경기도 평택시 진위면 가곡리 505,7062120139,37.10991471,127.0694297,평택시,822,787,796,792,774,762,762,690,629,527,425,376,395,440,434,18005.0,17198.0,16140.0,14944.0,13552.0,12687.0,12328.0,12529.0,13281.0,13899.0,13758.0,13264.0,13059.0,13365.0,13241.0,13237.0,13084.0,13001.0,12511.0,11635.0,11018.0,10745.0,10873.0,11237.0,11268.0,479.74774483573776,470.6327059332707,438.6977469416486,425.44538541678514,445.22695920511796,437.2108966242249,436.9523139603251,427.06152706615876,421.6959367902384,390.0195604625161,333.3899570684656,293.50358116192547,275.85531435076587,284.1299595955586,307.66098201043803,309.6649976556613
진접고등학교 (경기),경기도 남양주시 진접읍 금곡리 1079,7588878095,37.71585327,127.1904483,남양주시,0,435,719,1074,1048,1113,1110,1125,1098,1071,1033,1037,1044,1062,1087,14389.0,15379.0,15484.0,14735.0,13473.0,12852.0,12596.0,13031.0,14408.0,15759.0,16131.0,16317.0,17028.0,18027.0,17711.0,17041.0,16548.0,16261.0,15228.0,13760.0,12397.0,11658.0,11134.0,10888.0,10448.0,1117.9378280005121,1127.4141808903155,1132.152357335217,1150.2644189068571,1175.7130117480224,1167.6632066050713,1150.5955817766621,1138.036866790982,1130.7258095883649,1104.4110984723252,1067.0151682512733,1032.2940150555694,1013.4686796105032,1000.1202685506727,993.8536480912867,982.6450586517343
진주고등학교 (경남),경상남도 진주시 상봉동 987-1,1686452925,35.20009654,128.0802351,진주시,1534,1521,1496,1364,1201,1023,940,940,935,907,867,830,831,817,842,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,827.1999191992732,818.6819466462301,812.0920286913422,813.3006599319766,820.5812243100843,813.0416675232692,808.2071425607313,803.0560713208844,803.3438406638926,790.6532126372306,775.5165451949987,756.7539840308634,743.1137171722744,731.3151741089378,726.0777720661883,721.5885703152603
진주기계공업고등학교 (경남),경상남도 진주시 상평동 272-1,8644541919,35.17618865,128.1018139,진주시,887,856,825,790,710,625,545,547,551,538,538,536,530,519,522,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,526.0908593202046,524.4176864994882,523.1232386077854,523.360648264779,524.7907588176209,523.3097747668518,522.3601361388777,521.3483187912148,521.4048449000228,518.9120435015907,515.9387701782907,512.2532678840103,509.5739303265118,507.25635986538447,506.2275846850792,505.3457773876746
진주동명고등학교 (경남),경상남도 진주시 초전동 534,9031719326,35.20257652,128.118698,진주시,1173,1184,1162,1157,1133,1108,1042,1021,949,872,772,738,690,674,695,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,679.1744055260484,654.5778285203695,635.5487199585436,639.038774803944,660.0622004202844,638.290905908501,624.3306865268995,609.4564051619789,610.2873706013598,573.6417947246558,529.9330126132129,475.75406596556877,436.3663041389072,402.2967211242844,387.1731501275494,374.2100892732051
진주여자고등학교 (경남),경상남도 진주시 상봉동 856-1,3249620199,35.20114847,128.0767716,진주시,1113,1105,1104,1090,1095,1074,1051,1024,941,829,718,661,622,617,642,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,610.9929482173749,581.5220669360586,558.7219594582835,562.9036385590108,588.0932769514873,562.0075644659978,545.2808480630886,527.4589299909412,528.4545678720667,484.54693731443,432.17638476722595,367.26079491784014,320.06755935248896,279.2464062263414,261.1257967898564,245.5938458442978
진주외국어고등학교 (경남),경상남도 진주시 일반성면 개암리 884,9853550314,35.16965618,128.281668,진주시,362,378,358,380,371,400,274,265,197,172,148,152,164,136,147,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,136.53880633507285,128.7190419110839,122.66929173171405,123.77885289998275,130.462638032649,123.54108979249662,119.1028451194218,114.37400109275279,114.63818232329297,102.98779005647157,89.09185733005876,71.86724109883983,59.34505077123589,48.51362031908903,43.705521923257976,39.58429472683136
진주제일여자고등학교 (경남),경상남도 진주시 하대동 465,8100189745,35.19065525,128.1143105,진주시,1074,1089,1084,1065,1068,1041,1022,975,946,875,782,732,696,681,717,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,691.8149737591391,669.8014030006212,652.7706337313624,655.8941809335845,674.7098343183989,655.2248493902512,642.7306605813626,629.4183998861778,630.1621016009926,597.3648559776601,558.2461457784019,509.7567939724772,474.5053326902559,444.0135623828493,430.47819117322,418.8764444221092
진주중앙고등학교 (경남),경상남도 진주시 하대동 294-1,5972272634,35.19400986,128.1190142,진주시,1026,1026,1015,1008,1000,982,890,842,769,719,630,599,577,566,587,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,563.1912629866371,542.8179150600611,527.0561019682167,529.9469148496904,547.3606210166624,529.3274549465175,517.764203420623,505.44383423529484,506.13212301659803,475.778587761125,439.57459786457423,394.69816932360266,362.0732810898288,333.85344105639575,321.3265852366767,310.5892802483461
진천고등학교 (충북),충청북도 진천군 진천읍 신정리 590,8099955856,36.8539549,127.4499542,진천군,680,695,693,700,728,715,686,659,634,572,490,467,476,504,534,2658.0,2567.0,2500.0,2352.0,2158.0,2051.0,1888.0,1770.0,1749.0,1778.0,1813.0,1778.0,1835.0,1860.0,1774.0,1694.0,1694.0,1684.0,1636.0,1591.0,1677.0,1689.0,1649.0,1539.0,1425.0,474.4989148807772,481.62512507111995,474.4989148807772,486.104457190764,491.19460732672314,473.68449085902375,457.3960104239545,457.3960104239545,455.35995036957087,445.5868621085294,436.42459186380296,453.93470833150235,456.3779803967627,448.2337401792281,425.83707958100797,402.6259949610344
진천상업고등학교 (충북),충청북도 진천군 진천읍 신정리 662-1,3032911658,36.84776396,127.443637,진천군,365,370,358,345,366,395,381,352,334,331,306,297,283,272,276,2658.0,2567.0,2500.0,2352.0,2158.0,2051.0,1888.0,1770.0,1749.0,1778.0,1813.0,1778.0,1835.0,1860.0,1774.0,1694.0,1694.0,1684.0,1636.0,1591.0,1677.0,1689.0,1649.0,1539.0,1425.0,271.771707503485,275.4324802307682,271.771707503485,277.73353737363186,280.348375035977,271.35333347750975,262.98585295800535,262.98585295800535,261.9399178930673,256.9194295813646,252.2127217891434,261.20776334761064,262.46288542553634,258.2791451657841,246.7738594514655,234.8501997111717
창녕고등학교 (경남),경상남도 창녕군 대지면 효정리 104,7889461994,35.54412474,128.4823584,창녕군,172,168,172,170,190,184,173,154,147,148,138,135,129,122,129,2051.0,1994.0,1903.0,1672.0,1346.0,1163.0,1044.0,1086.0,1090.0,1104.0,1076.0,1029.0,1051.0,1111.0,1157.0,1156.0,1144.0,1143.0,1148.0,1108.0,1035.0,892.0,773.0,607.0,503.0,128.7259006142546,127.77041481138095,126.16656364227157,126.91730248738659,128.96477206497303,130.53449874112263,130.50037424816287,130.09088033264555,130.0567558396858,130.22737830448466,128.86239858609372,126.37131060003021,121.49150810678255,117.43069344456946,111.76602761324699,108.2170803454305
창녕대성고등학교 (경남),경상남도 창녕군 대합면 등지리 651-7,8064593076,35.60134951,128.4615163,창녕군,164,160,158,164,161,163,158,155,149,136,129,113,120,120,105,2051.0,1994.0,1903.0,1672.0,1346.0,1163.0,1044.0,1086.0,1090.0,1104.0,1076.0,1029.0,1051.0,1111.0,1157.0,1156.0,1144.0,1143.0,1148.0,1108.0,1035.0,892.0,773.0,607.0,503.0,115.24977450551806,114.03762776522817,112.00295287974153,112.95535388996932,115.55281119059055,117.54419512106682,117.50090416605646,116.98141270593221,116.93812175092185,117.15457652597362,115.42293832555947,112.26269860980366,106.07209204332307,100.92046839709097,93.73416986537225,89.23191054429546
창녕슈퍼텍고등학교 (경남),경상남도 창녕군 창녕읍 말흘리 321,9325414240,35.53432206,128.5034538,창녕군,209,213,229,246,236,229,241,238,245,219,177,160,131,130,127,2051.0,1994.0,1903.0,1672.0,1346.0,1163.0,1044.0,1086.0,1090.0,1104.0,1076.0,1029.0,1051.0,1111.0,1157.0,1156.0,1144.0,1143.0,1148.0,1108.0,1035.0,892.0,773.0,607.0,503.0,140.53888000005003,137.2314665104551,131.67973672434937,134.27841875188824,141.36573337244874,146.7993412482118,146.68121933786912,145.26375641375702,145.14563450341436,145.7362440551277,141.01136764142072,132.38846818640542,115.4970350074029,101.44052767662457,81.83229055974051,69.54761188410231
창녕여자고등학교 (경남),경상남도 창녕군 창녕읍 말흘리 47,5604146420,35.540305,128.5053412,창녕군,378,364,342,332,338,330,327,330,326,291,265,221,228,216,238,2051.0,1994.0,1903.0,1672.0,1346.0,1163.0,1044.0,1086.0,1090.0,1104.0,1076.0,1029.0,1051.0,1111.0,1157.0,1156.0,1144.0,1143.0,1148.0,1108.0,1035.0,892.0,773.0,607.0,503.0,228.83478221320155,225.69688743374854,220.42970691109522,222.89519566637975,229.61925590806482,234.77436876002338,234.66230108932862,233.3174890409916,233.20542137029688,233.76575972377063,229.28305289598057,221.10211293526373,205.0764360259143,191.7403832132389,173.13714987791022,161.4821121256561
창덕여자고등학교 (서울),서울특별시 송파구 방이동 89-6,4181726992,37.51624351,127.1402736,서울특별시 송파구,1620,1599,1594,1598,1529,1432,1294,1211,1018,770,540,469,457,454,439,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,429.2272227629355,507.62898589297515,571.819924809949,618.5703067381603,658.6189931568006,595.0740007949662,548.8080787831095,471.29449216638614,433.9103352876957,351.1484329104653,243.59833147976178,156.71851981351801,61.03768633350023,-27.618478359376923,-119.66586246673569,-186.11761432669732
창동고등학교 (서울),서울특별시 도봉구 창동 694-10,9855100631,37.65103577,127.0388191,서울특별시 도봉구,1552,1542,1514,1527,1540,1465,1377,1338,1350,1261,1130,1076,1076,1042,1059,15223.0,14388.0,13450.0,12346.0,11097.0,10635.0,10210.0,9823.0,9549.0,9447.0,9362.0,9223.0,9193.0,9246.0,8618.0,8166.0,7564.0,7283.0,6636.0,5862.0,5096.0,4408.0,3837.0,3446.0,3199.0,1032.4692681349907,1026.9191708966862,1017.8431295305177,1015.8842716817043,1019.3449205479412,978.3394962461147,948.8260379906599,909.5182904911383,891.1703219739197,848.9242877011781,798.3857552017931,748.3695847954251,703.4464447959718,666.1628504068907,640.6324031106898,624.5044734887931
창문여자고등학교 (서울),서울특별시 강북구 미아동 8-16,9278766334,37.6134057,127.0357962,서울특별시 강북구,1715,1694,1618,1590,1534,1482,1382,1282,1170,1059,984,970,969,922,926,13303.0,12177.0,11271.0,10441.0,10074.0,9759.0,9364.0,8700.0,8704.0,8763.0,8773.0,8443.0,8374.0,8408.0,8098.0,7669.0,7015.0,6489.0,5901.0,5081.0,4343.0,3620.0,3270.0,2898.0,2675.0,900.2585877150407,901.3048644874946,866.7777309965171,859.5584212665855,863.1157622929286,830.6811823468589,785.7959088085883,717.3694078901057,662.3352496590325,600.8141754387455,515.0194800975288,437.80425429043373,362.1584436420195,325.53875660613437,286.6172606708507,263.2852886451296
창의경영고등학교 (경기),경기도 광명시 소하동 883-13,5213291704,37.4383574,126.8821568,광명시,1083,1054,1030,1024,960,875,839,787,670,601,508,501,436,362,300,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0,293.7962808289053,263.34632182743235,298.32158959738626,383.9189554554314,477.87663751287334,456.8607967914537,374.40813702675973,302.3099973255389,245.70528764521873,168.00803709486047,72.82315265952536,-9.8596075510236,-64.08661262417587,-99.36868098860305,-122.07192497962575,-138.5624569325646
창평고등학교 (전남),전라남도 담양군 창평면 창평리 232,6522195756,35.238479,127.0123953,담양군,862,840,840,845,861,844,834,832,793,728,639,606,585,563,557,1851.0,1762.0,1561.0,1423.0,1181.0,1139.0,1056.0,1078.0,1116.0,1116.0,1123.0,1074.0,1051.0,1065.0,1051.0,1095.0,1047.0,1011.0,940.0,879.0,803.0,751.0,633.0,542.0,490.0,595.4157056239885,597.9817963190845,580.0191614534128,571.5877205980976,576.7199019882894,571.5877205980976,587.7174335387008,570.1213830580427,556.9243451975492,530.8968538615759,508.5352063757397,480.6747931146979,461.61240509398505,418.3554476623674,384.99626862611996,365.9338806054071
창현고등학교 (경기),경기도 수원시 팔달구 우만동 9-1,9039462864,37.28490893,127.0418566,팔달구,2106,2054,2008,2008,1979,1882,1790,1743,1589,1409,1194,1090,1050,1033,1075,15400.0,17361.0,17385.0,16584.0,12964.0,9997.0,7244.0,6840.0,6701.0,6761.0,6552.0,6278.0,6022.0,6083.0,5795.0,5527.0,5109.0,4793.0,4300.0,3710.0,3035.0,2544.0,2348.0,2466.0,2685.0,1006.3705203355134,994.0914373514745,977.9935008078063,962.9530929421892,966.5369401289183,949.6164812800992,933.8710542957813,909.3128883277035,890.7473848685825,861.7828494086245,827.1194094058353,787.4620839789154,758.6150517054077,747.0997394332946,754.0324274338525,766.8990263501421
처인고등학교 (경기),경기도 용인시 처인구 남사읍 아곡리 706,3257150232,37.15100139,127.170645,처인구,0,0,0,0,0,0,0,0,0,0,0,0,116,310,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6580.0,6720.0,6563.0,6270.0,6092.0,6068.0,5677.0,5475.0,5408.0,5411.0,5090.0,4786.0,4609.0,4524.0,4276.0,3985.0,3646.0,519.7180851063827,508.8199468085104,488.48138297872316,476.1255319148934,474.4595744680849,447.3183510638296,433.2965425531913,428.6457446808509,428.85398936170196,406.5718085106381,385.4696808510637,373.1832446808509,367.2829787234041,350.06808510638285,329.86835106382966,306.33670212765946
철성고등학교 (경남),경상남도 고성군 고성읍 기월리 143-6,7410433411,34.98406642,128.3201646,경상남도 고성군,290,320,330,350,337,329,329,326,319,304,290,273,268,267,276,1828.0,1721.0,1621.0,1409.0,1259.0,1086.0,995.0,961.0,988.0,1085.0,1175.0,1286.0,1318.0,1358.0,1269.0,1180.0,1042.0,937.0,817.0,709.0,594.0,502.0,415.0,349.0,297.0,277.3273023397619,284.0058021518365,292.2426185867285,294.61719629768834,297.5854184363882,290.98112417778106,284.376829919174,274.13646354065963,266.34488042657256,257.44021401047314,249.42601423598364,240.89237558722166,234.0654646682121,227.60958151653998,222.71201498768528,218.85332620737552
철원고등학교 (강원),강원특별자치도 철원군 철원읍 화지리 54 번지,2805285453,38.20962891,127.2112801,철원군,435,437,420,408,403,408,413,402,374,325,294,268,238,223,222,2199.0,2259.0,2125.0,1992.0,1723.0,1590.0,1431.0,1390.0,1363.0,1370.0,1327.0,1328.0,1292.0,1312.0,1248.0,1268.0,1235.0,1212.0,1128.0,1060.0,1032.0,1025.0,968.0,887.0,772.0,220.9788389867448,212.12844098777907,212.33426419705734,204.92462866303953,209.041092848605,195.86840745479554,199.984871640361,193.192705734178,188.45877192077774,171.16962234140283,157.17364411048027,151.41059425068863,149.96983178574072,138.2379088568792,121.5662289053391,97.89655983833774
철원여자고등학교 (강원),강원특별자치도 철원군 동송읍 이평리 862 번지,9308094680,38.20530981,127.210088,철원군,379,362,352,353,358,383,412,400,367,334,300,276,253,228,231,2199.0,2259.0,2125.0,1992.0,1723.0,1590.0,1431.0,1390.0,1363.0,1370.0,1327.0,1328.0,1292.0,1312.0,1248.0,1268.0,1235.0,1212.0,1128.0,1060.0,1032.0,1025.0,968.0,887.0,772.0,231.5236266304761,223.28114761016457,223.47283316877645,216.5721530587482,220.4058642309861,208.13798847982477,211.97169965206268,205.6460762178701,201.2373083697965,185.1357214463972,172.10110346078827,166.7339078196552,165.39210890937193,154.46603206849383,138.93950182093025,116.8956625805622
첨단고등학교 (광주),광주광역시 광산구 월계동 864-11,8541477501,35.206729,126.8375619,광주광역시 광산구,1104,1124,1189,1285,1270,1191,1122,1116,1101,1100,1052,1043,1020,993,1002,15628.0,15242.0,14583.0,13727.0,13077.0,12820.0,12623.0,12335.0,12442.0,12482.0,12303.0,12505.0,13148.0,14066.0,13853.0,13413.0,12680.0,12287.0,11303.0,10150.0,8845.0,7911.0,7444.0,7121.0,6720.0,1018.7430774106126,1012.0288154230889,1019.6058038112442,1043.7246331854215,1078.1586695236717,1070.1690728569536,1053.664741714437,1026.170026424745,1011.4286579269974,974.5189719173698,931.2701223552756,882.319776580312,847.2855827459704,829.7684858287996,817.6528063764522,802.6113591306589
청구고등학교 (대구),대구광역시 동구 신천동 850-6,1751037836,35.86865525,128.6205716,대구광역시 동구,1295,1275,1291,1334,1267,1204,1137,1148,1037,937,832,773,738,698,705,13641.0,13140.0,12554.0,11377.0,10119.0,9646.0,9491.0,9228.0,9138.0,8947.0,8678.0,8549.0,8756.0,9305.0,9180.0,9153.0,9029.0,8932.0,8329.0,7449.0,6644.0,5852.0,5280.0,4873.0,4696.0,690.1328060972149,663.0409259984758,650.0489091481511,670.896564094021,726.1881706895889,713.5990070749332,710.8797477341676,698.3912974284291,688.6221064634562,627.891981186357,539.2642693391807,458.19005566079784,378.42511499833915,320.8171022976745,279.82678556835543,262.00052989000295
청담고등학교 (경기),경기도 평택시 팽성읍 송화리 821,5013582468,36.96221527,127.0624303,평택시,929,920,907,858,814,777,773,797,815,764,703,647,590,569,574,18005.0,17198.0,16140.0,14944.0,13552.0,12687.0,12328.0,12529.0,13281.0,13899.0,13758.0,13264.0,13059.0,13365.0,13241.0,13237.0,13084.0,13001.0,12511.0,11635.0,11018.0,10745.0,10873.0,11237.0,11268.0,667.4916761604113,661.8098059015853,641.9031115195986,633.6422363205961,645.9731036908146,640.9762816192227,640.8150938104617,634.6496601253525,631.3050130935612,611.5595065203357,576.2593764016713,551.3961569002831,540.3950889523433,545.553098832696,560.2211894299494,561.4703949478472
청담고등학교 (서울),서울특별시 강남구 압구정동 526,6113909363,37.52800302,127.0437002,서울특별시 강남구,1260,1255,1179,1118,1098,1023,1037,975,862,732,603,531,507,523,502,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,603.2395587937194,604.4211946431078,599.610248684884,614.3806968022375,657.848015547592,633.7932857564736,624.7622117647202,598.7662230781782,562.5575245504945,461.44325686712614,321.75701895729765,205.87230315657587,113.02948641892544,50.90920176537031,-12.645926419584953,-17.710080059820484
청도고등학교 (경북),경상북도 청도군 청도읍 고수리 840-2,7790005683,35.64073632,128.7479311,청도군,352,363,372,376,380,389,385,370,342,318,292,278,275,278,285,1196.0,1157.0,1076.0,973.0,855.0,761.0,689.0,670.0,700.0,687.0,660.0,587.0,609.0,602.0,567.0,501.0,483.0,484.0,481.0,452.0,423.0,392.0,339.0,314.0,299.0,272.0680474579556,266.7309490061515,252.30101615497767,256.6497630416328,255.26607085042437,248.34760989438212,235.30136923441674,231.74330359988073,231.94097391291052,231.34796297382115,225.6155238959576,219.883084818094,213.75530511417088,203.27877852359262,198.33702069784817,195.3719660024015
청란여자고등학교 (대전),대전광역시 중구 부사동 450-3,5130727410,36.31073792,127.4295277,대전광역시 중구,917,875,871,798,729,647,618,594,554,496,446,408,388,376,364,9771.0,9491.0,9220.0,8742.0,8172.0,7432.0,7108.0,6881.0,7142.0,7313.0,7253.0,7030.0,6899.0,6958.0,6759.0,6557.0,6152.0,5760.0,5068.0,4380.0,3801.0,3292.0,2950.0,2737.0,2611.0,394.0432009131001,388.9023667805865,369.7955999214108,358.57144539875617,363.6265989623945,346.5761657562243,329.26869084342843,294.56806044896155,260.9812774498725,201.69032378821538,142.7420924020592,93.13304302330272,49.52163346581216,20.218878910484506,1.96891774006113,-8.826833938217476
청량고등학교 (서울),서울특별시 동대문구 청량리동 7,4977559864,37.588886,127.051311,서울특별시 동대문구,1619,1583,1364,1199,1063,1094,1132,1123,1058,952,847,784,799,795,836,13320.0,12985.0,12322.0,11797.0,10770.0,10235.0,9687.0,9557.0,9561.0,9777.0,9475.0,8995.0,8706.0,8790.0,8561.0,8248.0,7972.0,7704.0,7187.0,6386.0,5887.0,5472.0,5171.0,4762.0,4419.0,798.7260439305611,770.6634172990167,726.0605670237144,699.2059342537927,707.0114330519707,685.7321565664619,656.6473812827752,631.0007423744763,606.0974843040992,558.056497653409,483.6254912564983,437.2571114911319,398.6942305239435,370.7245264971393,332.71918115839213,300.846727732499
청산고등학교 (충북),충청북도 옥천군 청산면 백운리 333-1,9504980087,36.34923084,127.7951813,옥천군,91,84,85,90,96,95,92,94,88,82,77,77,74,69,66,2003.0,1945.0,1800.0,1609.0,1426.0,1299.0,1199.0,1157.0,1190.0,1217.0,1223.0,1147.0,1159.0,1078.0,996.0,908.0,858.0,860.0,762.0,655.0,559.0,527.0,508.0,446.0,385.0,71.43304066843083,71.60373816521764,69.44156987258462,69.78296486615827,67.47854865953623,65.1456828701164,62.642119583909746,61.21964044401961,61.27653960961521,58.48848049543054,55.44437513606563,52.713215187476564,51.80282853794687,51.262286464788616,49.49841233132484,47.762987780658875
청석고등학교 (충북),충청북도 청주시 상당구 용암동 596,5353449463,36.61443915,127.506642,상당구,1151,1168,1187,1159,1147,1148,1120,1096,1030,923,825,775,771,756,759,9876.0,9418.0,8514.0,7886.0,7197.0,7562.0,7609.0,7654.0,7611.0,7495.0,7112.0,6709.0,6626.0,6744.0,6645.0,5769.0,4944.0,3975.0,3631.0,3159.0,2858.0,2833.0,2964.0,3106.0,3125.0,797.0633280235916,739.5722332853968,679.0789926078706,666.6200869596457,684.3327480017005,669.4721256020105,537.9781334592986,414.1396134618817,268.6856427012792,217.04873254478048,146.19808837656137,101.01579198962503,97.26310956546087,116.927165468081,138.2424016373334,141.09444027969812
청송고등학교 (경북),경상북도 청송군 청송읍 금곡리 815-3,7130631268,36.43000334,129.0576987,청송군,89,88,86,86,83,83,80,76,69,61,58,58,59,59,59,1034.0,976.0,894.0,780.0,707.0,627.0,570.0,517.0,532.0,529.0,513.0,432.0,408.0,428.0,444.0,438.0,416.0,397.0,383.0,330.0,328.0,278.0,282.0,240.0,239.0,56.03058430605272,55.39327308007808,52.16688499858151,51.21091815961956,52.00755719208785,52.64486841806249,52.405876708322,51.52957377260688,50.772766691762,50.2151193690342,48.10402593299323,48.0243620297464,46.032764448575676,46.19209225506934,44.51915028688593,44.47931833526252
청송여자고등학교 (경북),경상북도 청송군 청송읍 월막리 315,8946346223,36.43586526,129.058736,청송군,171,154,138,137,140,131,123,112,105,95,75,63,58,61,63,1034.0,976.0,894.0,780.0,707.0,627.0,570.0,517.0,532.0,529.0,513.0,432.0,408.0,428.0,444.0,438.0,416.0,397.0,383.0,330.0,328.0,278.0,282.0,240.0,239.0,57.53083904698302,55.50761986935272,45.26507278259932,42.23024401615387,44.759267988191745,46.78248716582205,46.02377997421068,43.241853604969016,40.83928083153303,39.06896405110652,32.367050525206146,32.11414812800236,25.79158819790767,26.297392992315245,20.986442651035702,20.85999145243381
