,학교_식별자,시군구별,매칭된 행정구역,인구 수,2023,회귀계수,학생 비
486,대구농업마이스터고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,331,-0.05636226288400202,0.0008126069461936361
487,대구동부고등학교 (대구),대구광역시 동구,대구광역시 동구,342813.0,774,-0.019438413663337675,0.0022577906905514086
488,대구보건고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,738,-0.028790853447280284,0.0013983072524399326
489,대구상원고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,903,-0.03691644039590085,0.001710936922700893
490,대구서부고등학교 (대구),대구광역시 서구,대구광역시 서구,164088.0,552,-0.04982120507777579,0.0033640485593096387
491,대구소프트웨어마이스터고등학교 (대구),대구광역시 달성군,대구광역시 달성군,262084.0,203,-0.018580104106419894,0.0007745608278261931
492,대구여자고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,858,-0.04319448933419521,0.002106395044816132
493,대구여자상업고등학교 (대구),대구광역시 남구,대구광역시 남구,139187.0,562,-0.034692936215076436,0.004037733409010899
494,대구외국어고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,299,-0.022985175202156337,0.0005665228570183467
495,대구일과학고등학교 (대구),대구광역시 동구,대구광역시 동구,342813.0,209,0.06371293800539085,0.0006096618272935974
496,대구일마이스터고등학교 (대구),대구광역시 동구,대구광역시 동구,342813.0,315,-0.06628184713375797,0.0009188683042941778
497,대구전자공업고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,622,-0.02484925788497217,0.0011785191206201058
498,대구제일고등학교 (대구),대구광역시 서구,대구광역시 서구,164088.0,632,-0.04329830279869619,0.0038515918287748037
499,대구제일여자상업고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,567,-0.02282338308457711,0.001074309230533119
500,대구중앙고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,662,-0.02722465096601326,0.0016252138923872723
501,대구체육고등학교 (대구),대구광역시 북구,대구광역시 북구,419624.0,184,0.0035714285714285674,0.0004384877890683088
502,대구하이텍고등학교 (대구),대구광역시 달서구,대구광역시 달서구,527781.0,467,-0.0542314708141321,0.0008848367031022337
503,대구혜화여자고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,750,-0.044356511544011545,0.0018412544098043114
504,대금고등학교 (충북),음성군,충청북도 음성군,91183.0,398,0.06816615165200854,0.004364848710834256
505,대기고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,1017,-0.01480519480519481,0.0020685278671586115
506,대덕고등학교 (대전),대전광역시 유성구,대전광역시 유성구,366845.0,551,-0.05434772318470131,0.0015019967561231582
507,대덕소프트웨어마이스터고등학교 (대전),대전광역시 유성구,대전광역시 유성구,366845.0,205,-0.06309211758097734,0.0005588191197917376
