,학교_식별자,시군구별,매칭된 행정구역,인구 수,2023,회귀계수,학생 비
1831,정석항공과학고등학교 (인천),nan,,,470,-0.035700113378684804,
1832,정선고등학교 (강원),정선군,강원도 정선군,34202.0,263,-0.022498037676609108,0.007689608794807321
1833,정선정보공업고등학교 (강원),정선군,강원도 정선군,34202.0,105,-0.008836206896551724,0.0030699959066721244
1834,정신여자고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,892,-0.036743579454253605,0.001363568268604605
1835,정왕고등학교 (경기),시흥시,경기도 시흥시,519715.0,1085,-0.02071733387522861,0.0020876826722338203
1836,정읍고등학교 (전북),정읍시,전라북도 정읍시,103620.0,252,-0.038694525429219306,0.0024319629415170815
1837,정읍여자고등학교 (전북),정읍시,전라북도 정읍시,103620.0,347,-0.03898857142857143,0.003348774367882648
1838,정읍제일고등학교 (전북),정읍시,전라북도 정읍시,103620.0,133,-0.053538436159683275,0.001283535996911793
1839,정의여자고등학교 (서울),서울특별시 도봉구,서울특별시 도봉구,306948.0,681,-0.04452512983012059,0.0022186168341217405
1840,정주고등학교 (전북),정읍시,전라북도 정읍시,103620.0,348,-0.03766965723487462,0.00335842501447597
1841,정현고등학교 (경기),화성시,경기도 화성시,944342.0,1228,0.07395590972545371,0.0013003763467049013
1842,정화여자고등학교 (대구),대구광역시 수성구,대구광역시 수성구,407331.0,729,-0.05006860136371196,0.0017896992863297907
1843,제물포고등학교 (인천),인천광역시 중구,인천광역시 중구,158958.0,527,-0.04667066155321188,0.0033153411592999407
1844,제일고등학교 (인천),인천광역시 부평구,인천광역시 부평구,494138.0,489,-0.040602118710079446,0.0009896020949613266
1845,제주고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,714,-0.025204731574158326,0.0014522408034918866
1846,제주과학고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,102,0.01909212283044059,0.00020746297192741236
1847,제주대학교사범대학부설고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,832,-0.014555459646094088,0.0016922469867020303
1848,제주여자고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,1019,0.003621774701069855,0.002072595768568953
1849,제주여자상업고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,576,-0.03291286178610122,0.0011715556061783286
1850,제주외국어고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,286,-0.0035241248817407794,0.0005817099016788229
1851,제주제일고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,1556,-0.015488320510154573,0.0031648272972456238
1852,제주중앙고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,763,-0.02920752140995407,0.0015519043880452513
1853,제주중앙여자고등학교 (제주),제주시,제주특별자치도 제주시,491654.0,1183,-0.012379162191192266,0.0024061636842169494
1854,제천고등학교 (충북),제천시,충청북도 제천시,130194.0,521,-0.04101537475976938,0.004001720509393674
1855,제천디지털전자고등학교 (충북),제천시,충청북도 제천시,130194.0,122,-0.053876306620209057,0.0009370631519117625
1856,제천산업고등학교 (충북),제천시,충청북도 제천시,130194.0,304,-0.02883128997867804,0.0023349770342719327
1857,제천상업고등학교 (충북),제천시,충청북도 제천시,130194.0,400,-0.04622372639828999,0.0030723382029893853
1858,제천여자고등학교 (충북),제천시,충청북도 제천시,130194.0,520,-0.042048091799896846,0.003994039663886201
1859,제천제일고등학교 (충북),제천시,충청북도 제천시,130194.0,526,-0.021910946196660484,0.004040124736931041
1860,조도고등학교 (전남),진도군,전라남도 진도군,28979.0,19,-0.007946428571428571,0.0006556471927947824
1861,조선대학교부속고등학교 (광주),광주광역시 동구,광주광역시 동구,107176.0,605,-0.03785847672402294,0.00564492050459058
1862,조선대학교여자고등학교 (광주),광주광역시 동구,광주광역시 동구,107176.0,586,-0.04403453689167975,0.00546764200940509
1863,조원고등학교 (경기),장안구,경기도 수원시 장안구,270849.0,785,-0.0323283476622306,0.0028982938833076732
1864,조일고등학교 (대구),대구광역시 동구,대구광역시 동구,342813.0,425,-0.04733809001097695,0.0012397429502381764
1865,조종고등학교 (경기),가평군,경기도 가평군,62302.0,146,-0.04150943396226415,0.002343423967127861
1866,종촌고등학교 (세종),세종특별자치시,,,897,0.09103360407708233,
1867,주례여자고등학교 (부산),부산광역시 사상구,부산광역시 사상구,202932.0,620,-0.036108709747136376,0.003055210612421895
1868,주문진고등학교 (강원),강릉시,강원도 강릉시,209439.0,207,-0.007761194029850745,0.0009883546044432985
1869,주산산업고등학교 (충남),보령시,충청남도 보령시,95772.0,175,-0.04548054919908467,0.0018272564006181348
1870,주성고등학교 (충북),상당구,충청북도 청주시 상당구,200575.0,767,-0.02984352603917822,0.0038240059827994517
1871,주엽고등학교 (경기),일산서구,경기도 고양시 일산서구,286872.0,905,-0.04481597419844432,0.003154717086366045
1872,주천고등학교 (강원),영월군,강원도 영월군,37332.0,92,-0.0342627960275019,0.0024643737276331297
1873,죽변고등학교 (경북),울진군,경상북도 울진군,46669.0,261,-0.02905471821756225,0.005592577513981444
1874,죽산고등학교 (경기),안성시,경기도 안성시,189034.0,132,-0.06140147115756873,0.0006982870806309976
1875,죽전고등학교 (경기),수지구,경기도 용인시 수지구,377422.0,1120,-0.020915926179084072,0.0029675005696541273
1876,줄포자동차공업고등학교 (전북),부안군,전라북도 부안군,49187.0,76,-0.02377010406811731,0.0015451237115497998
1877,중경고등학교 (서울),서울특별시 용산구,서울특별시 용산구,213151.0,372,-0.03579625292740046,0.001745241636210949
1878,중동고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,1089,-0.01515564588083672,0.001998630873616421
1879,중마고등학교 (전남),광양시,전라남도 광양시,152666.0,576,-0.035336941606952284,0.0037729422399224452
1880,중문고등학교 (제주),서귀포시,제주특별자치도 서귀포시,183598.0,344,-0.026738639216670856,0.001873658754452663
1881,중산고등학교 (경기),일산동구,경기도 고양시 일산동구,291597.0,838,-0.04393934130072262,0.002873829291796555
1882,중산고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,882,-0.03336371486136429,0.0016187258315240433
1883,중앙고등학교 (서울),서울특별시 종로구,서울특별시 종로구,139417.0,835,-0.013384983623078862,0.005989226564909588
1884,중앙대학교사범대학부속고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,996,-0.03538706621889262,0.0018279488981836135
1885,중앙여자고등학교 (서울),서울특별시 서대문구,서울특별시 서대문구,306231.0,498,-0.046182934712346475,0.0016262233412032093
1886,중앙탑고등학교 (충북),충주시,충청북도 충주시,207778.0,178,0.024999999999999998,0.0008566835757394911
1887,중원고등학교 (경기),부천시,경기도 부천시,779968.0,702,-0.05029158862591521,0.0009000369245917781
1888,중일고등학교 (대전),대전광역시 유성구,대전광역시 유성구,366845.0,662,-0.01855781550288277,0.0018045768648884406
1889,중화고등학교 (서울),서울특별시 중랑구,서울특별시 중랑구,382155.0,547,-0.04813107061006221,0.0014313563868064004
1890,중흥고등학교 (경기),부천시,경기도 부천시,779968.0,686,-0.05095782149299888,0.0008795232624928202
1891,증산고등학교 (경남),양산시,경상남도 양산시,355122.0,410,0.024999999999999998,0.0011545328084432956
1892,증평공업고등학교 (충북),증평군,충청북도 증평군,37484.0,247,-0.06305486089402938,0.006589478177355672
1893,지리산고등학교 (경남),산청군,경상남도 산청군,33752.0,39,-0.02522796352583586,0.0011554870822469779
1894,지명고등학교 (전남),신안군,전라남도 신안군,38037.0,38,-0.0517063492063492,0.0009990272629282016
1895,지산고등학교 (경기),파주시,경기도 파주시,497753.0,1240,0.09331797235023041,0.0024911954322726334
1896,지산고등학교 (부산),부산광역시 금정구,부산광역시 금정구,215590.0,404,-0.05068669258748276,0.0018739273621225475
1897,지평고등학교 (경기),양평군,경기도 양평군,125238.0,121,-0.02777992277992278,0.0009661604305402513
1898,지평선고등학교 (전북),김제시,전라북도 김제시,81430.0,79,0.03150183150183151,0.0009701584182733636
1899,진건고등학교 (경기),남양주시,경기도 남양주시,732265.0,1036,-0.026755162241887905,0.0014147883621366583
1900,진경여자고등학교 (전북),익산시,전라북도 익산시,270036.0,238,-0.045268924302788845,0.0008813639662859767
1901,진관고등학교 (서울),서울특별시 은평구,서울특별시 은평구,466770.0,819,-0.004166136623839205,0.001754611478886818
1902,진광고등학교 (강원),원주시,강원도 원주시,361503.0,858,-0.01472625773473231,0.002373424286935378
1903,진교고등학교 (경남),하동군,경상남도 하동군,41606.0,89,-0.034782608695652174,0.0021391145507859443
1904,진도고등학교 (전남),진도군,전라남도 진도군,28979.0,244,-0.03362960568842921,0.008419890265364575
1905,진도국악고등학교 (전남),진도군,전라남도 진도군,28979.0,59,-0.019962406015037588,0.0020359570723627453
1906,진도실업고등학교 (전남),진도군,전라남도 진도군,28979.0,183,-0.02575484452456061,0.006314917699023431
1907,진량고등학교 (경북),경산시,경상북도 경산시,266205.0,534,-0.028087843833185452,0.0020059728404800813
1908,진명여자고등학교 (서울),서울특별시 양천구,서울특별시 양천구,436028.0,1258,-0.03284296777762412,0.002885135816965883
1909,진보고등학교 (경북),청송군,경상북도 청송군,24019.0,62,-0.05352112676056338,0.002581289812231983
1910,진부고등학교 (강원),평창군,강원도 평창군,40659.0,147,-0.03762875055978504,0.0036154356968936766
1911,진서고등학교 (경남),진주시,경상남도 진주시,341074.0,12,-0.04673645320197043,3.518298081941162e-05
1912,진선여자고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,912,-0.033987119437939105,0.0016737845332765618
1913,진성고등학교 (경기),광명시,경기도 광명시,280197.0,705,-0.03517345110087046,0.0025160868960053106
1914,진성여자고등학교 (전남),여수시,전라남도 여수시,271696.0,374,-0.049144173798551676,0.0013765384841882104
1915,진안제일고등학교 (전북),진안군,전라북도 진안군,24465.0,128,-0.0194991789819376,0.005231964030247292
1916,진양고등학교 (경남),진주시,경상남도 진주시,341074.0,626,0.007782970940865678,0.001835378832745973
1917,진영고등학교 (경남),김해시,경상남도 김해시,533659.0,679,0.009578161161371765,0.001272348072458255
1918,진영제일고등학교 (경남),김해시,경상남도 김해시,533659.0,221,0.0008592910848549905,0.0004141221266763982
1919,진위고등학교 (경기),평택시,경기도 평택시,591022.0,434,-0.04395637817170664,0.0007343212266210056
1920,진접고등학교 (경기),남양주시,경기도 남양주시,732265.0,1087,0.04033968253968254,0.0014844352795777484
1921,진주고등학교 (경남),진주시,경상남도 진주시,341074.0,842,-0.036710746880238405,0.002468672487495382
1922,진주기계공업고등학교 (경남),진주시,경상남도 진주시,341074.0,522,-0.03121275567724271,0.0015304596656444056
1923,진주동명고등학교 (경남),진주시,경상남도 진주시,341074.0,695,-0.03646838803088803,0.0020376809724575898
1924,진주여자고등학교 (경남),진주시,경상남도 진주시,341074.0,642,-0.03876909254267744,0.001882289473838522
1925,진주외국어고등학교 (경남),진주시,경상남도 진주시,341074.0,147,-0.05393749999999999,0.0004309915150377924
1926,진주제일여자고등학교 (경남),진주시,경상남도 진주시,341074.0,717,-0.031106519742883375,0.0021021831039598443
1927,진주중앙고등학교 (경남),진주시,경상남도 진주시,341074.0,587,-0.03973823447507657,0.0017210341450828851
1928,진천고등학교 (충북),진천군,충청북도 진천군,86254.0,534,-0.025691718995290422,0.006191017228186519
1929,진천상업고등학교 (충북),진천군,충청북도 진천군,86254.0,276,-0.019285714285714285,0.003199851601085167
1930,진해고등학교 (경남),진해구,경상남도 창원시 진해구,191225.0,892,-0.019248435627745974,0.004664662047326448
1931,진해세화여자고등학교 (경남),진해구,경상남도 창원시 진해구,191225.0,691,0.009613396733512507,0.0036135442541508694
1932,진해여자고등학교 (경남),진해구,경상남도 창원시 진해구,191225.0,800,-0.02606186518928901,0.0041835534056739445
1933,진해용원고등학교 (경남),진해구,경상남도 창원시 진해구,191225.0,692,-0.005281557067271353,0.003618773695907962
1934,진해중앙고등학교 (경남),진해구,경상남도 창원시 진해구,191225.0,637,-0.005908921586887687,0.003331154399267878
1935,창녕고등학교 (경남),창녕군,경상남도 창녕군,57083.0,129,-0.02229323308270677,0.0022598672109034215
1936,창녕대성고등학교 (경남),창녕군,경상남도 창녕군,57083.0,105,-0.026263066202090592,0.0018394267995725522
1937,창녕슈퍼텍고등학교 (경남),창녕군,경상남도 창녕군,57083.0,127,-0.030473286875725904,0.002224830509959182
1938,창녕여자고등학교 (경남),창녕군,경상남도 창녕군,57083.0,238,-0.030045351473922902,0.004169367412364452
1939,창녕옥야고등학교 (경남),창녕군,경상남도 창녕군,57083.0,271,-0.010371085371085366,0.0047474729779443964
1940,창덕여자고등학교 (서울),서울특별시 송파구,서울특별시 송파구,654166.0,439,-0.06592813051146386,0.0006710834864545085
1941,창동고등학교 (서울),서울특별시 도봉구,서울특별시 도봉구,306948.0,1059,-0.02786726804123711,0.0034500957816959226
1942,창문여자고등학교 (서울),서울특별시 강북구,서울특별시 강북구,288113.0,926,-0.03870887130362349,0.0032140167226053667
1943,창선고등학교 (경남),남해군,경상남도 남해군,40780.0,163,-0.013896103896103894,0.003997057381069152
1944,창신고등학교 (경남),마산회원구,경상남도 창원시 마산회원구,179818.0,507,-0.041710487876132046,0.002819517512151175
1945,창원경일고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,513,-0.0456928264868179,0.002091666360867491
1946,창원경일여자고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,388,-0.0532261075161772,0.0015820010682584533
1947,창원고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,626,-0.04261409127301841,0.002934255795858293
1948,창원공업고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,444,-0.04612894338063093,0.002081165452653486
1949,창원과학고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,209,0.05911214953271029,0.0009796477018121138
1950,창원기계공업고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,974,-0.03694035981270023,0.003971311960009622
1951,창원남고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,530,-0.04657924107142857,0.0021609808406623204
1952,창원남산고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,546,-0.04671574770258981,0.002226217998116277
1953,창원대산고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,482,-0.02865325375433192,0.002259283216619325
1954,창원대암고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,550,-0.04296155263481145,0.0022425272874797664
1955,창원명곡고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,500,-0.04747468586068074,0.002343654789024196
1956,창원명지여자고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,563,-0.046218011013929375,0.0026389552924412445
1957,창원문성고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,571,-0.043861696072851446,0.0026764537690656316
1958,창원봉림고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,515,-0.047302616346376475,0.0024139644326949218
1959,창원북면고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,285,0.024999999999999998,0.0013358832297437916
1960,창원사파고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,556,-0.045546044864226684,0.002266991221525
1961,창원성민여자고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,481,0.005772712310730747,0.0022545959070412766
1962,창원신월고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,552,-0.04249529301012002,0.002587394887082712
1963,창원여자고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,542,-0.04731943410275503,0.002209908708752788
1964,창원용호고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,550,-0.04475060337892197,0.0025780202679266157
1965,창원중앙고등학교 (경남),의창구,경상남도 창원시 의창구,213342.0,622,-0.043054223926707144,0.0029155065575460996
1966,창원중앙여자고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,460,-0.05292254983388704,0.001875568276801259
1967,창원토월고등학교 (경남),성산구,경상남도 창원시 성산구,245259.0,496,-0.04590639504899433,0.002022351881072662
1968,창의경영고등학교 (경기),광명시,경기도 광명시,280197.0,300,-0.055296135074528435,0.0010706752748958768
1969,창의고등학교 (경기),화성시,경기도 화성시,944342.0,1225,0.08555102040816326,0.0012971995315256548
1970,창평고등학교 (전남),담양군,전라남도 담양군,45373.0,557,-0.02886559496188266,0.012276023185594957
1971,창현고등학교 (경기),팔달구,경기도 수원시 팔달구,197213.0,1075,-0.042916497083163745,0.0054509591152713055
1972,처인고등학교 (경기),처인구,경기도 용인시 처인구,261488.0,510,0.04208683473389355,0.0019503763078994065
1973,천상고등학교 (울산),울산광역시 울주군,울산광역시 울주군,218997.0,972,0.08893665490887713,0.004438416964615954
1974,천안고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,1013,-0.018315235833050558,0.003946379109512994
1975,천안공업고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,960,-0.03217132346500832,0.003739905177820804
1976,천안두정고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,1343,-0.013679329409666485,0.003363655489545869
1977,천안불당고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,1212,0.08727604903347477,0.0030355550657703598
1978,천안상업고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,792,-0.032684660503032106,0.001983630042978651
1979,천안신당고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,848,-0.042948965783877815,0.002123886712684212
1980,천안쌍용고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,1333,-0.013688569598242883,0.003338609655669876
1981,천안업성고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,943,-0.01916144200626959,0.002361822134506146
1982,천안여자고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,936,-0.030121689668034315,0.003646407548375284
1983,천안여자상업고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,732,-0.043088338911396865,0.002851677698088363
1984,천안오성고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,1262,-0.01542778379442749,0.0031607842351503252
1985,천안월봉고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,1272,-0.014193948412698415,0.0031858300690263183
1986,천안제일고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,448,-0.05481468023255814,0.0017452890829830418
1987,천안중앙고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,1679,-0.0179624473477547,0.006540938326626177
1988,천안청수고등학교 (충남),동남구,충청남도 천안시 동남구,256691.0,1220,0.008546540567446496,0.004752796163480605
1989,천천고등학교 (경기),장안구,경기도 수원시 장안구,270849.0,769,-0.03933999131567521,0.002839220377405861
1990,철성고등학교 (경남),경상남도 고성군,경상남도 고성군,49468.0,276,-0.012602040816326529,0.0055793644376162365
1991,철암고등학교 (강원),태백시,강원도 태백시,38702.0,44,0.011444805194805192,0.0011368921502764714
1992,철원고등학교 (강원),철원군,강원도 철원군,41448.0,222,-0.03904053612291598,0.005356108859293573
1993,철원여자고등학교 (강원),철원군,강원도 철원군,41448.0,231,-0.025658807212205276,0.005573248407643312
1994,첨단고등학교 (광주),광주광역시 광산구,광주광역시 광산구,396741.0,1002,-0.011589772095608672,0.0025255771397460812
1995,청구고등학교 (대구),대구광역시 동구,대구광역시 동구,342813.0,705,-0.03892696508888414,0.0020565147762774457
1996,청담고등학교 (경기),평택시,경기도 평택시,591022.0,574,-0.028206212517299704,0.0009711990416600397
1997,청담고등학교 (서울),서울특별시 강남구,서울특별시 강남구,544873.0,502,-0.05002267573696145,0.0009213156093254758
1998,청덕고등학교 (경기),기흥구,경기도 용인시 기흥구,436656.0,959,0.059002245298905416,0.002196236854640724
1999,청도고등학교 (경북),청도군,경상북도 청도군,41316.0,285,-0.02116232096951891,0.006898054022654662
2000,청란여자고등학교 (대전),대전광역시 중구,대전광역시 중구,223256.0,364,-0.04695045957314223,0.0016304153079872434
2001,청량고등학교 (서울),서울특별시 동대문구,서울특별시 동대문구,341149.0,836,-0.03463337156975205,0.002450542138479081
2002,청명고등학교 (경기),영통구,경기도 수원시 영통구,363028.0,943,-0.03924348455598455,0.0025975957777361527
2003,청북고등학교 (경기),평택시,경기도 평택시,591022.0,857,0.09454909151525254,0.0014500306249175157
2004,청산고등학교 (충북),옥천군,충청북도 옥천군,48891.0,66,-0.017075892857142855,0.0013499417070626497
2005,청석고등학교 (충북),상당구,충청북도 청주시 상당구,200575.0,759,-0.031104826092189192,0.0037841206531222735
2006,청송고등학교 (경북),청송군,경상북도 청송군,24019.0,59,-0.030537720706260034,0.002456388692285274
2007,청송여자고등학교 (경북),청송군,경상북도 청송군,24019.0,63,-0.047932330827067667,0.002622923518880886
2008,청심국제고등학교 (경기),가평군,경기도 가평군,62302.0,312,0.005684900542495478,0.005007864916054059
2009,청양고등학교 (충남),청양군,충청남도 청양군,30168.0,403,-0.010714285714285718,0.01335852559002917
2010,청운고등학교 (경기),양평군,경기도 양평군,125238.0,57,-0.026503759398496245,0.0004551334259569779
2011,청원고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,1084,-0.0401856295878035,0.0021757762242253817
2012,청원고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,564,-0.012937723836052531,0.00295724577648675
2013,청원여자고등학교 (서울),서울특별시 노원구,서울특별시 노원구,498213.0,871,-0.0377787080285538,0.0017482482392069255
2014,청주IT과학고등학교 (충북),서원구,충청북도 청주시 서원구,186302.0,427,-0.041199963275798744,0.002291977541840667
2015,청주고등학교 (충북),흥덕구,충청북도 청주시 흥덕구,274594.0,1234,-0.014047619047619048,0.004493907368697058
2016,청주공업고등학교 (충북),상당구,충청북도 청주시 상당구,200575.0,918,-0.02681170181170181,0.004576841580456188
2017,청주농업고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,691,-0.018214285714285714,0.003623150410553802
2018,청주대성고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,753,-0.03235364972295832,0.003948237712224331
2019,청주신흥고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,775,-0.029447322970639032,0.004063591270881616
2020,청주여자고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,846,-0.03256044665928386,0.004435868664730125
2021,청주여자상업고등학교 (충북),서원구,충청북도 청주시 서원구,186302.0,520,-0.02948153899240856,0.0027911670298762224
2022,청주외국어고등학교 (충북),흥덕구,충청북도 청주시 흥덕구,274594.0,451,0.004489795918367347,0.0016424248162742086
2023,청주중앙여자고등학교 (충북),서원구,충청북도 청주시 서원구,186302.0,839,-0.04037763084373254,0.0045034406501272125
2024,청주하이텍고등학교 (충북),서원구,충청북도 청주시 서원구,186302.0,400,-0.028702021349080165,0.002147051561443248
2025,청평고등학교 (경기),가평군,경기도 가평군,62302.0,220,-0.024406663623916018,0.0035311867997817083
2026,청학고등학교 (경기),남양주시,경기도 남양주시,732265.0,557,-0.03551690106094251,0.0007606535885232805
2027,초계고등학교 (경남),합천군,경상남도 합천군,41203.0,52,-0.059012016021361816,0.0012620440259204426
2028,초당고등학교 (경기),기흥구,경기도 용인시 기흥구,436656.0,936,0.02022761569416499,0.002143563812245795
2029,초월고등학교 (경기),광주시,경기도 광주시,391377.0,1143,0.08346167107229054,0.0029204577683410115
2030,초지고등학교 (경기),단원구,경기도 안산시 단원구,294441.0,700,-0.05844698636163661,0.002377386301500131
2031,춘천고등학교 (강원),춘천시,강원도 춘천시,286426.0,948,-0.025675235925805402,0.003309755399300343
2032,춘천기계공업고등학교 (강원),춘천시,강원도 춘천시,286426.0,751,-0.03289825282631038,0.002621968676028014
2033,춘천여자고등학교 (강원),춘천시,강원도 춘천시,286426.0,940,-0.029967131083202515,0.0032818249739897916
2034,춘천한샘고등학교 (강원),춘천시,강원도 춘천시,286426.0,385,-0.041479591836734685,0.0013441517180702869
2035,충남고등학교 (대전),대전광역시 서구,대전광역시 서구,464634.0,877,-0.03064028517281834,0.0018875071561702329
2036,충남과학고등학교 (충남),공주시,충청남도 공주시,102104.0,199,0.030893736805066855,0.0019489931834208258
2037,충남기계공업고등학교 (대전),대전광역시 중구,대전광역시 중구,223256.0,743,-0.04406775868242034,0.00332801805998495
2038,충남드론항공고등학교 (충남),홍성군,충청남도 홍성군,97524.0,176,-0.05626964722319246,0.001804683975226611
2039,충남디자인예술고등학교 (충남),서천군,충청남도 서천군,49116.0,159,-0.022685185185185187,0.0032372343024676276
2040,충남삼성고등학교 (충남),아산시,충청남도 아산시,345796.0,1078,0.09415584415584415,0.003117444967553124
2041,충남여자고등학교 (대전),대전광역시 중구,대전광역시 중구,223256.0,982,-0.037155067155067154,0.004398538001218332
2042,충남예술고등학교 (충남),서북구,충청남도 천안시 서북구,399268.0,407,-0.010540069686411151,0.0010193654387529178
2043,충남외국어고등학교 (충남),아산시,충청남도 아산시,345796.0,401,-0.01205103969754253,0.001159643257874585
2044,충남인터넷고등학교 (충남),논산시,충청남도 논산시,110423.0,122,-0.04575971731448763,0.0011048422882913886
2045,충남체육고등학교 (충남),논산시,충청남도 논산시,110423.0,212,0.0018402994385527175,0.001919889878014544
2046,충남해양과학고등학교 (충남),보령시,충청남도 보령시,95772.0,229,-0.0258563074352548,0.002391095518523159
2047,충렬고등학교 (부산),부산광역시 동래구,부산광역시 동래구,270815.0,596,-0.04339604591836734,0.0022007643594335615
2048,충렬여자고등학교 (경남),통영시,경상남도 통영시,120551.0,476,-0.019117305458768875,0.003948536304136838
2049,충무고등학교 (경남),통영시,경상남도 통영시,120551.0,453,-0.04078587516087516,0.003757745684399134
2050,충북고등학교 (충북),서원구,충청북도 청주시 서원구,186302.0,771,-0.044060883406287304,0.00413844188468186
2051,충북공업고등학교 (충북),흥덕구,충청북도 청주시 흥덕구,274594.0,752,-0.028764078245406045,0.002738588607180055
2052,충북과학고등학교 (충북),상당구,충청북도 청주시 상당구,200575.0,142,0.019630541871921182,0.0007079646017699115
2053,충북대학교사범대학부설고등학교 (충북),흥덕구,충청북도 청주시 흥덕구,274594.0,519,-0.025062741312741305,0.0018900631477745326
2054,충북반도체고등학교 (충북),음성군,충청북도 음성군,91183.0,346,-0.0061105561105561125,0.003794566969720233
2055,충북비즈니스고등학교 (충북),증평군,충청북도 증평군,37484.0,265,-0.04347692685321552,0.007069683064774303
2056,충북산업과학고등학교 (충북),옥천군,충청북도 옥천군,48891.0,262,-0.04650749802683505,0.0053588595037941545
2057,충북상업정보고등학교 (충북),청원구,충청북도 청주시 청원구,190718.0,469,-0.04522321428571428,0.002459128136830294
2058,충북생명산업고등학교 (충북),보은군,충청북도 보은군,31010.0,216,-0.015456081081081081,0.006965495001612383
2059,충북에너지고등학교 (충북),상당구,충청북도 청주시 상당구,200575.0,207,-0.030545299630786713,0.0010320329053969837
2060,충북여자고등학교 (충북),서원구,충청북도 청주시 서원구,186302.0,751,-0.031443298969072164,0.004031089306609698
2061,충북예술고등학교 (충북),흥덕구,충청북도 청주시 흥덕구,274594.0,262,-0.01164021164021164,0.0009541359243100723
2062,충북체육고등학교 (충북),진천군,충청북도 진천군,86254.0,224,-0.0021428571428571434,0.0025969810095763674
2063,충암고등학교 (서울),서울특별시 은평구,서울특별시 은평구,466770.0,1080,-0.038668890040150235,0.002313773378751848
2064,충원고등학교 (충북),충주시,충청북도 충주시,207778.0,218,-0.029800936768149877,0.0010491967388270172
2065,충주고등학교 (충북),충주시,충청북도 충주시,207778.0,700,-0.027557506053268763,0.003368980354031707
2066,충주공업고등학교 (충북),충주시,충청북도 충주시,207778.0,445,-0.036129260109482614,0.002141708939348728
2067,충주대원고등학교 (충북),충주시,충청북도 충주시,207778.0,608,-0.03593566870686288,0.002926200078930397
2068,충주상업고등학교 (충북),충주시,충청북도 충주시,207778.0,445,-0.035209976159911976,0.002141708939348728
2069,충주여자고등학교 (충북),충주시,충청북도 충주시,207778.0,612,-0.035637659914712155,0.0029454513952391495
2070,충주예성여자고등학교 (충북),충주시,충청북도 충주시,207778.0,583,-0.044385000963948325,0.002805879352000693
2071,충주중산고등학교 (충북),충주시,충청북도 충주시,207778.0,445,-0.035475901525658805,0.002141708939348728
