학교명,설립일자,본교분교구분,소재지지번주소,소재지도로명주소,시도교육청명,위도,시군구별,경도,시도명,개방ID,학제유형명,2009_학생수,2010_학생수,2011_학생수,2012_학생수,2013_학생수,2014_학생수,2015_학생수,2016_학생수,2017_학생수,2018_학생수,2019_학생수,2020_학생수,2021_학생수,2022_학생수,2023_학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,상관계수,2024_예측학생수,2025_예측학생수,2026_예측학생수,2027_예측학생수,2028_예측학생수,2029_예측학생수,2030_예측학생수,2031_예측학생수,2032_예측학생수,2033_예측학생수,2034_예측학생수,2035_예측학생수,2036_예측학생수
방이중학교,1985-04-12,본교,서울특별시 송파구 방이동 53,서울특별시 송파구 오금로11길 64,서울특별시교육청,37.51501058,서울특별시 송파구,127.1132445,서울,5829309821,중학교,891,942,919,881,809,741,629,538,457,417,409,404,387,365,319,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,0.9515094155916097,493.625513730756,517.1007755248619,479.8527290894559,452.7331222184424,407.2971316492051,385.3837320309167,336.87134626688726,273.8289093520706,222.9027365890504,166.81768573014813,114.8502715165829,60.89503271561364,21.94313663386123
학산여자중학교,1951-08-06,본교,부산광역시 동래구 명장동 산85-18,부산광역시 동래구 충렬사로51번길 61,부산광역시교육청,35.20475284,부산광역시 동래구,129.096168,부산,6917365610,중학교,866,870,826,762,667,619,562,497,443,374,331,300,295,269,262,9063.0,8756.0,8263.0,7412.0,6520.0,6002.0,5603.0,5391.0,5491.0,5849.0,5939.0,5899.0,5930.0,6173.0,5937.0,5699.0,5421.0,5383.0,5028.0,4492.0,4046.0,3858.0,3777.0,3757.0,3548.0,0.940560179384158,357.67237919629014,386.98234178641184,358.51669910629363,329.80982216617446,296.2782600260353,291.6948090860163,248.8757279358386,184.22494625557027,130.42970627534697,107.75368583525284,97.98369830521233,95.57135570520228,70.36237553509767
서울대학교사범대학부설여자중학교,1969-03-03,본교,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,서울특별시교육청,37.5775997,서울특별시 종로구,127.0042955,서울,5685700595,중학교,741,745,724,739,726,691,625,520,489,444,429,405,406,362,335,6081.0,5852.0,5563.0,5075.0,4540.0,4153.0,3843.0,3578.0,3486.0,3519.0,3475.0,3378.0,3305.0,3310.0,3076.0,2878.0,2684.0,2657.0,2441.0,2179.0,2006.0,1846.0,1730.0,1521.0,1388.0,0.9909849589982799,362.3371046546736,363.0446086305115,329.9334225612981,301.91626511811745,274.4651108556072,270.64458938608254,240.08041762988557,203.00720929597992,178.52757173198876,155.88744450517618,139.47335226573705,109.89968607571308,91.0800803184251
서산중학교,1946-12-16,본교,충청남도 서산시 석남동 57-1,충청남도 서산시 덕지천로 90,충청남도교육청,36.76904553,서산시,126.4586303,충남,4123287022,중학교,919,982,972,941,960,937,950,859,847,810,803,825,890,914,894,6657.0,6570.0,6281.0,5730.0,5132.0,4792.0,4577.0,4468.0,4694.0,4940.0,5116.0,5041.0,5064.0,5154.0,5040.0,5028.0,4946.0,4909.0,4627.0,4301.0,3930.0,3640.0,3330.0,3173.0,2925.0,0.8778980732127444,868.812293483624,874.5035390061274,867.2946280109564,866.5357952746226,861.3504382430084,859.0107039726458,841.1781346688019,820.5631786650673,797.102599900081,778.7641421053478,759.1609630833916,749.2329014496912,733.5503582321263
중리중학교,1980-01-24,본교,대구광역시 서구 중리동 105-1,대구광역시 서구 국채보상로34길 63,대구광역시교육청,35.86471469,대구광역시 서구,128.5514912,대구,6179826259,중학교,1061,1030,926,837,762,694,667,624,606,555,518,529,535,534,510,11827.0,10571.0,9614.0,8540.0,7486.0,6640.0,5919.0,5274.0,4882.0,4671.0,4304.0,3974.0,4003.0,4311.0,4403.0,4216.0,3870.0,3593.0,3196.0,2644.0,2072.0,1613.0,1310.0,1117.0,1077.0,0.9840012836690766,496.00975783080213,508.2627700849757,511.9227607583003,504.4834318896949,490.71868435740896,479.6989298301165,463.9052744245746,441.9453303846271,419.1897361983047,400.92956533900053,388.8754656214207,381.19744170890283,379.606141416153
신능중학교,1996-09-01,본교,경기도 고양시 덕양구 행신동 980,경기도 고양시 덕양구 충장로 78,경기도교육청,37.619567,덕양구,126.8354977,경기,2762055218,중학교,1015,932,840,727,674,612,593,578,546,509,460,409,399,354,336,19352.0,19108.0,17854.0,16221.0,14709.0,13987.0,13224.0,12371.0,12051.0,11912.0,11665.0,11361.0,11273.0,11260.0,10640.0,10430.0,10476.0,10789.0,10443.0,9422.0,8575.0,8234.0,8387.0,8712.0,8679.0,0.9528665306476573,385.2857535406217,384.754955584067,359.43997611761034,350.8655475886492,352.7437557426121,365.52373731196843,351.3963455452039,309.7082906496358,275.12476224949256,261.20152354294135,267.4486071854702,280.7185560993386,279.37114590193045
사직중학교,1981-03-05,본교,부산광역시 동래구 사직동 598-1,부산광역시 동래구 쇠미로51번길 30,부산광역시교육청,35.199472,부산광역시 동래구,129.0514137,부산,1691980957,중학교,1157,1155,1121,1072,1021,988,920,846,851,873,844,876,894,883,863,9063.0,8756.0,8263.0,7412.0,6520.0,6002.0,5603.0,5391.0,5491.0,5849.0,5939.0,5899.0,5930.0,6173.0,5937.0,5699.0,5421.0,5383.0,5028.0,4492.0,4046.0,3858.0,3777.0,3757.0,3548.0,0.9340007065910138,871.2716809336627,884.0768181066178,871.6405531979042,859.0988962136928,844.44939771953,842.4469482850761,823.7398548842568,795.494778650907,771.9923458149481,762.0854907181761,757.8171116605243,756.7631909055486,745.7497190160522
동항중학교,1980-02-14,본교,부산광역시 남구 감만동 176-82,부산광역시 남구 양지골로 248,부산광역시교육청,35.11907295,부산광역시 남구,129.0854314,부산,2094774186,중학교,606,625,613,585,535,445,377,339,328,320,299,293,281,288,279,9820.0,9485.0,9081.0,8522.0,7987.0,7620.0,7332.0,6858.0,6756.0,6840.0,6940.0,6978.0,7000.0,7000.0,6615.0,6287.0,5988.0,5655.0,5097.0,4452.0,3937.0,3496.0,3164.0,2793.0,2579.0,0.9622270353481325,287.95457789837184,287.95457789837184,253.53684131851838,224.21471768685097,197.48509888847133,167.71599166485782,117.83262280366762,60.17173944261447,14.132429472161107,-25.291523337489195,-54.971233842713445,-88.13741636511767,-107.26831410041285
성산중학교,1997-11-06,본교,대구광역시 달서구 용산동 416-4,대구광역시 달서구 선원남로 174,대구광역시교육청,35.85674219,대구광역시 달서구,128.518682,대구,1545200824,중학교,1358,1297,1269,1174,1086,928,756,596,494,476,443,443,431,443,437,22781.0,24170.0,23767.0,22111.0,19929.0,18327.0,16817.0,15187.0,14741.0,14819.0,15123.0,15300.0,15713.0,16200.0,15893.0,15585.0,15171.0,14578.0,13259.0,11251.0,9674.0,8341.0,7531.0,6616.0,6246.0,0.9174847690666327,449.76472121932125,482.3549393556723,461.81038706027243,441.1989143990895,413.4938829649021,373.8101060555467,285.5421435876889,151.16604909530167,45.63263225541391,-43.5722153334068,-97.77771161768646,-159.0098463091876,-183.7703816489203
중원중학교,1991-05-06,본교,서울특별시 노원구 중계동 511-3,서울특별시 노원구 공릉로 420,서울특별시교육청,37.64423868,서울특별시 노원구,127.0680295,서울,1729633271,중학교,1274,1294,1197,1122,1053,1010,921,781,684,650,562,525,469,426,386,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0,0.9543041264413141,326.5074002483814,335.7369042714279,286.460738724654,259.2415234702455,194.0092662226116,155.5269274146549,60.025025616860034,-65.98116913846161,-188.93693459803046,-286.0813752473846,-335.04467625100426,-363.046052863298,-375.63885072525125
신관중학교,1984-04-27,본교,서울특별시 관악구 신림동 산168-10,서울특별시 관악구 신림로48길 17-16,서울특별시교육청,37.48020125,서울특별시 관악구,126.9344522,서울,3963440775,중학교,699,640,588,501,481,442,386,329,288,266,274,241,234,221,236,23336.0,22304.0,20827.0,19365.0,17706.0,17020.0,16622.0,16172.0,16209.0,16267.0,15845.0,14880.0,14303.0,14063.0,13465.0,12807.0,12171.0,11592.0,10452.0,9074.0,7758.0,6732.0,5857.0,5227.0,4811.0,0.9843441811419874,188.78572495991926,180.0572454952303,158.3087841623804,134.3782029633582,111.24773238193256,90.19027567337048,48.72999821609807,-1.3860213769908682,-49.24718377503518,-86.5614334865804,-118.38401486825879,-141.29627346306725,-156.42563786852807
한얼중학교,1946-10-24,본교,경상남도 김해시 진영읍 여래리 479,경상남도 김해시 진영읍 진영로265번길 9-8,경상남도교육청,35.30449312,김해시,128.7420673,경남,9456779718,중학교,348,338,350,374,392,343,288,297,323,358,348,459,527,548,466,16101.0,16106.0,15544.0,14960.0,14827.0,15191.0,15569.0,15515.0,16058.0,16405.0,16465.0,16250.0,16347.0,16709.0,16162.0,15976.0,15529.0,15169.0,13877.0,12128.0,10859.0,9859.0,9228.0,8334.0,7852.0,0.9087185176848097,477.7433133527386,528.7109633184843,451.69630991720555,425.5085118685072,362.57331978373236,311.88725904431635,129.98061883507944,-116.26915959058283,-294.93752369702383,-435.73213686206805,-524.573537769211,-650.4439219387605,-718.3069254843117
대천중학교,1983-11-01,본교,부산광역시 남구 대연동 643-1,부산광역시 남구 신선로 491,부산광역시교육청,35.12854485,부산광역시 남구,129.1033023,부산,8556556344,중학교,1084,1053,982,889,888,856,838,792,736,688,617,616,635,626,617,9820.0,9485.0,9081.0,8522.0,7987.0,7620.0,7332.0,6858.0,6756.0,6840.0,6940.0,6978.0,7000.0,7000.0,6615.0,6287.0,5988.0,5655.0,5097.0,4452.0,3937.0,3496.0,3164.0,2793.0,2579.0,0.9736008869339287,648.6984239906959,648.6984239906959,610.510413308341,577.9762119997373,548.3185101970772,515.2883606977937,459.94054261791297,395.9632260202015,344.88056238016827,301.1379319621981,268.20697210105044,231.40761635259935,210.18103379149815
해동중학교,1946-04-08,본교,부산광역시 영도구 동삼동 산57,부산광역시 영도구 절영로490번길 8-22,부산광역시교육청,35.06967072,부산광역시 영도구,129.069638,부산,1559402048,중학교,653,613,569,551,528,495,424,385,353,334,301,303,304,312,287,5939.0,5425.0,4967.0,4415.0,3963.0,3508.0,3158.0,2905.0,2851.0,2856.0,2668.0,2567.0,2512.0,2538.0,2328.0,2130.0,1971.0,1906.0,1722.0,1492.0,1219.0,1039.0,901.0,876.0,904.0,0.9935196106287775,278.82900710114586,280.95179193895206,263.80622209513245,247.64039909953107,234.65875336063905,229.35179126612346,214.32900626011005,195.5505250025933,173.26128420562776,158.56508148235378,147.29799272784373,145.25685346072237,147.5429294398983
장승중학교,1985-04-24,본교,서울특별시 동작구 상도동 175-1,서울특별시 동작구 장승배기로10가길 25,서울특별시교육청,37.50314858,서울특별시 동작구,126.940834,서울,4316633522,중학교,885,889,889,853,845,796,752,716,697,677,657,659,631,603,595,19083.0,18015.0,16747.0,15140.0,13721.0,13186.0,13043.0,12925.0,12709.0,12605.0,12233.0,11719.0,11512.0,11566.0,11432.0,11360.0,11120.0,10592.0,9641.0,8415.0,7458.0,6688.0,6102.0,5571.0,5222.0,0.9735255357763393,609.6087061073167,611.5172489016427,606.7812353009078,604.23651157514,595.7540991559135,577.0927918336151,543.4812326224303,500.15024251421505,466.32662299254946,439.1122164808645,418.40099282391986,399.63365534638126,387.2988139534227
은성중학교,1946-10-15,본교,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,서울특별시교육청,37.48837857,서울특별시 강남구,127.0352324,서울,9507552862,중학교,532,516,505,529,552,505,462,435,426,426,435,443,467,487,486,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,0.8931414286242323,459.1617953907537,467.9609240764269,463.0915033474621,461.2633348632543,456.00094333861864,448.67118371501897,428.2025309665985,399.925719365066,376.4670714321935,357.6728159870662,345.09775052559917,332.2322283890711,331.2070871829733
서천중학교,1946-12-12,본교,충청남도 서천군 서천읍 군사리 601,충청남도 서천군 서천읍 충절로 97,충청남도교육청,36.07540844,서천군,126.6928792,충남,7952624261,중학교,504,484,446,437,423,385,356,328,303,278,277,260,247,224,221,2278.0,2142.0,1985.0,1765.0,1553.0,1343.0,1256.0,1169.0,1147.0,1103.0,1065.0,1041.0,1041.0,1015.0,965.0,887.0,831.0,762.0,691.0,645.0,588.0,544.0,499.0,463.0,392.0,0.9888532411655233,238.16978509417225,233.8924691183332,225.66686147248882,212.83491354497158,203.62223298162587,192.27089443036064,180.59053157326161,173.02297253908478,163.6457798228222,156.40724509447915,149.0041982132192,143.08176070821128,131.40139785111225
동신중학교,1968-12-03,본교,대전광역시 동구 판암동 241,대전광역시 동구 동부로 56-22,대전광역시교육청,36.320296,대전광역시 동구,127.4595324,대전,3614965498,중학교,485,437,374,352,307,247,219,167,145,119,128,133,129,111,116,10099.0,9519.0,8780.0,7906.0,6987.0,6636.0,6426.0,6299.0,6502.0,6891.0,7101.0,6955.0,6956.0,7157.0,7105.0,6814.0,6342.0,5748.0,5072.0,4257.0,3691.0,3232.0,3008.0,2823.0,2824.0,0.9655311017279421,147.12955049114976,159.48383080723767,156.28769858616022,138.4016509643613,109.39060464996578,72.88094043227318,31.331221558266066,-18.76200459900582,-53.550674543810544,-81.76268780293668,-95.53064198603963,-106.90149700333447,-106.8400329221599
동주여자중학교,1919-04-26,본교,부산광역시 사하구 괴정동 380-1,부산광역시 사하구 사리로8번길 28,부산광역시교육청,35.100772,부산광역시 사하구,129.0013638,부산,3383184015,중학교,931,908,850,838,802,753,688,611,551,520,483,462,451,444,454,15158.0,14376.0,13255.0,11931.0,10580.0,9871.0,9233.0,8970.0,8864.0,9125.0,9171.0,9136.0,9257.0,9511.0,9309.0,8794.0,8271.0,7818.0,7159.0,6291.0,5419.0,4681.0,4006.0,3652.0,3401.0,0.9827134986673168,490.7236082786044,506.690058400568,493.9923303508174,461.61940982793874,428.743608986258,400.26801093409466,358.8432446727799,304.28073008276294,249.4667753333449,203.07606592386043,160.64553902494168,138.39308491795316,122.61521491554043
학남중학교,2002-03-01,본교,대구광역시 북구 국우동 1085,대구광역시 북구 학남로 83,대구광역시교육청,35.94553027,대구광역시 북구,128.570413,대구,8645105719,중학교,1169,1175,1153,1173,1159,1142,982,902,863,815,784,765,757,774,738,17442.0,16896.0,16501.0,15788.0,15227.0,15524.0,15774.0,15333.0,15093.0,14769.0,14030.0,13068.0,12736.0,12967.0,12484.0,12009.0,11518.0,11295.0,10497.0,9382.0,8245.0,7421.0,6647.0,6171.0,5622.0,0.8580387344604085,577.4288585083123,605.2288525050301,547.1015923300745,489.9371025099838,430.8470719801637,404.0098483383106,307.97350544055803,173.7873872312923,36.95365054614865,-62.211696004914074,-155.35972783807256,-212.64456395252148,-278.7146795551106
감만중학교,1975-11-14,본교,부산광역시 남구 감만동 2-1,부산광역시 남구 홍곡로 313-14,부산광역시교육청,35.12173218,부산광역시 남구,129.0892609,부산,6718814015,중학교,665,664,643,634,583,517,433,361,341,331,307,300,299,303,283,9820.0,9485.0,9081.0,8522.0,7987.0,7620.0,7332.0,6858.0,6756.0,6840.0,6940.0,6978.0,7000.0,7000.0,6615.0,6287.0,5988.0,5655.0,5097.0,4452.0,3937.0,3496.0,3164.0,2793.0,2579.0,0.9795005898040485,299.6383629074169,299.6383629074169,258.3338552875192,223.14456048407396,191.06651430654313,155.34079732621603,95.47608238620853,26.27762156845796,-28.97386265036613,-76.28629865133979,-111.90473119629047,-151.70725672091913,-174.66612589145961
동평여자중학교,1980-01-24,본교,부산광역시 부산진구 부암동 450-1,부산광역시 부산진구 백양순환로119번길 12-39,부산광역시교육청,35.17040463,부산광역시 부산진구,129.0435305,부산,4713835954,중학교,613,614,585,558,495,461,420,399,351,330,297,297,316,329,347,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0,0.969510944929404,315.01040560599967,330.83912945041703,320.28664688747216,306.515657142829,282.9836210274619,263.039428983496,224.04800591341456,170.70520655772805,118.1010809814477,74.83590247337355,50.88176705548861,40.48757173098787,48.24364641475239
신목중학교,1986-05-12,본교,서울특별시 양천구 목동 902-1,서울특별시 양천구 목동중앙로 88,서울특별시교육청,37.53702399,서울특별시 양천구,126.8730725,서울,4293697416,중학교,2226,2178,2025,1983,1946,1791,1658,1494,1464,1412,1423,1459,1445,1421,1350,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0,0.9918967189311964,1273.6666655200158,1296.224809650583,1281.1476827061733,1258.1291682872272,1218.6524160587346,1194.1376982025572,1119.2124337688876,988.1219941529898,860.1390539836497,744.9313893168246,680.4795489437756,618.3295600126212,569.3001243002661
부곡중학교,1969-11-10,본교,부산광역시 금정구 부곡동 산56-3,부산광역시 금정구 동부곡로15번길 102-20,부산광역시교육청,35.23143656,부산광역시 금정구,129.0961977,부산,2603984594,중학교,892,877,796,750,743,727,710,672,674,662,624,643,659,666,653,9886.0,9376.0,8637.0,7773.0,6823.0,6143.0,5611.0,5083.0,5000.0,4973.0,4867.0,4677.0,4706.0,4975.0,4891.0,4739.0,4557.0,4284.0,4019.0,3559.0,3284.0,2862.0,2531.0,2194.0,2042.0,0.9547161677715672,643.6546895046566,649.1741810486066,647.4506223508675,644.3318018501969,640.5974246717624,634.9958589041106,629.5584415838624,620.1199058581487,614.477302978646,605.8184723781,599.0268303667713,592.1120770198897,588.9932565192191
강동중학교,2004-04-06,본교,대구광역시 동구 신서동 559,대구광역시 동구 동호로 112,대구광역시교육청,35.86694911,대구광역시 동구,128.729474,대구,1803476095,중학교,1217,1278,1280,1285,1295,1241,1140,982,887,869,908,951,922,920,890,13641.0,13140.0,12554.0,11377.0,10119.0,9646.0,9491.0,9228.0,9138.0,8947.0,8678.0,8549.0,8756.0,9305.0,9180.0,9153.0,9029.0,8932.0,8329.0,7449.0,6644.0,5852.0,5280.0,4873.0,4696.0,0.9677056505781294,881.0602925156277,929.5674335378054,918.5230025218268,916.1374054223755,905.1813298545248,896.6108513861254,843.332516165045,765.5797218125563,694.4535860696545,624.4760711524146,573.936754823297,537.9760874352708,522.3371731166453
서변중학교,2005-03-01,본교,대구광역시 북구 서변동 1730,대구광역시 북구 서변로21길 14,대구광역시교육청,35.92636083,대구광역시 북구,128.595695,대구,4550583302,중학교,513,569,588,576,574,536,475,401,344,323,283,290,298,302,277,17442.0,16896.0,16501.0,15788.0,15227.0,15524.0,15774.0,15333.0,15093.0,14769.0,14030.0,13068.0,12736.0,12967.0,12484.0,12009.0,11518.0,11295.0,10497.0,9382.0,8245.0,7421.0,6647.0,6171.0,5622.0,0.8323322189317034,166.01145041590598,185.04267291758038,145.25011677771568,106.1166505946187,65.66500449798605,47.2928719530795,-18.451351234523145,-110.31201395905578,-203.98517406470023,-271.8714396117987,-335.63839292909756,-374.85424535679044,-420.0842936399908
태랑중학교,2002-05-07,본교,서울특별시 노원구 공릉동 117,서울특별시 노원구 화랑로51나길 51,서울특별시교육청,37.62698409,서울특별시 노원구,127.0913718,서울,9368602097,중학교,976,939,886,894,905,882,791,719,718,690,683,658,661,587,555,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0,0.9290050598481795,557.2325378019666,561.2955125578596,539.6033592001261,527.6210268691875,498.9047476622831,481.9642088495769,439.9227497229218,384.45281470814604,330.3257272821823,287.56119637693615,266.0067709770295,253.68011875152376,248.13656844899185
상인중학교,1999-10-04,본교,대구광역시 달서구 상인동 1561,대구광역시 달서구 상인로 34,대구광역시교육청,35.81135533,대구광역시 달서구,128.5501219,대구,3014702677,중학교,899,711,613,589,542,493,415,377,319,284,247,229,224,204,182,22781.0,24170.0,23767.0,22111.0,19929.0,18327.0,16817.0,15187.0,14741.0,14819.0,15123.0,15300.0,15713.0,16200.0,15893.0,15585.0,15171.0,14578.0,13259.0,11251.0,9674.0,8341.0,7531.0,6616.0,6246.0,0.9586961283360679,239.92253760288037,257.21966618813843,246.31572681303732,235.37626972010202,220.67193453674105,199.6099278610572,152.7620580377402,81.44248062665565,25.43103960211363,-21.914078270882214,-50.68342971658865,-83.18214153488663,-96.32369713354265
해룡중학교,1971-03-05,본교,전라남도 영광군 영광읍 도동리 68,전라남도 영광군 영광읍 중앙로 120,전라남도교육청,35.26843387,영광군,126.513448,전남,3770851731,중학교,322,315,308,297,298,265,233,213,207,196,199,197,204,201,187,2509.0,2592.0,2501.0,2200.0,1886.0,1653.0,1506.0,1406.0,1434.0,1429.0,1450.0,1387.0,1405.0,1429.0,1374.0,1336.0,1264.0,1250.0,1178.0,1174.0,1341.0,1539.0,1541.0,1364.0,1168.0,0.9517181390652266,191.74036109039304,193.60699686615717,189.329289880031,186.37378323507107,180.77387590777863,179.6850050385829,174.08509771129044,173.7739917486631,186.7626656883553,202.16241083840953,202.31796381972322,188.55152497346262,173.30733280472205
관동중학교,1983-06-17,본교,강원특별자치도 강릉시 교동 1427 번지,강원특별자치도 강릉시 하슬라로 20,강원특별자치도교육청,37.7551977,강릉시,128.8795637,강원,9250025391,중학교,962,946,953,952,945,915,878,786,719,671,631,625,632,633,610,8240.0,8366.0,8104.0,7633.0,6851.0,6411.0,6004.0,5628.0,5462.0,5306.0,5213.0,4935.0,4966.0,4948.0,4767.0,4394.0,4160.0,3936.0,3722.0,3356.0,3084.0,2950.0,2806.0,2735.0,2611.0,0.9913351820960248,585.448789925902,583.5367667926654,564.310311952897,524.6889436919379,499.83264295986163,476.03857730180573,453.30674671777024,414.4289430086253,385.53614899527173,371.30219900339904,356.00601393750594,348.46414491196145,335.2924299941091
광명북중학교,1985-12-18,본교,경기도 광명시 철산동 59,경기도 광명시 시청로 121,경기도교육청,37.48714374,광명시,126.8657712,경기,8173967123,중학교,1722,1612,1514,1405,1359,1257,1127,1016,914,859,744,710,597,513,440,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0,0.9803612612568596,743.6140597986416,894.9765633787731,861.1207870677886,728.2924675995098,612.1449138318985,520.9567280015826,395.78920463286954,242.4497214141403,109.25071826362444,21.892930483091277,-34.94523412659089,-71.51935744064713,-98.08502133430295
정선중학교,1946-10-25,본교,강원특별자치도 정선군 정선읍 봉양리 153-1 번지,강원특별자치도 정선군 정선읍 봉양4길 15,강원특별자치도교육청,37.37821677,정선군,128.6609171,강원,4013389408,중학교,472,477,465,459,449,467,439,398,334,316,276,306,297,332,326,1426.0,1408.0,1328.0,1205.0,1047.0,950.0,880.0,860.0,888.0,847.0,868.0,813.0,812.0,793.0,734.0,719.0,649.0,613.0,522.0,462.0,440.0,423.0,415.0,351.0,314.0,0.9478872885153755,300.41106636430277,294.9761683567599,278.0993798070216,273.80867085369823,253.78536240485616,243.48766091688023,217.45735993338548,200.29452412009226,194.00148432188473,189.13868084145167,186.85030273301257,168.5432778654998,157.95952911396898
광주서광중학교,1970-03-05,본교,광주광역시 남구 백운동 614-1,광주광역시 남구 진다리로24번길 13,광주광역시교육청,35.13634616,광주광역시 남구,126.9042624,광주,9821537613,중학교,650,680,656,631,587,545,520,473,436,391,364,379,364,362,363,9051.0,8347.0,7372.0,6407.0,5473.0,4887.0,4521.0,4373.0,4439.0,4667.0,4688.0,4872.0,4944.0,5159.0,4893.0,4707.0,4551.0,4509.0,4314.0,3879.0,3583.0,3236.0,3110.0,2989.0,2869.0,0.9666582321290723,404.5232906822554,416.86384857352175,401.59599555455964,390.9199780300222,381.96589881589404,379.55518518132106,368.36258616366086,343.39448066272655,326.40468933335524,306.48760287628807,299.25546197256915,292.31031078725186,285.4225575456148
오주중학교,1984-09-01,본교,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,서울특별시교육청,37.50150661,서울특별시 송파구,127.1362653,서울,4057314872,중학교,1134,1078,1041,999,986,918,802,669,573,525,473,446,434,419,423,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,0.9634152369297756,594.9738092665931,623.5958148745202,578.181463234523,545.116122078591,489.7186918696999,463.00097292520354,403.8526750459188,326.98874063108235,264.8974542719502,196.51625135785025,133.15544055643102,67.37099218337289,19.879236910542318
두송중학교,2006-03-03,본교,부산광역시 사하구 다대동 1580,부산광역시 사하구 다송로 76,부산광역시교육청,35.06065932,부산광역시 사하구,128.9829531,부산,2663530170,중학교,987,934,862,832,802,723,644,576,525,470,414,407,446,445,420,15158.0,14376.0,13255.0,11931.0,10580.0,9871.0,9233.0,8970.0,8864.0,9125.0,9171.0,9136.0,9257.0,9511.0,9309.0,8794.0,8271.0,7818.0,7159.0,6291.0,5419.0,4681.0,4006.0,3652.0,3401.0,0.9919224826061163,454.3700823511716,471.4741385759445,457.87170016096763,423.19221608318014,387.9740215731164,357.46954334547024,313.0932714867092,254.6431895847295,195.92375246661163,146.227715089122,100.77402236580826,76.93608573758152,60.03404592491228
하안북중학교,1975-12-06,본교,경기도 광명시 하안동 684,경기도 광명시 가림로 22,경기도교육청,37.46508438,광명시,126.8677256,경기,7446922719,중학교,1223,1345,1342,1334,1281,1246,1179,1057,1025,1005,978,984,1016,988,957,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0,0.9604507842968378,1019.779760882327,1080.7441503140003,1067.1080338207116,1013.6086716663862,966.8278340616737,930.0998998571226,879.6860823107676,817.9254233028439,764.2767606029713,729.0915987024057,706.1988483852059,691.467861224573,680.7679887937079
