,학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,매칭된 행정구역,학생 비,회귀계수
54,거제공업고등학교 (경남),경상남도 거제시 고현동 920-2,6579015672,34.88210511,128.614194,거제시,741,644,541,457,470,473,477,470,464,459,466,467,448,392,375,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,경상남도 거제시,0.04676976802195061,-0.021939464044727203
55,거제상문고등학교 (경남),경상남도 거제시 문동동 438,5592556059,34.86339304,128.6467154,거제시,0,0,0,0,472,896,1290,1272,1252,1177,1087,1023,1025,1024,1056,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,경상남도 거제시,0.13170366674981293,0.06955149501661129
56,거제여자상업고등학교 (경남),경상남도 거제시 거제면 동상리 646,8018182814,34.85121955,128.5946948,거제시,623,577,520,566,479,434,351,320,227,196,154,144,143,139,167,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,경상남도 거제시,0.020828136692442007,-0.0628754872735611
57,거제옥포고등학교 (경남),경상남도 거제시 옥포동 1254-1,1406810641,34.90540807,128.685988,거제시,1234,1274,1293,1325,1300,1180,1099,1137,1166,1093,1003,951,949,930,1008,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,경상남도 거제시,0.12571713644300325,-0.021185983827493263
58,거제제일고등학교 (경남),경상남도 거제시 거제면 서정리 540,6462432384,34.85197194,128.5867996,거제시,1008,1142,1148,1044,851,809,797,807,748,715,645,699,624,674,702,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,경상남도 거제시,0.08755300573709154,-0.030503359880537578
59,거제중앙고등학교 (경남),경상남도 거제시 고현동 1071,9180481076,34.89285581,128.6372352,거제시,1374,1455,1469,1451,1413,1362,1303,1346,1321,1226,1095,1034,1018,1012,1008,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,경상남도 거제시,0.12571713644300325,-0.025165321404259457
60,거진고등학교 (강원),강원특별자치도 고성군 거진읍 거진리 432번지,3592591047,38.43968179,128.4501481,nan,126,113,98,109,98,97,82,66,65,62,49,35,21,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.05983560090702948
61,거창고등학교 (경남),경상남도 거창군 거창읍 중앙리 411,5221288442,35.69290331,127.9106934,거창군,361,355,357,362,371,355,355,354,338,313,292,289,288,282,274,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,경상남도 거창군,0.2117465224111283,-0.019464767038891027
62,거창대성고등학교 (경남),경상남도 거창군 거창읍 상림리 362,8324490010,35.69032647,127.9040224,거창군,597,596,590,584,588,601,596,581,560,530,484,463,463,458,470,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,경상남도 거창군,0.36321483771251933,-0.019764677917756126
63,거창승강기고등학교 (경남),경상남도 거창군 가조면 마상리 483,7467296242,35.71373734,128.0157437,거창군,122,128,110,106,117,121,130,105,89,72,67,72,71,78,81,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,경상남도 거창군,0.062596599690881,-0.03315934065934066
64,거창여자고등학교 (경남),경상남도 거창군 거창읍 중앙리 445,7436955094,35.69274942,127.908888,거창군,413,408,409,403,411,415,427,411,397,371,331,309,269,258,265,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,경상남도 거창군,0.20479134466769705,-0.028186684509869515
65,거창중앙고등학교 (경남),경상남도 거창군 거창읍 가지리 383,9893812417,35.69308263,127.9029093,거창군,589,594,590,587,599,603,602,591,570,525,490,473,451,444,440,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,경상남도 거창군,0.3400309119010819,-0.021375266524520254
66,건국고등학교 (부산),부산광역시 사하구 하단동 산41,5525561451,35.10952808,128.9696164,부산광역시 사하구,1048,1020,926,831,756,710,650,630,569,530,470,433,389,367,367,15158.0,14376.0,13255.0,11931.0,10580.0,9871.0,9233.0,8970.0,8864.0,9125.0,9171.0,9136.0,9257.0,9511.0,9309.0,8794.0,8271.0,7818.0,7159.0,6291.0,5419.0,4681.0,4006.0,3652.0,3401.0,부산광역시 사하구,0.041403429602888085,-0.04859937295528898
67,건국대학교사범대학부속고등학교 (서울),서울특별시 광진구 화양동 528,9615983307,37.53918267,127.0747119,서울특별시 광진구,1693,1646,1538,1523,1451,1442,1396,1428,1342,1209,1074,1016,1001,966,986,18552.0,17851.0,16313.0,14713.0,13220.0,12348.0,11544.0,10871.0,10677.0,10759.0,10451.0,10103.0,9808.0,9869.0,9493.0,9320.0,8952.0,8729.0,8065.0,7311.0,6501.0,5686.0,4973.0,4294.0,3993.0,서울특별시 광진구,0.09234803783834411,-0.03247194329592439
68,건양대학교병설건양고등학교 (충남),충청남도 논산시 양촌면 남산리 564,1115271151,36.14155764,127.2343403,논산시,339,338,346,351,347,341,323,328,319,285,264,240,248,237,237,4701.0,4612.0,4274.0,3926.0,3491.0,3240.0,3077.0,3029.0,3042.0,3028.0,2963.0,2817.0,2818.0,2819.0,2694.0,2548.0,2434.0,2342.0,2187.0,2001.0,1895.0,1724.0,1549.0,1344.0,1238.0,충청남도 논산시,0.07790927021696252,-0.026648351648351647
69,검단고등학교 (인천),인천광역시 서구 마전동 249-16,9043774247,37.60386225,126.6647414,인천광역시 서구,962,1083,1125,1167,1207,1153,1117,992,929,783,739,774,821,785,814,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.06893047675501736,-0.024405255059770384
70,경구고등학교 (경북),경상북도 구미시 봉곡동 279,7662428021,36.14854107,128.307609,구미시,1122,1123,1116,1169,1147,1113,1032,1029,945,876,813,783,747,706,713,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0,경상북도 구미시,0.04811715481171548,-0.03151961383355737
71,경기게임마이스터고등학교 (경기),경기도 안양시 동안구 비산동 1101,7223551571,37.39791081,126.9474683,동안구,1729,1692,1552,1481,1468,1426,1334,1136,847,566,310,202,185,214,222,14486.0,14303.0,13672.0,12477.0,11340.0,11300.0,11425.0,11368.0,11255.0,11173.0,10790.0,10455.0,10243.0,10281.0,9977.0,9772.0,9635.0,9275.0,8479.0,7591.0,6977.0,6451.0,6053.0,5901.0,5779.0,경기도 안양시 동안구,0.0197245668591737,-0.07652854664132859
72,경기경영고등학교 (경기),경기도 부천시 소사구 심곡본동 768-9,9108767926,37.4750207,126.7730512,부천시,1203,1073,1047,1003,1012,954,832,753,733,751,739,681,643,586,546,35969.0,33457.0,31032.0,28893.0,27372.0,27095.0,26596.0,25807.0,25932.0,26365.0,26170.0,25410.0,25069.0,25138.0,23830.0,22802.0,21370.0,20575.0,19394.0,17932.0,16253.0,14437.0,12902.0,11951.0,11047.0,경기도 부천시,0.02105506709856548,-0.036079444246526544
73,경기고등학교 (서울),서울특별시 강남구 삼성동 74-4,1820642232,37.51756454,127.0560755,서울특별시 강남구,1746,1856,1838,1812,1758,1737,1705,1683,1525,1347,1214,1156,1101,1065,1063,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,서울특별시 강남구,0.08074439802506646,-0.03546028325123153
74,경기과학고등학교 (경기),경기도 수원시 장안구 송죽동 68-23,3555856585,37.308815,127.0064083,장안구,206,231,268,381,384,377,379,378,377,374,380,379,377,379,378,13239.0,13679.0,13769.0,13734.0,12419.0,11378.0,9994.0,9230.0,9030.0,8938.0,8645.0,8223.0,8044.0,8000.0,7770.0,7675.0,7639.0,7225.0,6507.0,5476.0,4684.0,4012.0,3460.0,3191.0,3008.0,경기도 수원시 장안구,0.04186046511627907,0.024265252976190477
75,경기관광고등학교 (경기),경기도 여주시 대신면 율촌리 265-3,2761894822,37.375425,127.5893974,여주시,342,308,289,333,364,415,390,364,359,332,297,286,268,244,248,4032.0,4001.0,3937.0,3722.0,3480.0,3257.0,3162.0,2980.0,2969.0,2864.0,2917.0,2782.0,2775.0,2708.0,2632.0,2577.0,2508.0,2450.0,2231.0,2036.0,1846.0,1772.0,1602.0,1479.0,1342.0,경기도 여주시,0.08352980801616706,-0.014913941480206541
76,경기국제통상고등학교 (경기),경기도 부천시 원미구 중동 1171-1,7899358272,37.50046935,126.7608615,부천시,1502,1380,1264,1203,1236,1145,1012,908,907,901,903,866,704,548,435,35969.0,33457.0,31032.0,28893.0,27372.0,27095.0,26596.0,25807.0,25932.0,26365.0,26170.0,25410.0,25069.0,25138.0,23830.0,22802.0,21370.0,20575.0,19394.0,17932.0,16253.0,14437.0,12902.0,11951.0,11047.0,경기도 부천시,0.016774641369736235,-0.04327801027201826
77,경기기계공업고등학교 (서울),서울특별시 노원구 하계동 78,1220915853,37.63224005,127.0749285,서울특별시 노원구,1258,1192,1228,1238,1234,1262,1272,1292,1279,1185,1174,1104,1028,809,680,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0,서울특별시 노원구,0.03813369223867205,-0.022686311366651925
78,경기대명고등학교 (경기),경기도 수원시 권선구 당수동 122,9709579527,37.29601975,126.939985,권선구,107,102,100,93,100,109,99,101,85,73,63,68,55,64,70,15023.0,14356.0,13908.0,13113.0,11710.0,10696.0,9705.0,9365.0,9653.0,10062.0,9861.0,9321.0,9107.0,9895.0,10183.0,10490.0,10398.0,10584.0,10308.0,9756.0,8895.0,8057.0,7079.0,6539.0,6155.0,경기도 수원시 권선구,0.007251631617113851,-0.033060288335517704
79,경기모바일과학고등학교 (경기),경기도 안산시 상록구 팔곡일동 253,8391013085,37.30556825,126.8981471,상록구,1047,958,851,852,871,862,873,869,835,785,706,592,500,398,392,0.0,0.0,0.0,0.0,0.0,14078.0,13421.0,12674.0,12550.0,12445.0,11984.0,11147.0,10935.0,10927.0,10656.0,10240.0,9994.0,9509.0,8677.0,7431.0,6397.0,5672.0,5259.0,4911.0,4631.0,경기도 안산시 상록구,0.031235059760956176,-0.03897871469504707
80,경기물류고등학교 (경기),경기도 평택시 안중읍 안중리 293-46,6378396630,36.986906,126.9296362,평택시,389,394,394,420,445,468,472,482,481,468,466,460,458,461,464,18005.0,17198.0,16140.0,14944.0,13552.0,12687.0,12328.0,12529.0,13281.0,13899.0,13758.0,13264.0,13059.0,13365.0,13241.0,13237.0,13084.0,13001.0,12511.0,11635.0,11018.0,10745.0,10873.0,11237.0,11268.0,경기도 평택시,0.03493712822829606,0.010958802608180204
81,경기북과학고등학교 (경기),경기도 의정부시 녹양동 305,1210204720,37.758832,127.019645,의정부시,206,211,218,214,211,211,222,253,271,276,273,274,270,266,274,15118.0,15442.0,15321.0,14410.0,13416.0,12715.0,12294.0,11651.0,12072.0,12384.0,12484.0,11969.0,11429.0,11214.0,10540.0,10096.0,9591.0,9313.0,8814.0,8195.0,7646.0,7279.0,7008.0,6859.0,6663.0,경기도 의정부시,0.02269715043074884,0.021622670807453413
82,경기상업고등학교 (서울),서울특별시 종로구 청운동 89-3,8976057589,37.58925853,126.9700571,서울특별시 종로구,913,778,716,723,717,707,700,722,686,451,319,284,326,413,405,6081.0,5852.0,5563.0,5075.0,4540.0,4153.0,3843.0,3578.0,3486.0,3519.0,3475.0,3378.0,3305.0,3310.0,3076.0,2878.0,2684.0,2657.0,2441.0,2179.0,2006.0,1846.0,1730.0,1521.0,1388.0,서울특별시 종로구,0.11617900172117039,-0.04370208105147864
83,경기스마트고등학교 (경기),경기도 시흥시 정왕동 1522,9523517906,37.343239,126.7523469,시흥시,967,880,851,793,812,855,902,864,715,496,334,350,409,463,479,13894.0,15905.0,16655.0,16517.0,15601.0,15076.0,14592.0,14335.0,14354.0,14425.0,14012.0,13567.0,13240.0,12918.0,11947.0,10906.0,10142.0,9678.0,9227.0,9066.0,9306.0,9705.0,9861.0,9748.0,9400.0,경기도 시흥시,0.033370489062282294,-0.04520239326340671
84,경기여자고등학교 (서울),서울특별시 강남구 개포동 152,6327209889,37.48691516,127.065453,서울특별시 강남구,2250,2368,2350,2341,2234,2106,2064,1984,1879,1627,1494,1451,1460,1395,1377,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,서울특별시 강남구,0.10459551842005317,-0.035174348455598456
85,경기영상과학고등학교 (경기),경기도 고양시 일산서구 주엽동 95,2681375443,37.66540546,126.7621008,일산서구,1274,1059,1141,1082,1009,935,875,871,856,817,765,708,649,607,596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7898.0,8024.0,7540.0,7059.0,6755.0,7122.0,7048.0,6898.0,6680.0,6540.0,6114.0,5366.0,4744.0,4407.0,4291.0,4149.0,3886.0,경기도 고양시 일산서구,0.07546214231451,-0.034763960529266655
86,경기예술고등학교 (경기),경기도 부천시 원미구 중동 1031,7874096155,37.50575359,126.761362,부천시,602,641,689,716,724,722,719,723,730,725,723,709,691,667,673,35969.0,33457.0,31032.0,28893.0,27372.0,27095.0,26596.0,25807.0,25932.0,26365.0,26170.0,25410.0,25069.0,25138.0,23830.0,22802.0,21370.0,20575.0,19394.0,17932.0,16253.0,14437.0,12902.0,11951.0,11047.0,경기도 부천시,0.025952491130649392,0.0031751467710371822
87,경기외국어고등학교 (경기),경기도 의왕시 고천동 438-1,2746863186,37.34807009,126.9597494,의왕시,1043,1034,982,902,818,749,699,660,643,626,608,598,585,568,575,5316.0,5124.0,4856.0,4648.0,4491.0,4525.0,4546.0,4362.0,4177.0,4033.0,3850.0,3940.0,4095.0,4461.0,4558.0,4559.0,4332.0,4002.0,3516.0,3028.0,2733.0,2734.0,2873.0,2881.0,2771.0,경기도 의왕시,0.13765860665549437,-0.03494384330913573
88,경기자동차과학고등학교 (경기),경기도 시흥시 무지내동 341-2,7501559853,37.41429863,126.8398538,시흥시,859,772,711,686,692,703,704,698,707,694,685,680,664,619,589,13894.0,15905.0,16655.0,16517.0,15601.0,15076.0,14592.0,14335.0,14354.0,14425.0,14012.0,13567.0,13240.0,12918.0,11947.0,10906.0,10142.0,9678.0,9227.0,9066.0,9306.0,9705.0,9861.0,9748.0,9400.0,경기도 시흥시,0.04103385815800474,-0.01290121403625478
89,경기창조고등학교 (경기),경기도 안성시 공도읍 만정리 789,7392830073,37.00193973,127.1723586,안성시,0,319,640,952,926,893,863,885,905,933,930,900,896,892,933,5026.0,5254.0,5344.0,5526.0,5498.0,5523.0,5378.0,5319.0,5377.0,5654.0,5727.0,5671.0,5684.0,5790.0,5679.0,5318.0,4854.0,4521.0,4145.0,3679.0,3280.0,2875.0,2679.0,2521.0,2417.0,경기도 안성시,0.1735168309466245,0.04192301920768308
90,경기체육고등학교 (경기),경기도 수원시 장안구 천천동 30-1,5097226619,37.30395971,126.9785339,장안구,297,296,287,286,282,285,280,290,282,278,275,267,271,243,243,13239.0,13679.0,13769.0,13734.0,12419.0,11378.0,9994.0,9230.0,9030.0,8938.0,8645.0,8223.0,8044.0,8000.0,7770.0,7675.0,7639.0,7225.0,6507.0,5476.0,4684.0,4012.0,3460.0,3191.0,3008.0,경기도 수원시 장안구,0.026910299003322258,-0.010642135642135639
91,경기폴리텍고등학교 (경기),경기도 군포시 산본동 1146-14,9440589368,37.36019041,126.9243504,군포시,1126,937,877,925,950,892,809,670,492,356,283,246,200,185,182,14307.0,14271.0,13543.0,12392.0,11501.0,10912.0,10637.0,10300.0,10339.0,10558.0,10285.0,10171.0,10334.0,10774.0,10442.0,10070.0,9605.0,9333.0,8344.0,7234.0,6332.0,5748.0,5196.0,4741.0,4457.0,경기도 군포시,0.017603249830737983,-0.06537363613296118
92,경기항공고등학교 (경기),경기도 광명시 광명동 42-122,4034484982,37.47331347,126.8570351,광명시,390,405,401,383,353,333,322,290,244,240,202,215,239,242,225,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0,경기도 광명시,0.02149818459774508,-0.0382010582010582
93,경남간호고등학교 (경남),경상남도 산청군 생비량면 가계리 526-1,3413595438,35.35804061,128.0843307,산청군,109,125,139,147,156,148,144,146,147,140,133,137,153,138,140,1119.0,1074.0,1005.0,882.0,781.0,715.0,682.0,653.0,683.0,664.0,640.0,599.0,635.0,654.0,649.0,640.0,668.0,666.0,632.0,541.0,479.0,374.0,320.0,234.0,210.0,경상남도 산청군,0.20497803806734993,0.005563186813186811
94,경남고등학교 (부산),부산광역시 서구 동대신동3가 1-1,7746933698,35.1201981,129.0200404,부산광역시 서구,1062,1044,968,899,856,810,770,725,652,613,577,549,504,486,482,5015.0,4524.0,4170.0,3689.0,3315.0,2916.0,2761.0,2521.0,2465.0,2343.0,2166.0,1962.0,1925.0,1980.0,1933.0,1866.0,1791.0,1781.0,1631.0,1458.0,1270.0,1171.0,1089.0,1047.0,990.0,부산광역시 서구,0.19553752535496957,-0.041959241323648096
95,경남공업고등학교 (부산),부산광역시 부산진구 전포동 696-1,5803981184,35.15334824,129.0636388,부산광역시 부산진구,1321,1201,1116,1055,1017,988,926,898,846,786,719,672,660,641,670,13620.0,13383.0,12909.0,12127.0,11046.0,10309.0,9791.0,9536.0,9820.0,10042.0,10008.0,9744.0,9733.0,10033.0,9833.0,9572.0,9126.0,8748.0,8009.0,6998.0,6001.0,5181.0,4727.0,4530.0,4677.0,부산광역시 부산진구,0.06822810590631365,-0.035435817021736774
96,경남과학고등학교 (경남),경상남도 진주시 진성면 가진리 75-19,2010531365,35.20163805,128.2253125,진주시,202,202,214,200,209,218,214,259,257,279,266,269,268,267,272,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,경상남도 진주시,0.031096375900308677,0.022555043522785458
97,경남관광고등학교 (경남),경상남도 창원시 의창구 봉곡동 169,5211832582,35.248527,128.6752628,의창구,1044,1014,998,1001,977,905,851,806,767,735,696,632,581,577,571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6948.0,6927.0,6958.0,6879.0,6650.0,6195.0,5517.0,5108.0,4812.0,4359.0,3793.0,3229.0,경상남도 창원시 의창구,inf,-0.03681239737274221
98,경남로봇고등학교 (경남),경상남도 함안군 대산면 평림리 955,9296579420,35.34795693,128.4392206,함안군,146,139,140,137,147,148,155,165,159,144,137,128,127,120,117,2326.0,2212.0,2039.0,1853.0,1684.0,1559.0,1428.0,1390.0,1578.0,1801.0,1956.0,1894.0,1785.0,1699.0,1616.0,1558.0,1521.0,1474.0,1371.0,1168.0,985.0,805.0,669.0,532.0,470.0,경상남도 함안군,0.0741444866920152,-0.009783549783549785
99,경남산업고등학교 (경남),경상남도 거제시 하청면 하청리 698-1,8606673419,34.953436,128.6539234,거제시,899,896,912,923,885,827,761,795,785,717,602,480,375,333,377,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,경상남도 거제시,0.04701920678473435,-0.04849868441417737
100,경남여자고등학교 (부산),부산광역시 동구 수정동 558,2399683952,35.13292384,129.0439489,부산광역시 동구,1398,1269,1285,1316,1396,1396,1386,1363,1200,1012,905,864,809,759,769,4155.0,3792.0,3378.0,3014.0,2707.0,2439.0,2169.0,1953.0,1918.0,1924.0,1912.0,1858.0,1897.0,1933.0,1858.0,1711.0,1554.0,1438.0,1291.0,1130.0,1028.0,1002.0,1061.0,1097.0,1116.0,부산광역시 동구,0.40093847758081336,-0.035964643368076844
101,경남예술고등학교 (경남),경상남도 진주시 장재동 417-2,1688350856,35.21654607,128.1032775,진주시,300,281,281,274,268,272,275,277,259,261,257,271,287,284,288,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,경상남도 진주시,0.03292557448267978,-0.001416666666666667
