학교명,설립일자,본교분교구분,소재지지번주소,소재지도로명주소,시도교육청명,위도,시군구별,경도,시도명,개방ID,학제유형명,2009_학생수,2010_학생수,2011_학생수,2012_학생수,2013_학생수,2014_학생수,2015_학생수,2016_학생수,2017_학생수,2018_학생수,2019_학생수,2020_학생수,2021_학생수,2022_학생수,2023_학생수,2012_해당지역예측학생수,2013_해당지역예측학생수,2014_해당지역예측학생수,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수
오주중학교,1984-09-01,본교,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,서울특별시교육청,37.50150661,서울특별시 송파구,127.1362653,서울,4057314872,중학교,1134,1078,1041,999,986,918,802,669,573,525,473,446,434,419,423,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0
두송중학교,2006-03-03,본교,부산광역시 사하구 다대동 1580,부산광역시 사하구 다송로 76,부산광역시교육청,35.06065932,부산광역시 사하구,128.9829531,부산,2663530170,중학교,987,934,862,832,802,723,644,576,525,470,414,407,446,445,420,15158.0,14376.0,13255.0,11931.0,10580.0,9871.0,9233.0,8970.0,8864.0,9125.0,9171.0,9136.0,9257.0,9511.0,9309.0,8794.0,8271.0,7818.0,7159.0,6291.0,5419.0,4681.0,4006.0,3652.0,3401.0
하안북중학교,1975-12-06,본교,경기도 광명시 하안동 684,경기도 광명시 가림로 22,경기도교육청,37.46508438,광명시,126.8677256,경기,7446922719,중학교,1223,1345,1342,1334,1281,1246,1179,1057,1025,1005,978,984,1016,988,957,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0
센텀중학교,2006-10-04,본교,부산광역시 해운대구 재송동 1206,부산광역시 해운대구 센텀북대로 32,부산광역시교육청,35.175367,부산광역시 해운대구,129.1237586,부산,5280052423,중학교,1101,1132,1110,1132,1182,1161,1104,1078,1122,1195,1200,1229,1230,1232,1170,15190.0,15185.0,14377.0,12829.0,11206.0,10019.0,9459.0,9196.0,9727.0,10077.0,10189.0,9911.0,10090.0,10334.0,10114.0,9713.0,9262.0,8959.0,8142.0,7204.0,6307.0,5760.0,5253.0,4817.0,4487.0
북동중학교,2005-03-24,본교,대구광역시 달성군 논공읍 남리 318,대구광역시 달성군 논공읍 논공로7길 43,대구광역시교육청,35.73243383,대구광역시 달성군,128.4374066,대구,3183501064,중학교,774,766,742,748,726,703,615,459,362,332,349,312,265,235,234,7333.0,7244.0,7059.0,6717.0,6010.0,5579.0,5338.0,5137.0,5100.0,5160.0,5347.0,5675.0,5948.0,6279.0,6103.0,5925.0,5699.0,6098.0,6879.0,7805.0,8190.0,7867.0,7215.0,6463.0,5846.0
논공중학교,1996-11-09,본교,대구광역시 달성군 논공읍 남리 717-5,대구광역시 달성군 논공읍 논공로 256,대구광역시교육청,35.72382525,대구광역시 달성군,128.4572009,대구,4948958396,중학교,438,466,412,421,384,357,317,253,207,181,161,158,152,139,159,7333.0,7244.0,7059.0,6717.0,6010.0,5579.0,5338.0,5137.0,5100.0,5160.0,5347.0,5675.0,5948.0,6279.0,6103.0,5925.0,5699.0,6098.0,6879.0,7805.0,8190.0,7867.0,7215.0,6463.0,5846.0
성심여자중학교,1957-05-25,본교,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,서울특별시교육청,37.53420937,서울특별시 용산구,126.9545934,서울,6373435616,중학교,434,429,430,408,395,376,357,343,331,316,303,281,266,238,200,8629.0,8773.0,8709.0,8090.0,7243.0,6755.0,6528.0,6463.0,6651.0,6942.0,6940.0,6803.0,6780.0,7032.0,6849.0,6516.0,6072.0,5651.0,5139.0,4549.0,4155.0,3867.0,3724.0,3520.0,3356.0
용남중학교,1987-12-30,본교,충청남도 계룡시 신도안면 남선리 1319,충청남도 계룡시 신도안면 신도안2길 66,충청남도교육청,36.30064433,계룡시,127.2441239,충남,9542629182,중학교,764,784,774,696,589,525,466,601,616,651,664,691,710,683,649,1082.0,1218.0,1239.0,1167.0,1034.0,989.0,944.0,1007.0,1112.0,1242.0,1312.0,1316.0,1315.0,1245.0,1166.0,1052.0,978.0,997.0,1018.0,974.0,826.0,675.0,575.0,533.0,534.0
구암중학교,1995-03-01,본교,대구광역시 북구 구암동 694-2,대구광역시 북구 태암로 85,대구광역시교육청,35.927514,대구광역시 북구,128.557125,대구,7033370077,중학교,1200,1150,1166,1156,1111,1003,913,841,798,738,691,698,664,638,583,17442.0,16896.0,16501.0,15788.0,15227.0,15524.0,15774.0,15333.0,15093.0,14769.0,14030.0,13068.0,12736.0,12967.0,12484.0,12009.0,11518.0,11295.0,10497.0,9382.0,8245.0,7421.0,6647.0,6171.0,5622.0
안성여자중학교,1943-04-22,본교,경기도 안성시 봉남동 360,경기도 안성시 중앙2길 111,경기도교육청,37.00836663,안성시,127.275693,경기,3110563218,중학교,786,806,799,778,748,675,583,517,465,478,467,495,521,521,505,5026.0,5254.0,5344.0,5526.0,5498.0,5523.0,5378.0,5319.0,5377.0,5654.0,5727.0,5671.0,5684.0,5790.0,5679.0,5318.0,4854.0,4521.0,4145.0,3679.0,3280.0,2875.0,2679.0,2521.0,2417.0
안성중학교,1939-04-15,본교,경기도 안성시 금산동 33-12,경기도 안성시 금산길 43,경기도교육청,37.01331333,안성시,127.2704648,경기,4616809725,중학교,796,803,793,808,790,765,714,630,571,513,487,496,539,539,512,5026.0,5254.0,5344.0,5526.0,5498.0,5523.0,5378.0,5319.0,5377.0,5654.0,5727.0,5671.0,5684.0,5790.0,5679.0,5318.0,4854.0,4521.0,4145.0,3679.0,3280.0,2875.0,2679.0,2521.0,2417.0
태종대중학교,1974-12-21,본교,부산광역시 영도구 동삼동 523-1,부산광역시 영도구 함지로79번길 9,부산광역시교육청,35.07367396,부산광역시 영도구,129.0649205,부산,2242500603,중학교,575,537,527,488,474,454,373,316,286,287,257,262,260,266,267,5939.0,5425.0,4967.0,4415.0,3963.0,3508.0,3158.0,2905.0,2851.0,2856.0,2668.0,2567.0,2512.0,2538.0,2328.0,2130.0,1971.0,1906.0,1722.0,1492.0,1219.0,1039.0,901.0,876.0,904.0
한림중학교,1952-06-20,본교,경상남도 김해시 한림면 장방리 346,경상남도 김해시 한림면 한림로365번길 33,경상남도교육청,35.32172162,김해시,128.7996056,경남,1552537739,중학교,131,128,130,144,136,131,110,114,100,101,89,93,103,95,151,16101.0,16106.0,15544.0,14960.0,14827.0,15191.0,15569.0,15515.0,16058.0,16405.0,16465.0,16250.0,16347.0,16709.0,16162.0,15976.0,15529.0,15169.0,13877.0,12128.0,10859.0,9859.0,9228.0,8334.0,7852.0
용산중학교,1984-12-18,본교,대구광역시 달서구 용산동 888,대구광역시 달서구 와룡로45길 72,대구광역시교육청,35.85416455,대구광역시 달서구,128.5323609,대구,4034123420,중학교,1125,1077,1021,951,927,857,779,659,595,572,552,569,557,521,456,22781.0,24170.0,23767.0,22111.0,19929.0,18327.0,16817.0,15187.0,14741.0,14819.0,15123.0,15300.0,15713.0,16200.0,15893.0,15585.0,15171.0,14578.0,13259.0,11251.0,9674.0,8341.0,7531.0,6616.0,6246.0
호성중학교,2003-03-01,본교,경기도 안양시 동안구 호계동 781-3,경기도 안양시 동안구 호성로 55,경기도교육청,37.36691837,동안구,126.9637649,경기,6068880975,중학교,1389,1252,1126,1026,978,929,837,741,632,600,560,554,535,548,548,14486.0,14303.0,13672.0,12477.0,11340.0,11300.0,11425.0,11368.0,11255.0,11173.0,10790.0,10455.0,10243.0,10281.0,9977.0,9772.0,9635.0,9275.0,8479.0,7591.0,6977.0,6451.0,6053.0,5901.0,5779.0
경산제일중학교,1969-12-15,본교,경상북도 경산시 자인면 동부리 208,경상북도 경산시 자인면 원효로 851-16,경상북도교육청,35.815941,경산시,128.827888,경북,5545541226,중학교,60,60,54,50,55,51,49,33,29,33,39,38,38,39,40,10888.0,10901.0,10371.0,9445.0,8310.0,7577.0,7127.0,7049.0,7486.0,7771.0,7846.0,7435.0,7475.0,7646.0,7674.0,7601.0,7418.0,7476.0,7077.0,6459.0,5589.0,4838.0,4388.0,4049.0,3888.0
함양여자중학교,1960-04-07,본교,경상남도 함양군 함양읍 교산리 956,경상남도 함양군 함양읍 함양여중길 18-9,경상남도교육청,35.523951,함양군,127.7246366,경남,1906192362,중학교,486,456,454,431,465,443,401,346,309,317,307,313,308,296,287,1291.0,1309.0,1213.0,1117.0,970.0,870.0,830.0,829.0,880.0,887.0,851.0,815.0,760.0,735.0,697.0,698.0,670.0,610.0,547.0,488.0,446.0,391.0,340.0,280.0,253.0
인헌중학교,1971-05-20,본교,서울특별시 관악구 봉천동 1647,서울특별시 관악구 인헌9길 35,서울특별시교육청,37.47269621,서울특별시 관악구,126.9688402,서울,7056386113,중학교,1067,1036,1024,998,943,885,792,747,639,600,550,511,498,450,429,23336.0,22304.0,20827.0,19365.0,17706.0,17020.0,16622.0,16172.0,16209.0,16267.0,15845.0,14880.0,14303.0,14063.0,13465.0,12807.0,12171.0,11592.0,10452.0,9074.0,7758.0,6732.0,5857.0,5227.0,4811.0
하안중학교,1993-05-04,본교,경기도 광명시 하안동 25,경기도 광명시 안현로 80-1,경기도교육청,37.46738575,광명시,126.8807721,경기,5137384653,중학교,1718,1698,1564,1476,1465,1461,1310,1170,1071,970,895,803,764,666,601,17174.0,16495.0,15623.0,14464.0,13354.0,12680.0,11971.0,11087.0,10466.0,10283.0,9886.0,10342.0,11458.0,12683.0,12409.0,11334.0,10394.0,9656.0,8643.0,7402.0,6324.0,5617.0,5157.0,4861.0,4646.0
현산중학교,2004-03-01,본교,경기도 고양시 일산서구 일산동 1915,경기도 고양시 일산서구 일청로 85,경기도교육청,37.691246,일산서구,126.774003,경기,9479006111,중학교,1218,1083,1082,1012,936,810,743,659,604,563,504,490,440,448,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7898.0,8024.0,7540.0,7059.0,6755.0,7122.0,7048.0,6898.0,6680.0,6540.0,6114.0,5366.0,4744.0,4407.0,4291.0,4149.0,3886.0
심인중학교,1953-06-05,본교,대구광역시 달성군 다사읍 죽곡리 820,대구광역시 달성군 다사읍 대실역남로1길 21,대구광역시교육청,35.853103,대구광역시 달성군,128.4667003,대구,8892423093,중학교,821,775,704,625,578,543,487,432,381,382,342,258,499,506,512,7333.0,7244.0,7059.0,6717.0,6010.0,5579.0,5338.0,5137.0,5100.0,5160.0,5347.0,5675.0,5948.0,6279.0,6103.0,5925.0,5699.0,6098.0,6879.0,7805.0,8190.0,7867.0,7215.0,6463.0,5846.0
대전변동중학교,1984-03-08,본교,대전광역시 서구 변동 54-1,대전광역시 서구 도산로181번길 39,대전광역시교육청,36.3247386,대전광역시 서구,127.3757901,대전,2605750560,중학교,723,673,646,595,588,590,517,436,377,369,351,332,329,300,295,19650.0,19711.0,19194.0,18015.0,16941.0,16500.0,15967.0,15299.0,14932.0,14790.0,14317.0,13832.0,13824.0,14211.0,14115.0,13795.0,13418.0,12983.0,12074.0,10669.0,9403.0,8461.0,7836.0,7588.0,7330.0
거진중학교,1961-04-15,본교,강원특별자치도 고성군 거진읍 봉평리 31-1,강원특별자치도 고성군 거진읍 거평로 69,강원특별자치도교육청,38.44714556,,128.4481053,강원,7452492058,중학교,165,178,154,166,178,175,137,113,87,76,77,68,75,63,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세화여자중학교,1978-05-06,본교,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,서울특별시교육청,37.501983,서울특별시 서초구,126.9942300139,서울,2333818018,중학교,910,1019,993,1016,1027,1028,968,931,924,873,833,833,872,829,746,13894.0,13849.0,12910.0,12167.0,11066.0,10868.0,10666.0,10760.0,10969.0,11412.0,11503.0,11995.0,12339.0,13032.0,12710.0,12655.0,12294.0,11842.0,10746.0,9587.0,8470.0,7669.0,6913.0,6265.0,5714.0
운남중학교,2021-03-01,본교,경상북도 김천시 율곡동 370,경상북도 김천시 우래1길 7,경상북도교육청,36.12200032,김천시,128.179117,경북,4341458976,중학교,0,0,0,0,0,0,0,0,0,0,0,0,208,411,597,5018.0,4949.0,4849.0,4384.0,3876.0,3513.0,3335.0,3197.0,3381.0,3641.0,3752.0,3561.0,3347.0,3349.0,3228.0,3132.0,2990.0,3115.0,3201.0,3206.0,2961.0,2737.0,2529.0,2405.0,2238.0
송광중학교,2004-03-02,본교,광주광역시 광산구 송정동 900,광주광역시 광산구 송정로 74,광주광역시교육청,35.13340294,광주광역시 광산구,126.7979492,광주,2805745720,중학교,1038,948,919,933,943,900,830,754,705,654,632,665,612,550,488,15628.0,15242.0,14583.0,13727.0,13077.0,12820.0,12623.0,12335.0,12442.0,12482.0,12303.0,12505.0,13148.0,14066.0,13853.0,13413.0,12680.0,12287.0,11303.0,10150.0,8845.0,7911.0,7444.0,7121.0,6720.0
수동중학교,1954-05-31,본교,경상남도 함양군 수동면 화산리 1010,경상남도 함양군 수동면 수동내동길 19,경상남도교육청,35.52433595,함양군,127.7895834,경남,3080569684,중학교,37,20,31,37,44,42,32,25,21,27,31,38,40,38,36,1291.0,1309.0,1213.0,1117.0,970.0,870.0,830.0,829.0,880.0,887.0,851.0,815.0,760.0,735.0,697.0,698.0,670.0,610.0,547.0,488.0,446.0,391.0,340.0,280.0,253.0
부곡여자중학교,1981-10-14,본교,부산광역시 금정구 부곡동 717-1,부산광역시 금정구 가마실로 56,부산광역시교육청,35.22332989,부산광역시 금정구,129.0953419,부산,3571666061,중학교,916,881,846,806,753,693,613,552,535,570,587,605,613,600,583,9886.0,9376.0,8637.0,7773.0,6823.0,6143.0,5611.0,5083.0,5000.0,4973.0,4867.0,4677.0,4706.0,4975.0,4891.0,4739.0,4557.0,4284.0,4019.0,3559.0,3284.0,2862.0,2531.0,2194.0,2042.0
한바다중학교,1969-10-10,본교,부산광역시 수영구 광안동 154-1,부산광역시 수영구 광안로21번가길 57,부산광역시교육청,35.15729241,부산광역시 수영구,129.1176119,부산,7368674099,중학교,751,726,676,650,598,568,562,570,558,564,512,538,552,574,568,5830.0,5538.0,5085.0,4569.0,4039.0,3772.0,3762.0,3801.0,3921.0,3937.0,3816.0,3691.0,3710.0,3900.0,3816.0,3708.0,3755.0,3838.0,3719.0,3300.0,2891.0,2596.0,2416.0,2339.0,2214.0
장곡중학교,2001-04-04,본교,경상북도 칠곡군 석적읍 중리 246,경상북도 칠곡군 석적읍 남중리8길 13,경상북도교육청,36.07345548,칠곡군,128.415088,경북,3523935079,중학교,590,652,712,821,878,970,960,1006,1016,1017,1000,1053,760,674,614,4825.0,5028.0,5494.0,5523.0,5225.0,4704.0,4492.0,4268.0,4398.0,4598.0,4645.0,4826.0,5139.0,5121.0,4601.0,3959.0,3894.0,3931.0,3707.0,3222.0,2577.0,2002.0,1569.0,1314.0,1186.0
대정중학교,1946-11-08,본교,제주특별자치도 서귀포시 대정읍 하모리 778,제주특별자치도 서귀포시 대정읍 비행장로 18,제주특별자치도교육청,33.21996162,서귀포시,126.2532327,제주,6097661077,중학교,543,532,524,521,516,491,462,388,379,374,373,332,359,361,337,7140.0,7039.0,6680.0,6150.0,5280.0,4852.0,4647.0,4716.0,4823.0,4771.0,4590.0,4342.0,4210.0,4099.0,3828.0,3602.0,3518.0,3647.0,3720.0,3520.0,3335.0,3031.0,2833.0,2585.0,2377.0
안천중학교,1991-06-05,본교,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,서울특별시교육청,37.45952426,서울특별시 금천구,126.8874988,서울,6702258348,중학교,743,773,738,686,656,646,574,464,420,399,407,422,434,437,458,11760.0,11044.0,9988.0,8921.0,7957.0,7605.0,7342.0,7161.0,6908.0,6780.0,6397.0,6082.0,5907.0,6006.0,5743.0,5636.0,5444.0,5300.0,4978.0,4407.0,3966.0,3560.0,3258.0,3108.0,2979.0
봉영여자중학교,1951-10-08,본교,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,서울특별시교육청,37.50921598,서울특별시 양천구,126.8601984,서울,5393575310,중학교,689,700,674,616,572,558,551,554,504,462,446,479,516,491,489,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0
백학중학교,1971-04-27,본교,경기도 연천군 백학면 두일리 568-2,경기도 연천군 백학면 두일로 79,경기도교육청,38.02503151,연천군,126.908265,경기,8600734472,중학교,70,81,95,90,69,65,55,47,36,35,35,43,47,50,48,1920.0,1942.0,1849.0,1718.0,1490.0,1410.0,1316.0,1241.0,1162.0,1105.0,1057.0,1049.0,1035.0,1115.0,1185.0,1263.0,1226.0,1192.0,1117.0,1070.0,942.0,847.0,735.0,642.0,552.0
동부중학교,1960-05-03,본교,경상남도 거제시 동부면 산양리 348,경상남도 거제시 동부면 동부로 28-6,경상남도교육청,34.82084244,거제시,128.6079629,경남,9439899504,중학교,127,128,132,133,137,139,122,89,90,81,79,58,57,52,46,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0
거창중학교고제분교장,1971-12-27,분교,경상남도 거창군 고제면 농산리 184,경상남도 거창군 고제면 고제로 48,경상남도교육청,35.81412414,거창군,127.8735691,경남,6336465120,중학교,22,23,28,29,23,16,16,15,13,10,9,11,7,10,7,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0
등명중학교,1995-05-06,본교,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,서울특별시교육청,37.56019335,서울특별시 강서구,126.8433041,서울,7271858692,중학교,975,914,919,918,905,848,754,745,734,739,679,690,691,649,586,20887.0,20586.0,19672.0,18585.0,17125.0,16814.0,16736.0,16655.0,17062.0,17673.0,17814.0,17439.0,17213.0,17348.0,16852.0,16523.0,16460.0,16692.0,16068.0,14516.0,12901.0,11446.0,10192.0,9216.0,8506.0
대명중학교,1970-06-05,본교,대구광역시 남구 대명동 519,대구광역시 남구 앞산순환로 477,대구광역시교육청,35.83308922,대구광역시 남구,128.5767451,대구,7649269640,중학교,706,588,503,457,425,371,326,259,213,209,199,205,236,262,279,7052.0,6480.0,6015.0,5473.0,4923.0,4538.0,4233.0,3975.0,3995.0,4045.0,3877.0,3590.0,3398.0,3431.0,3399.0,3286.0,3116.0,2903.0,2601.0,2199.0,1889.0,1666.0,1504.0,1338.0,1307.0
인천경연중학교,2020-03-01,본교,인천광역시 서구 청라동 84-2,인천광역시 서구 차오름로 64,인천광역시교육청,37.53849651,인천광역시 서구,126.6262363,인천,7728144288,중학교,0,0,0,0,0,0,0,0,0,0,0,177,235,303,358,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0
인평중학교,2009-03-01,본교,경상북도 칠곡군 북삼읍 인평리 518-2,경상북도 칠곡군 북삼읍 북삼로 223,경상북도교육청,36.06259352,칠곡군,128.335692,경북,5084124565,중학교,167,354,507,492,467,492,452,415,354,372,352,361,364,369,364,4825.0,5028.0,5494.0,5523.0,5225.0,4704.0,4492.0,4268.0,4398.0,4598.0,4645.0,4826.0,5139.0,5121.0,4601.0,3959.0,3894.0,3931.0,3707.0,3222.0,2577.0,2002.0,1569.0,1314.0,1186.0
광양마동중학교,2015-09-22,본교,전라남도 광양시 마동 1020,전라남도 광양시 느지매기길 7,전라남도교육청,34.954267,광양시,127.6878322,전남,6088574290,중학교,0,0,0,0,0,0,206,409,601,584,597,614,618,585,573,7730.0,7359.0,6900.0,6128.0,5188.0,4633.0,4435.0,4435.0,4656.0,4772.0,4868.0,4988.0,5177.0,5510.0,5478.0,5386.0,5132.0,4818.0,4427.0,3918.0,3582.0,3306.0,3027.0,2776.0,2579.0
동산중학교,1970-05-06,본교,강원특별자치도 춘천시 동산면 조양리 703-1 번지,강원특별자치도 춘천시 동산면 영서로 461-22,강원특별자치도교육청,37.75022835,춘천시,127.7909631,강원,1199533820,중학교,33,32,23,21,29,24,16,13,13,13,11,9,6,12,18,9626.0,9583.0,9189.0,8636.0,7781.0,7202.0,6817.0,6493.0,6559.0,6614.0,6648.0,6609.0,6793.0,6985.0,6845.0,6483.0,6235.0,6092.0,5792.0,5440.0,5122.0,4972.0,4754.0,4588.0,4326.0
